Episode,Success,Collision,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
1109,11,4,8.435135135,6.564864865,8.194630872,6.805369128
1110,13,2,8.439243924,6.560756076,8.248322148,6.751677852
1111,9,6,8.439748201,6.560251799,8.248322148,6.751677852
1112,9,6,8.440251572,6.559748428,8.261744966,6.738255034
1113,5,10,8.437163375,6.562836625,8.261744966,6.738255034
1114,9,6,8.437668161,6.562331839,8.268456376,6.731543624
1115,5,10,8.434587814,6.565412186,8.214765101,6.785234899
1116,9,6,8.435094002,6.564905998,8.228187919,6.771812081
1117,7,8,8.433810376,6.566189624,8.228187919,6.771812081
1118,13,2,8.437890974,6.562109026,8.268456376,6.731543624
1119,7,8,8.436607143,6.563392857,8.255033557,6.744966443
1120,7,8,8.435325602,6.564674398,8.214765101,6.785234899
1121,13,2,8.439393939,6.560606061,8.228187919,6.771812081
1122,11,4,8.441674087,6.558325913,8.255033557,6.744966443
1123,9,6,8.442170819,6.557829181,8.255033557,6.744966443
1124,11,4,8.444444444,6.555555556,8.281879195,6.718120805
1125,7,8,8.443161634,6.556838366,8.268456376,6.731543624
1126,9,6,8.443655723,6.556344277,8.255033557,6.744966443
1127,7,8,8.442375887,6.557624113,8.228187919,6.771812081
1128,9,6,8.442869796,6.557130204,8.234899329,6.765100671
1129,9,6,8.443362832,6.556637168,8.248322148,6.751677852
1130,11,4,8.445623342,6.554376658,8.261744966,6.738255034
1131,11,4,8.447879859,6.552120141,8.315436242,6.684563758
1132,9,6,8.448367167,6.551632833,8.33557047,6.66442953
1133,11,4,8.450617284,6.549382716,8.375838926,6.624161074
1134,7,8,8.449339207,6.550660793,8.322147651,6.677852349
1135,11,4,8.451584507,6.548415493,8.362416107,6.637583893
1136,11,4,8.453825858,6.546174142,8.395973154,6.604026846
1137,8,7,8.453427065,6.546572935,8.389261745,6.610738255
1138,6,9,8.451273047,6.548726953,8.382550336,6.617449664
1139,11,4,8.453508772,6.546491228,8.409395973,6.590604027
1140,9,6,8.45398773,6.54601227,8.409395973,6.590604027
1141,9,6,8.454465849,6.545534151,8.395973154,6.604026846
1142,4,11,8.450568679,6.549431321,8.362416107,6.637583893
1143,11,4,8.452797203,6.547202797,8.402684564,6.597315436
1144,10,5,8.454148472,6.545851528,8.436241611,6.563758389
1145,11,4,8.456369983,6.543630017,8.476510067,6.523489933
1146,7,8,8.455100262,6.544899738,8.489932886,6.510067114
1147,11,4,8.457317073,6.542682927,8.523489933,6.476510067
1148,9,6,8.457789382,6.542210618,8.536912752,6.463087248
1149,7,8,8.456521739,6.543478261,8.523489933,6.476510067
1150,11,4,8.458731538,6.541268462,8.536912752,6.463087248
1151,7,8,8.457465278,6.542534722,8.55033557,6.44966443
1152,11,4,8.459670425,6.540329575,8.563758389,6.436241611
1153,7,8,8.458405546,6.541594454,8.577181208,6.422818792
1154,10,5,8.45974026,6.54025974,8.590604027,6.409395973
1155,7,8,8.458477509,6.541522491,8.590604027,6.409395973
1156,7,8,8.45721694,6.54278306,8.590604027,6.409395973
1157,7,8,8.455958549,6.544041451,8.563758389,6.436241611
1158,7,8,8.45470233,6.54529767,8.563758389,6.436241611
1159,13,2,8.45862069,6.54137931,8.604026846,6.395973154
1160,8,7,8.458225668,6.541774332,8.597315436,6.402684564
1161,9,6,8.45869191,6.54130809,8.597315436,6.402684564
1162,13,2,8.462596733,6.537403267,8.637583893,6.362416107
1163,7,8,8.461340206,6.538659794,8.624161074,6.375838926
1164,7,8,8.460085837,6.539914163,8.610738255,6.389261745
1165,9,6,8.460548885,6.539451115,8.597315436,6.402684564
1166,7,8,8.459297344,6.540702656,8.597315436,6.402684564
1167,5,10,8.456335616,6.543664384,8.604026846,6.395973154
1168,9,6,8.456800684,6.543199316,8.604026846,6.395973154
1169,5,10,8.453846154,6.546153846,8.536912752,6.463087248
1170,7,8,8.452604611,6.547395389,8.536912752,6.463087248
1171,9,6,8.453071672,6.546928328,8.536912752,6.463087248
1172,7,8,8.451832907,6.548167093,8.536912752,6.463087248
1173,9,6,8.45229983,6.54770017,8.536912752,6.463087248
1174,5,10,8.449361702,6.550638298,8.530201342,6.469798658
1175,7,8,8.448129252,6.551870748,8.530201342,6.469798658
1176,9,6,8.448598131,6.551401869,8.516778523,6.483221477
1177,9,6,8.449066214,6.550933786,8.523489933,6.476510067
1178,11,4,8.451229856,6.548770144,8.563758389,6.436241611
1179,7,8,8.45,6.55,8.563758389,6.436241611
1180,9,6,8.450465707,6.549534293,8.563758389,6.436241611
1181,9,6,8.450930626,6.549069374,8.55704698,6.44295302
1182,7,8,8.449704142,6.550295858,8.543624161,6.456375839
1183,11,4,8.451858108,6.548141892,8.570469799,6.429530201
1184,7,8,8.450632911,6.549367089,8.55033557,6.44966443
1185,11,4,8.452782462,6.547217538,8.577181208,6.422818792
1186,5,10,8.449873631,6.550126369,8.55033557,6.44966443
1187,9,6,8.4503367,6.5496633,8.55033557,6.44966443
1188,7,8,8.449116905,6.550883095,8.55704698,6.44295302
1189,9,6,8.449579832,6.550420168,8.577181208,6.422818792
1190,7,8,8.44836272,6.55163728,8.55033557,6.44966443
1191,11,4,8.450503356,6.549496644,8.55033557,6.44966443
1192,7,8,8.44928751,6.55071249,8.55033557,6.44966443
1193,11,4,8.451423786,6.548576214,8.583892617,6.416107383
1194,9,6,8.451882845,6.548117155,8.590604027,6.409395973
1195,5,10,8.448996656,6.551003344,8.590604027,6.409395973
1196,5,10,8.446115288,6.553884712,8.570469799,6.429530201
1197,13,2,8.449916528,6.550083472,8.583892617,6.416107383
1198,7,8,8.448707256,6.551292744,8.543624161,6.456375839
1199,9,6,8.449166667,6.550833333,8.543624161,6.456375839
1200,9,6,8.449625312,6.550374688,8.536912752,6.463087248
1201,11,4,8.451747088,6.548252912,8.55033557,6.44966443
1202,5,10,8.448877805,6.551122195,8.536912752,6.463087248
1203,7,8,8.447674419,6.552325581,8.523489933,6.476510067
1204,7,8,8.446473029,6.553526971,8.503355705,6.496644295
1205,11,4,8.448590381,6.551409619,8.516778523,6.483221477
1206,11,4,8.450704225,6.549295775,8.543624161,6.456375839
1207,7,8,8.449503311,6.550496689,8.543624161,6.456375839
1208,7,8,8.448304384,6.551695616,8.543624161,6.456375839
1209,8,7,8.447933884,6.552066116,8.536912752,6.463087248
1210,7,8,8.446738233,6.553261767,8.523489933,6.476510067
1211,9,6,8.447194719,6.552805281,8.510067114,6.489932886
1212,5,10,8.444352844,6.555647156,8.483221477,6.516778523
1213,11,4,8.44645799,6.55354201,8.523489933,6.476510067
1214,5,10,8.443621399,6.556378601,8.503355705,6.496644295
1215,9,6,8.444078947,6.555921053,8.516778523,6.483221477
1216,7,8,8.442892358,6.557107642,8.503355705,6.496644295
1217,5,10,8.440065681,6.559934319,8.503355705,6.496644295
1218,7,8,8.438884331,6.561115669,8.503355705,6.496644295
1219,9,6,8.439344262,6.560655738,8.516778523,6.483221477
1220,9,6,8.43980344,6.56019656,8.516778523,6.483221477
1221,3,12,8.435351882,6.564648118,8.469798658,6.530201342
1222,7,8,8.43417825,6.56582175,8.456375839,6.543624161
1223,11,4,8.43627451,6.56372549,8.476510067,6.523489933
1224,9,6,8.436734694,6.563265306,8.496644295,6.503355705
1225,7,8,8.435562806,6.564437194,8.496644295,6.503355705
1226,9,6,8.43602282,6.56397718,8.489932886,6.510067114
1227,11,4,8.438110749,6.561889251,8.496644295,6.503355705
1228,9,6,8.438567941,6.561432059,8.510067114,6.489932886
1229,7,8,8.437398374,6.562601626,8.503355705,6.496644295
1230,7,8,8.436230707,6.563769293,8.516778523,6.483221477
1231,5,10,8.433441558,6.566558442,8.476510067,6.523489933
1232,9,6,8.433901054,6.566098946,8.476510067,6.523489933
1233,5,10,8.431118314,6.568881686,8.44966443,6.55033557
1234,11,4,8.433198381,6.566801619,8.463087248,6.536912752
1235,7,8,8.432038835,6.567961165,8.436241611,6.563758389
1236,5,10,8.429264349,6.570735651,8.409395973,6.590604027
1237,9,6,8.429725363,6.570274637,8.429530201,6.570469799
1238,5,10,8.426957224,6.573042776,8.395973154,6.604026846
1239,7,8,8.425806452,6.574193548,8.395973154,6.604026846
1240,9,6,8.426269138,6.573730862,8.395973154,6.604026846
1241,5,10,8.423510467,6.576489533,8.355704698,6.644295302
1242,9,6,8.423974256,6.576025744,8.355704698,6.644295302
1243,9,6,8.424437299,6.575562701,8.369127517,6.630872483
1244,9,6,8.424899598,6.575100402,8.355704698,6.644295302
1245,5,10,8.422150883,6.577849117,8.342281879,6.657718121
1246,7,8,8.421010425,6.578989575,8.32885906,6.67114094
1247,5,10,8.418269231,6.581730769,8.33557047,6.66442953
1248,1,14,8.412329864,6.587670136,8.295302013,6.704697987
1249,5,10,8.4096,6.5904,8.261744966,6.738255034
1250,3,12,8.405275779,6.594724221,8.208053691,6.791946309
1251,7,8,8.404153355,6.595846645,8.167785235,6.832214765
1252,7,8,8.403032721,6.596967279,8.154362416,6.845637584
1253,9,6,8.403508772,6.596491228,8.181208054,6.818791946
1254,7,8,8.402390438,6.597609562,8.167785235,6.832214765
1255,9,6,8.402866242,6.597133758,8.140939597,6.859060403
1256,5,10,8.400159109,6.599840891,8.134228188,6.865771812
1257,5,10,8.39745628,6.60254372,8.134228188,6.865771812
1258,7,8,8.396346307,6.603653693,8.10738255,6.89261745
1259,5,10,8.393650794,6.606349206,8.053691275,6.946308725
1260,5,10,8.390959556,6.609040444,8.026845638,6.973154362
1261,5,10,8.388272583,6.611727417,8,7
1262,7,8,8.387173397,6.612826603,8.013422819,6.986577181
1263,5,10,8.384493671,6.615506329,7.986577181,7.013422819
1264,9,6,8.384980237,6.615019763,8.013422819,6.986577181
1265,7,8,8.383886256,6.616113744,8,7
1266,6,9,8.382004736,6.617995264,7.993288591,7.006711409
1267,7,8,8.380914826,6.619085174,7.953020134,7.046979866
1268,5,10,8.378250591,6.621749409,7.939597315,7.060402685
1269,7,8,8.377165354,6.622834646,7.939597315,7.060402685
1270,9,6,8.377655389,6.622344611,7.912751678,7.087248322
1271,6,9,8.375786164,6.624213836,7.879194631,7.120805369
1272,7,8,8.37470542,6.62529458,7.865771812,7.134228188
1273,9,6,8.375196232,6.624803768,7.852348993,7.147651007
1274,5,10,8.37254902,6.62745098,7.838926174,7.161073826
1275,9,6,8.373040752,6.626959248,7.838926174,7.161073826
1276,7,8,8.371965544,6.628034456,7.838926174,7.161073826
1277,5,10,8.369327074,6.630672926,7.812080537,7.187919463
1278,5,10,8.366692729,6.633307271,7.785234899,7.214765101
1279,9,6,8.3671875,6.6328125,7.771812081,7.228187919
1280,9,6,8.367681499,6.632318501,7.758389262,7.241610738
1281,7,8,8.366614665,6.633385335,7.744966443,7.255033557
1282,7,8,8.365549493,6.634450507,7.718120805,7.281879195
1283,7,8,8.364485981,6.635514019,7.718120805,7.281879195
1284,9,6,8.364980545,6.635019455,7.704697987,7.295302013
1285,9,6,8.365474339,6.634525661,7.691275168,7.308724832
1286,5,10,8.362859363,6.637140637,7.67114094,7.32885906
1287,7,8,8.361801242,6.638198758,7.677852349,7.322147651
1288,7,8,8.360744763,6.639255237,7.651006711,7.348993289
1289,9,6,8.36124031,6.63875969,7.651006711,7.348993289
1290,9,6,8.361735089,6.638264911,7.651006711,7.348993289
1291,7,8,8.360681115,6.639318885,7.67114094,7.32885906
1292,7,8,8.35962877,6.64037123,7.644295302,7.355704698
1293,7,8,8.358578053,6.641421947,7.624161074,7.375838926
1294,7,8,8.357528958,6.642471042,7.597315436,7.402684564
1295,9,6,8.358024691,6.641975309,7.610738255,7.389261745
1296,5,10,8.355435621,6.644564379,7.570469799,7.429530201
1297,5,10,8.352850539,6.647149461,7.543624161,7.456375839
1298,11,4,8.354888376,6.645111624,7.570469799,7.429530201
1299,7,8,8.353846154,6.646153846,7.543624161,7.456375839
1300,9,6,8.354342813,6.645657187,7.55704698,7.44295302
1301,7,8,8.353302611,6.646697389,7.530201342,7.469798658
1302,11,4,8.355333845,6.644666155,7.55704698,7.44295302
1303,7,8,8.354294479,6.645705521,7.536912752,7.463087248
1304,7,8,8.353256705,6.646743295,7.536912752,7.463087248
1305,11,4,8.355283308,6.644716692,7.563758389,7.436241611
1306,9,6,8.355776588,6.644223412,7.577181208,7.422818792
1307,9,6,8.356269113,6.643730887,7.590604027,7.409395973
1308,11,4,8.35828877,6.64171123,7.577181208,7.422818792
1309,11,4,8.360305344,6.639694656,7.597315436,7.402684564
1310,11,4,8.362318841,6.637681159,7.610738255,7.389261745
1311,11,4,8.364329268,6.635670732,7.597315436,7.402684564
1312,11,4,8.366336634,6.633663366,7.624161074,7.375838926
1313,9,6,8.366818874,6.633181126,7.637583893,7.362416107
1314,5,10,8.364258555,6.635741445,7.610738255,7.389261745
1315,11,4,8.366261398,6.633738602,7.637583893,7.362416107
1316,9,6,8.366742597,6.633257403,7.66442953,7.33557047
1317,7,8,8.365705615,6.634294385,7.651006711,7.348993289
1318,9,6,8.366186505,6.633813495,7.677852349,7.322147651
1319,9,6,8.366666667,6.633333333,7.691275168,7.308724832
1320,9,6,8.367146101,6.632853899,7.691275168,7.308724832
1321,7,8,8.366111952,6.633888048,7.691275168,7.308724832
1322,7,8,8.365079365,6.634920635,7.677852349,7.322147651
1323,11,4,8.367069486,6.632930514,7.718120805,7.281879195
1324,5,10,8.364528302,6.635471698,7.704697987,7.295302013
1325,9,6,8.365007541,6.634992459,7.704697987,7.295302013
1326,5,10,8.362471741,6.637528259,7.677852349,7.322147651
1327,5,10,8.359939759,6.640060241,7.637583893,7.362416107
1328,5,10,8.357411588,6.642588412,7.624161074,7.375838926
1329,7,8,8.356390977,6.643609023,7.610738255,7.389261745
1330,7,8,8.355371901,6.644628099,7.597315436,7.402684564
1331,5,10,8.352852853,6.647147147,7.583892617,7.416107383
1332,11,4,8.35483871,6.64516129,7.583892617,7.416107383
1333,7,8,8.353823088,6.646176912,7.583892617,7.416107383
1334,5,10,8.351310861,6.648689139,7.543624161,7.456375839
1335,5,10,8.348802395,6.651197605,7.543624161,7.456375839
1336,7,8,8.347793568,6.652206432,7.530201342,7.469798658
1337,7,8,8.346786248,6.653213752,7.530201342,7.469798658
1338,11,4,8.348767737,6.651232263,7.543624161,7.456375839
1339,5,10,8.346268657,6.653731343,7.530201342,7.469798658
1340,9,6,8.346756152,6.653243848,7.516778523,7.483221477
1341,5,10,8.344262295,6.655737705,7.503355705,7.496644295
1342,3,12,8.340282949,6.659717051,7.44966443,7.55033557
1343,7,8,8.339285714,6.660714286,7.436241611,7.563758389
1344,7,8,8.338289963,6.661710037,7.44966443,7.55033557
1345,9,6,8.338781575,6.661218425,7.476510067,7.523489933
1346,7,8,8.337787676,6.662212324,7.436241611,7.563758389
1347,7,8,8.336795252,6.663204748,7.436241611,7.563758389
1348,11,4,8.338769459,6.661230541,7.44966443,7.55033557
1349,5,10,8.336296296,6.663703704,7.422818792,7.577181208
1350,9,6,8.336787565,6.663212435,7.409395973,7.590604027
1351,5,10,8.334319527,6.665680473,7.409395973,7.590604027
1352,11,4,8.336289727,6.663710273,7.436241611,7.563758389
1353,9,6,8.336779911,6.663220089,7.44966443,7.55033557
1354,7,8,8.335793358,6.664206642,7.422818792,7.577181208
1355,9,6,8.336283186,6.663716814,7.409395973,7.590604027
1356,5,10,8.333824613,6.666175387,7.395973154,7.604026846
1357,11,4,8.335787923,6.664212077,7.422818792,7.577181208
1358,7,8,8.334805004,6.665194996,7.416107383,7.583892617
1359,9,6,8.335294118,6.664705882,7.429530201,7.570469799
1360,5,10,8.332843497,6.667156503,7.402684564,7.597315436
1361,5,10,8.330396476,6.669603524,7.402684564,7.597315436
1362,11,4,8.332355099,6.667644901,7.402684564,7.597315436
1363,9,6,8.332844575,6.667155425,7.429530201,7.570469799
1364,9,6,8.333333333,6.666666667,7.429530201,7.570469799
1365,9,6,8.333821376,6.666178624,7.44295302,7.55704698
1366,9,6,8.334308705,6.665691295,7.469798658,7.530201342
1367,7,8,8.333333333,6.666666667,7.469798658,7.530201342
1368,11,4,8.335281227,6.664718773,7.483221477,7.516778523
1369,11,4,8.337226277,6.662773723,7.496644295,7.503355705
1370,7,8,8.336250912,6.663749088,7.523489933,7.476510067
1371,6,9,8.334548105,6.665451895,7.516778523,7.483221477
1372,9,6,8.335032775,6.664967225,7.503355705,7.496644295
1373,9,6,8.335516739,6.664483261,7.503355705,7.496644295
1374,9,6,8.336,6.664,7.516778523,7.483221477
1375,7,8,8.33502907,6.66497093,7.503355705,7.496644295
1376,9,6,8.335511983,6.664488017,7.489932886,7.510067114
1377,7,8,8.334542816,6.665457184,7.476510067,7.523489933
1378,7,8,8.333575054,6.666424946,7.476510067,7.523489933
1379,9,6,8.334057971,6.665942029,7.489932886,7.510067114
1380,11,4,8.335988414,6.664011586,7.530201342,7.469798658
1381,9,6,8.336468886,6.663531114,7.530201342,7.469798658
1382,9,6,8.336948662,6.663051338,7.55704698,7.44295302
1383,9,6,8.337427746,6.662572254,7.543624161,7.456375839
1384,9,6,8.337906137,6.662093863,7.55704698,7.44295302
1385,7,8,8.336940837,6.663059163,7.570469799,7.429530201
1386,5,10,8.334534968,6.665465032,7.543624161,7.456375839
1387,7,8,8.333573487,6.666426513,7.55704698,7.44295302
1388,7,8,8.332613391,6.667386609,7.55704698,7.44295302
1389,7,8,8.331654676,6.668345324,7.543624161,7.456375839
1390,5,10,8.329259526,6.670740474,7.543624161,7.456375839
1391,13,2,8.332614943,6.667385057,7.570469799,7.429530201
1392,7,8,8.331658291,6.668341709,7.55704698,7.44295302
1393,5,10,8.329268293,6.670731707,7.530201342,7.469798658
1394,9,6,8.329749104,6.670250896,7.55704698,7.44295302
1395,7,8,8.328796562,6.671203438,7.55704698,7.44295302
1396,9,6,8.329277022,6.670722978,7.583892617,7.416107383
1397,9,6,8.329756795,6.670243205,7.637583893,7.362416107
1398,5,10,8.327376698,6.672623302,7.637583893,7.362416107
1399,9,6,8.327857143,6.672142857,7.677852349,7.322147651
1400,7,8,8.32690935,6.67309065,7.677852349,7.322147651
1401,9,6,8.327389444,6.672610556,7.691275168,7.308724832
1402,9,6,8.327868852,6.672131148,7.691275168,7.308724832
1403,7,8,8.326923077,6.673076923,7.691275168,7.308724832
1404,11,4,8.328825623,6.671174377,7.704697987,7.295302013
1405,7,8,8.327880512,6.672119488,7.718120805,7.281879195
1406,5,10,8.325515281,6.674484719,7.718120805,7.281879195
1407,9,6,8.325994318,6.674005682,7.731543624,7.268456376
1408,7,8,8.325053229,6.674946771,7.744966443,7.255033557
1409,5,10,8.322695035,6.677304965,7.744966443,7.255033557
1410,7,8,8.321757619,6.678242381,7.758389262,7.241610738
1411,9,6,8.32223796,6.67776204,7.771812081,7.228187919
1412,5,10,8.319886766,6.680113234,7.771812081,7.228187919
1413,7,8,8.318953324,6.681046676,7.758389262,7.241610738
1414,9,6,8.319434629,6.680565371,7.771812081,7.228187919
1415,7,8,8.318502825,6.681497175,7.77852349,7.22147651
1416,11,4,8.320395201,6.679604799,7.805369128,7.194630872
1417,7,8,8.319464034,6.680535966,7.818791946,7.181208054
1418,11,4,8.321353066,6.678646934,7.845637584,7.154362416
1419,9,6,8.321830986,6.678169014,7.845637584,7.154362416
1420,8,7,8.321604504,6.678395496,7.859060403,7.140939597
1421,9,6,8.322081575,6.677918425,7.872483221,7.127516779
1422,9,6,8.322557976,6.677442024,7.872483221,7.127516779
1423,11,4,8.324438202,6.675561798,7.912751678,7.087248322
1424,7,8,8.323508772,6.676491228,7.899328859,7.100671141
1425,9,6,8.32398317,6.67601683,7.912751678,7.087248322
1426,9,6,8.324456903,6.675543097,7.939597315,7.060402685
1427,11,4,8.326330532,6.673669468,7.979865772,7.020134228
1428,7,8,8.325402379,6.674597621,7.966442953,7.033557047
1429,11,4,8.327272727,6.672727273,7.979865772,7.020134228
1430,13,2,8.330538085,6.669461915,8.020134228,6.979865772
1431,7,8,8.329608939,6.670391061,8.020134228,6.979865772
1432,7,8,8.328681089,6.671318911,8.020134228,6.979865772
1433,11,4,8.330543933,6.669456067,8.033557047,6.966442953
1434,9,6,8.331010453,6.668989547,8.033557047,6.966442953
1435,7,8,8.330083565,6.669916435,8.046979866,6.953020134
1436,9,6,8.330549756,6.669450244,8.060402685,6.939597315
1437,11,4,8.33240612,6.66759388,8.087248322,6.912751678
1438,11,4,8.334259903,6.665740097,8.100671141,6.899328859
1439,11,4,8.336111111,6.663888889,8.11409396,6.88590604
1440,5,10,8.333795975,6.666204025,8.100671141,6.899328859
1441,7,8,8.332871012,6.667128988,8.100671141,6.899328859
1442,11,4,8.334719335,6.665280665,8.127516779,6.872483221
1443,5,10,8.332409972,6.667590028,8.11409396,6.88590604
1444,9,6,8.332871972,6.667128028,8.11409396,6.88590604
1445,11,4,8.334716459,6.665283541,8.154362416,6.845637584
1446,7,8,8.333794057,6.666205943,8.167785235,6.832214765
1447,7,8,8.332872928,6.667127072,8.140939597,6.859060403
1448,9,6,8.333333333,6.666666667,8.154362416,6.845637584
1449,9,6,8.333793103,6.666206897,8.154362416,6.845637584
1450,7,8,8.33287388,6.66712612,8.154362416,6.845637584
1451,11,4,8.334710744,6.665289256,8.154362416,6.845637584
1452,7,8,8.333792154,6.666207846,8.154362416,6.845637584
1453,7,8,8.332874828,6.667125172,8.154362416,6.845637584
1454,7,8,8.331958763,6.668041237,8.127516779,6.872483221
1455,13,2,8.335164835,6.664835165,8.154362416,6.845637584
1456,5,10,8.332875772,6.667124228,8.127516779,6.872483221
1457,5,10,8.330589849,6.669410151,8.087248322,6.912751678
1458,11,4,8.332419465,6.667580535,8.087248322,6.912751678
1459,9,6,8.332876712,6.667123288,8.073825503,6.926174497
1460,9,6,8.333333333,6.666666667,8.060402685,6.939597315
1461,9,6,8.33378933,6.66621067,8.046979866,6.953020134
1462,5,10,8.331510595,6.668489405,8.020134228,6.979865772
1463,5,10,8.329234973,6.670765027,8.020134228,6.979865772
1464,7,8,8.328327645,6.671672355,7.993288591,7.006711409
1465,7,8,8.327421555,6.672578445,7.979865772,7.020134228
1466,5,10,8.325153374,6.674846626,7.966442953,7.033557047
1467,5,10,8.322888283,6.677111717,7.939597315,7.060402685
1468,9,6,8.323349217,6.676650783,7.939597315,7.060402685
1469,7,8,8.32244898,6.67755102,7.926174497,7.073825503
1470,7,8,8.321549966,6.678450034,7.926174497,7.073825503
1471,7,8,8.320652174,6.679347826,7.926174497,7.073825503
1472,7,8,8.319755601,6.680244399,7.899328859,7.100671141
1473,7,8,8.318860244,6.681139756,7.912751678,7.087248322
1474,11,4,8.320677966,6.679322034,7.926174497,7.073825503
1475,5,10,8.318428184,6.681571816,7.926174497,7.073825503
1476,5,10,8.316181449,6.683818551,7.926174497,7.073825503
1477,5,10,8.313937754,6.686062246,7.926174497,7.073825503
1478,5,10,8.311697093,6.688302907,7.912751678,7.087248322
1479,5,10,8.309459459,6.690540541,7.899328859,7.100671141
1480,5,10,8.307224848,6.692775152,7.899328859,7.100671141
1481,7,8,8.30634278,6.69365722,7.872483221,7.127516779
1482,7,8,8.305461902,6.694538098,7.872483221,7.127516779
1483,7,8,8.30458221,6.69541779,7.88590604,7.11409396
1484,5,10,8.302356902,6.697643098,7.88590604,7.11409396
1485,9,6,8.30282638,6.69717362,7.899328859,7.100671141
1486,8,7,8.30262273,6.69737727,7.906040268,7.093959732
1487,5,10,8.300403226,6.699596774,7.865771812,7.134228188
1488,5,10,8.298186702,6.701813298,7.865771812,7.134228188
1489,7,8,8.297315436,6.702684564,7.852348993,7.147651007
1490,9,6,8.29778672,6.70221328,7.879194631,7.120805369
1491,7,8,8.29691689,6.70308311,7.906040268,7.093959732
1492,5,10,8.29470864,6.70529136,7.89261745,7.10738255
1493,7,8,8.293842035,6.706157965,7.89261745,7.10738255
1494,5,10,8.291638796,6.708361204,7.865771812,7.134228188
1495,7,8,8.290775401,6.709224599,7.865771812,7.134228188
1496,9,6,8.291249165,6.708750835,7.879194631,7.120805369
1497,9,6,8.291722296,6.708277704,7.865771812,7.134228188
1498,9,6,8.292194797,6.707805203,7.89261745,7.10738255
1499,11,4,8.294,6.706,7.906040268,7.093959732
1500,9,6,8.294470353,6.705529647,7.932885906,7.067114094
1501,9,6,8.29494008,6.70505992,7.919463087,7.080536913
1502,5,10,8.292747838,6.707252162,7.89261745,7.10738255
1503,4,11,8.289893617,6.710106383,7.872483221,7.127516779
1504,7,8,8.289036545,6.710963455,7.859060403,7.140939597
1505,7,8,8.288180611,6.711819389,7.872483221,7.127516779
1506,9,6,8.288652953,6.711347047,7.859060403,7.140939597
1507,9,6,8.289124668,6.710875332,7.872483221,7.127516779
1508,7,8,8.288270378,6.711729622,7.859060403,7.140939597
1509,9,6,8.288741722,6.711258278,7.88590604,7.11409396
1510,9,6,8.289212442,6.710787558,7.912751678,7.087248322
1511,7,8,8.288359788,6.711640212,7.88590604,7.11409396
1512,7,8,8.287508262,6.712491738,7.872483221,7.127516779
1513,9,6,8.287978864,6.712021136,7.872483221,7.127516779
1514,7,8,8.287128713,6.712871287,7.859060403,7.140939597
1515,5,10,8.284960422,6.715039578,7.832214765,7.167785235
1516,9,6,8.285431773,6.714568227,7.845637584,7.154362416
1517,3,12,8.281949934,6.718050066,7.791946309,7.208053691
1518,6,9,8.280447663,6.719552337,7.758389262,7.241610738
1519,9,6,8.280921053,6.719078947,7.771812081,7.228187919
1520,7,8,8.280078895,6.719921105,7.77852349,7.22147651
1521,5,10,8.277923784,6.722076216,7.751677852,7.248322148
1522,5,10,8.275771504,6.724228496,7.724832215,7.275167785
1523,7,8,8.274934383,6.725065617,7.711409396,7.288590604
1524,9,6,8.275409836,6.724590164,7.724832215,7.275167785
1525,7,8,8.27457405,6.72542595,7.711409396,7.288590604
1526,9,6,8.275049116,6.724950884,7.724832215,7.275167785
1527,9,6,8.27552356,6.72447644,7.738255034,7.261744966
1528,7,8,8.274689339,6.725310661,7.724832215,7.275167785
1529,7,8,8.273856209,6.726143791,7.697986577,7.302013423
1530,9,6,8.274330503,6.725669497,7.697986577,7.302013423
1531,9,6,8.274804178,6.725195822,7.697986577,7.302013423
1532,7,8,8.273972603,6.726027397,7.684563758,7.315436242
1533,7,8,8.273142112,6.726857888,7.67114094,7.32885906
1534,4,11,8.270358306,6.729641694,7.651006711,7.348993289
1535,7,8,8.26953125,6.73046875,7.66442953,7.33557047
1536,5,10,8.267404034,6.732595966,7.651006711,7.348993289
1537,9,6,8.267880364,6.732119636,7.66442953,7.33557047
1538,11,4,8.269655621,6.730344379,7.691275168,7.308724832
1539,7,8,8.268831169,6.731168831,7.704697987,7.295302013
1540,9,6,8.269305646,6.730694354,7.677852349,7.322147651
1541,13,2,8.272373541,6.727626459,7.718120805,7.281879195
1542,9,6,8.272845107,6.727154893,7.744966443,7.255033557
1543,5,10,8.270725389,6.729274611,7.718120805,7.281879195
1544,9,6,8.271197411,6.728802589,7.731543624,7.268456376
1545,9,6,8.271668823,6.728331177,7.731543624,7.268456376
1546,9,6,8.272139625,6.727860375,7.731543624,7.268456376
1547,11,4,8.273901809,6.726098191,7.771812081,7.228187919
1548,9,6,8.274370562,6.725629438,7.771812081,7.228187919
1549,7,8,8.273548387,6.726451613,7.771812081,7.228187919
1550,7,8,8.272727273,6.727272727,7.758389262,7.241610738
1551,11,4,8.274484536,6.725515464,7.771812081,7.228187919
1552,9,6,8.274951706,6.725048294,7.785234899,7.214765101
1553,11,4,8.276705277,6.723294723,7.785234899,7.214765101
1554,7,8,8.275884244,6.724115756,7.785234899,7.214765101
1555,7,8,8.275064267,6.724935733,7.798657718,7.201342282
1556,7,8,8.274245344,6.725754656,7.785234899,7.214765101
1557,11,4,8.275994865,6.724005135,7.812080537,7.187919463
1558,9,6,8.276459269,6.723540731,7.838926174,7.161073826
1559,8,7,8.276282051,6.723717949,7.845637584,7.154362416
