Episode,Success,Collision,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
3850,7,8,10.37652558,4.623474422,12.26845638,2.731543624
3851,13,2,10.37720665,4.622793354,12.26845638,2.731543624
3852,15,0,10.37840644,4.621593563,12.26845638,2.731543624
3853,11,4,10.37856772,4.621432278,12.25503356,2.744966443
3854,13,2,10.37924773,4.62075227,12.24161074,2.758389262
3855,11,4,10.37940871,4.620591286,12.22818792,2.771812081
3856,7,8,10.37853254,4.621467462,12.18791946,2.812080537
3857,15,0,10.37973043,4.62026957,12.18791946,2.812080537
3858,6,9,10.37859549,4.621404509,12.1409396,2.859060403
3859,7,8,10.37772021,4.622279793,12.08724832,2.912751678
3860,15,0,10.37891738,4.621082621,12.12751678,2.872483221
3861,11,4,10.3790782,4.620921802,12.12751678,2.872483221
3862,11,4,10.37923893,4.620761067,12.1409396,2.859060403
3863,5,10,10.37784679,4.622153209,12.11409396,2.88590604
3864,7,8,10.37697283,4.623027167,12.06040268,2.939597315
3865,13,2,10.37765132,4.622348681,12.08724832,2.912751678
3866,11,4,10.37781226,4.622187742,12.08724832,2.912751678
3867,9,6,10.37745605,4.62254395,12.04697987,2.953020134
3868,11,4,10.37761696,4.622383045,12.02013423,2.979865772
3869,11,4,10.37777778,4.622222222,12.02684564,2.973154362
3870,15,0,10.37897184,4.621028158,12.05369128,2.946308725
3871,13,2,10.37964876,4.62035124,12.06711409,2.932885906
3872,9,6,10.37929254,4.620707462,12.04026846,2.959731544
3873,11,4,10.37945276,4.620547238,12.02684564,2.973154362
3874,11,4,10.3796129,4.620387097,12.02013423,2.979865772
3875,13,2,10.38028896,4.619711042,12.00671141,2.993288591
3876,13,2,10.38096466,4.619035337,12.02013423,2.979865772
3877,13,2,10.38164002,4.618359979,12.02013423,2.979865772
3878,13,2,10.38231503,4.61768497,12.03355705,2.966442953
3879,11,4,10.38247423,4.617525773,12.02013423,2.979865772
3880,11,4,10.38263334,4.617366658,12.00671141,2.993288591
3881,11,4,10.38279238,4.617207625,12.00671141,2.993288591
3882,11,4,10.38295133,4.617048674,11.99328859,3.006711409
3883,15,0,10.38414006,4.615859938,11.99328859,3.006711409
3884,13,2,10.38481338,4.615186615,12.00671141,2.993288591
3885,11,4,10.38497169,4.615028307,11.97986577,3.020134228
3886,10,5,10.38487265,4.615127348,11.98657718,3.013422819
3887,11,4,10.38503086,4.614969136,11.95973154,3.040268456
3888,9,6,10.38467472,4.615325276,11.93288591,3.067114094
3889,7,8,10.38380463,4.616195373,11.89261745,3.10738255
3890,7,8,10.38293498,4.617065022,11.83892617,3.161073826
3891,15,0,10.38412127,4.615878726,11.86577181,3.134228188
3892,15,0,10.38530696,4.614693039,11.87919463,3.120805369
3893,11,4,10.38546482,4.614535182,11.87919463,3.120805369
3894,13,2,10.38613607,4.613863928,11.89261745,3.10738255
3895,15,0,10.38732033,4.612679671,11.90604027,3.093959732
3896,5,10,10.3859379,4.614062099,11.86577181,3.134228188
3897,13,2,10.38660852,4.613391483,11.89261745,3.10738255
3898,12,3,10.38702231,4.612977687,11.9261745,3.073825503
3899,15,0,10.38820513,4.611794872,11.93959732,3.060402685
3900,9,6,10.38784927,4.612150731,11.9261745,3.073825503
3901,11,4,10.38800615,4.611993849,11.89932886,3.100671141
3902,11,4,10.38816295,4.611837048,11.91275168,3.087248322
3903,11,4,10.38831967,4.611680328,11.89932886,3.100671141
3904,15,0,10.38950064,4.61049936,11.89932886,3.100671141
3905,13,2,10.39016897,4.609831029,11.88590604,3.11409396
3906,9,6,10.38981316,4.610186844,11.87248322,3.127516779
3907,15,0,10.39099284,4.609007165,11.87248322,3.127516779
3908,9,6,10.39063699,4.609363008,11.83221477,3.167785235
3909,9,6,10.39028133,4.60971867,11.80536913,3.194630872
3910,13,2,10.39094861,4.609051394,11.79194631,3.208053691
3911,11,4,10.39110429,4.608895706,11.77852349,3.22147651
3912,9,6,10.39074879,4.609251214,11.76510067,3.234899329
3913,11,4,10.39090445,4.609095554,11.76510067,3.234899329
3914,9,6,10.39054917,4.60945083,11.73825503,3.261744966
3915,11,4,10.3907048,4.609295199,11.7114094,3.288590604
3916,15,0,10.39188154,4.608118458,11.73825503,3.261744966
3917,15,0,10.39305768,4.606942318,11.73825503,3.261744966
3918,11,4,10.39321255,4.606787446,11.72483221,3.275167785
3919,13,2,10.39387755,4.606122449,11.75167785,3.248322148
3920,9,6,10.39352206,4.606477939,11.73825503,3.261744966
3921,13,2,10.39418664,4.605813361,11.75167785,3.248322148
3922,9,6,10.39383125,4.606168748,11.7114094,3.288590604
3923,15,0,10.3950051,4.604994903,11.73825503,3.261744966
3924,15,0,10.39617834,4.603821656,11.75167785,3.248322148
3925,13,2,10.39684157,4.603158431,11.76510067,3.234899329
3926,9,6,10.39648587,4.603514133,11.73825503,3.261744966
3927,9,6,10.39613035,4.603869654,11.69798658,3.302013423
3928,13,2,10.39679308,4.603206923,11.7114094,3.288590604
3929,15,0,10.39796438,4.602035623,11.7114094,3.288590604
3930,13,2,10.3986263,4.601373696,11.73154362,3.268456376
3931,10,5,10.39852492,4.601475076,11.7114094,3.288590604
3932,9,6,10.39816934,4.601830664,11.69798658,3.302013423
3933,15,0,10.3993391,4.600660905,11.69798658,3.302013423
3934,15,0,10.40050826,4.599491741,11.72483221,3.275167785
3935,13,2,10.4011687,4.598831301,11.74496644,3.255033557
3936,13,2,10.4018288,4.598171196,11.73154362,3.268456376
3937,13,2,10.40248857,4.597511427,11.73154362,3.268456376
3938,15,0,10.40365575,4.59634425,11.74496644,3.255033557
3939,11,4,10.40380711,4.596192893,11.73154362,3.268456376
3940,9,6,10.4034509,4.596549099,11.71812081,3.281879195
3941,15,0,10.40461695,4.595383054,11.74496644,3.255033557
3942,15,0,10.4057824,4.594217601,11.75838926,3.241610738
3943,13,2,10.40644016,4.593559838,11.77852349,3.22147651
3944,15,0,10.40760456,4.592395437,11.79194631,3.208053691
3945,13,2,10.40826153,4.591738469,11.81879195,3.181208054
3946,15,0,10.40942488,4.59057512,11.83221477,3.167785235
3947,13,2,10.41008105,4.589918946,11.83221477,3.167785235
3948,15,0,10.41124335,4.588756647,11.8590604,3.140939597
3949,11,4,10.41139241,4.588607595,11.84563758,3.154362416
3950,15,0,10.41255378,4.587446216,11.8590604,3.140939597
3951,15,0,10.41371457,4.586285425,11.88590604,3.11409396
3952,11,4,10.41386289,4.586137111,11.8590604,3.140939597
3953,11,4,10.41401113,4.585988872,11.87248322,3.127516779
3954,9,6,10.4136536,4.586346397,11.84563758,3.154362416
3955,15,0,10.41481294,4.585187058,11.8590604,3.140939597
3956,13,2,10.41546626,4.584533738,11.8590604,3.140939597
3957,15,0,10.41662456,4.583375442,11.87248322,3.127516779
3958,14,1,10.41752968,4.582470321,11.87919463,3.120805369
3959,11,4,10.41767677,4.582323232,11.85234899,3.147651007
3960,15,0,10.41883363,4.581166372,11.85234899,3.147651007
3961,13,2,10.41948511,4.580514891,11.85234899,3.147651007
3962,11,4,10.41963159,4.580368408,11.82550336,3.174496644
3963,9,6,10.41927346,4.580726539,11.82550336,3.174496644
3964,9,6,10.41891551,4.581084489,11.79865772,3.201342282
3965,11,4,10.41906203,4.580937973,11.77181208,3.228187919
3966,13,2,10.41971263,4.580287371,11.79865772,3.201342282
3967,15,0,10.42086694,4.579133065,11.83892617,3.161073826
3968,15,0,10.42202066,4.57797934,11.86577181,3.134228188
3969,15,0,10.4231738,4.576826196,11.87919463,3.120805369
3970,13,2,10.42382271,4.576177285,11.86577181,3.134228188
3971,11,4,10.42396777,4.576032226,11.83892617,3.161073826
3972,11,4,10.42411276,4.575887239,11.81208054,3.187919463
3973,11,4,10.42425767,4.575742325,11.81208054,3.187919463
3974,15,0,10.42540881,4.574591195,11.81208054,3.187919463
3975,13,2,10.42605634,4.573943662,11.81208054,3.187919463
3976,11,4,10.42620065,4.573799346,11.79865772,3.201342282
3977,13,2,10.42684766,4.573152338,11.82550336,3.174496644
3978,11,4,10.42699171,4.573008294,11.83892617,3.161073826
3979,9,6,10.42663317,4.573366834,11.81208054,3.187919463
3980,11,4,10.42677719,4.573222808,11.79865772,3.201342282
3981,11,4,10.42692115,4.573078855,11.79865772,3.201342282
3982,13,2,10.42756716,4.57243284,11.79865772,3.201342282
3983,7,8,10.42670683,4.573293173,11.7852349,3.214765101
3984,11,4,10.42685069,4.57314931,11.7852349,3.214765101
3985,9,6,10.42649272,4.573507275,11.77181208,3.228187919
3986,15,0,10.42763983,4.572360171,11.77181208,3.228187919
3987,11,4,10.42778335,4.57221665,11.75838926,3.241610738
3988,7,8,10.42692404,4.573075959,11.70469799,3.295302013
3989,11,4,10.42706767,4.572932331,11.70469799,3.295302013
3990,11,4,10.42721123,4.572788775,11.70469799,3.295302013
3991,15,0,10.42835671,4.571643287,11.74496644,3.255033557
3992,9,6,10.427999,4.572001002,11.75838926,3.241610738
3993,13,2,10.42864296,4.571357036,11.77181208,3.228187919
3994,11,4,10.42878598,4.571214018,11.77181208,3.228187919
3995,13,2,10.42942943,4.570570571,11.77181208,3.228187919
3996,9,6,10.4290718,4.570928196,11.77181208,3.228187919
3997,15,0,10.43021511,4.569784892,11.79865772,3.201342282
3998,13,2,10.43085771,4.569142286,11.81208054,3.187919463
3999,7,8,10.43,4.57,11.81208054,3.187919463
4000,13,2,10.43064234,4.569357661,11.81208054,3.187919463
4001,15,0,10.43178411,4.568215892,11.81208054,3.187919463
4002,9,6,10.43142643,4.56857357,11.79865772,3.201342282
4003,11,4,10.43156843,4.568431568,11.7852349,3.214765101
4004,11,4,10.43171036,4.568289638,11.7852349,3.214765101
4005,13,2,10.43235147,4.567648527,11.82550336,3.174496644
4006,11,4,10.43249314,4.567506863,11.79865772,3.201342282
4007,15,0,10.43363273,4.566367265,11.8590604,3.140939597
4008,13,2,10.43427289,4.565727114,11.89932886,3.100671141
4009,13,2,10.43491272,4.565087282,11.88590604,3.11409396
4010,11,4,10.4350536,4.564946397,11.88590604,3.11409396
4011,15,0,10.43619143,4.563808574,11.91275168,3.087248322
4012,13,2,10.4368303,4.563169698,11.96644295,3.033557047
4013,11,4,10.4369706,4.563029397,11.99328859,3.006711409
4014,13,2,10.43760897,4.562391034,11.99328859,3.006711409
4015,15,0,10.43874502,4.56125498,12.02013423,2.979865772
4016,11,4,10.43888474,4.56111526,12.03355705,2.966442953
4017,13,2,10.43952215,4.56047785,12.04697987,2.953020134
4018,13,2,10.44015924,4.559840756,12.06040268,2.939597315
4019,7,8,10.43930348,4.560696517,12.00671141,2.993288591
4020,13,2,10.43994031,4.560059687,12.00671141,2.993288591
4021,15,0,10.44107409,4.558925908,12.04697987,2.953020134
4022,13,2,10.44171017,4.558289833,12.06040268,2.939597315
4023,11,4,10.44184891,4.558151093,12.06040268,2.939597315
4024,11,4,10.44198758,4.558012422,12.04697987,2.953020134
4025,11,4,10.44212618,4.55787382,12.03355705,2.966442953
4026,13,2,10.44276136,4.557238639,12.03355705,2.966442953
4027,15,0,10.44389275,4.556107249,12.04697987,2.953020134
4028,13,2,10.44452718,4.555472822,12.06040268,2.939597315
4029,13,2,10.44516129,4.55483871,12.0738255,2.926174497
4030,9,6,10.44480278,4.555197222,12.06040268,2.939597315
4031,9,6,10.44444444,4.555555556,12.04697987,2.953020134
4032,15,0,10.44557401,4.554425986,12.04697987,2.953020134
4033,13,2,10.44620724,4.553792762,12.04697987,2.953020134
4034,13,2,10.44684015,4.553159851,12.06040268,2.939597315
4035,15,0,10.44796829,4.552031715,12.09395973,2.906040268
4036,9,6,10.44760961,4.552390389,12.08053691,2.919463087
4037,11,4,10.44774641,4.552253591,12.09395973,2.906040268
4038,9,6,10.44738797,4.552612033,12.10738255,2.89261745
4039,13,2,10.4480198,4.551980198,12.14765101,2.852348993
4040,15,0,10.44914625,4.550853749,12.14765101,2.852348993
4041,13,2,10.44977734,4.550222662,12.13422819,2.865771812
4042,11,4,10.44991343,4.550086569,12.13422819,2.865771812
4043,13,2,10.45054402,4.549455984,12.13422819,2.865771812
4044,15,0,10.45166873,4.548331273,12.13422819,2.865771812
4045,15,0,10.45279288,4.547207118,12.20134228,2.798657718
4046,13,2,10.45342229,4.546577712,12.20134228,2.798657718
4047,9,6,10.45306324,4.546936759,12.18120805,2.818791946
4048,15,0,10.45418622,4.545813781,12.18120805,2.818791946
4049,15,0,10.45530864,4.544691358,12.22147651,2.77852349
4050,15,0,10.45643051,4.543569489,12.24832215,2.751677852
4051,13,2,10.45705824,4.542941757,12.26174497,2.738255034
4052,15,0,10.45817913,4.541820873,12.2885906,2.711409396
4053,11,4,10.45831278,4.541687222,12.26174497,2.738255034
4054,15,0,10.4594328,4.540567201,12.27516779,2.724832215
4055,13,2,10.46005917,4.539940828,12.30201342,2.697986577
4056,13,2,10.46068524,4.539314765,12.2885906,2.711409396
4057,13,2,10.46131099,4.538689009,12.31543624,2.684563758
4058,11,4,10.46144371,4.538556295,12.32885906,2.67114094
4059,13,2,10.46206897,4.537931034,12.32885906,2.67114094
4060,9,6,10.46170894,4.538291061,12.31543624,2.684563758
4061,13,2,10.46233383,4.537666174,12.34228188,2.657718121
4062,15,0,10.46345065,4.536549348,12.36912752,2.630872483
4063,9,6,10.46309055,4.536909449,12.36912752,2.630872483
4064,15,0,10.46420664,4.535793358,12.39597315,2.604026846
4065,13,2,10.4648303,4.5351697,12.38255034,2.617449664
4066,13,2,10.46545365,4.534546349,12.36912752,2.630872483
4067,15,0,10.46656834,4.533431662,12.39597315,2.604026846
4068,15,0,10.46768248,4.532317523,12.40939597,2.590604027
4069,15,0,10.46879607,4.531203931,12.44966443,2.55033557
4070,15,0,10.46990911,4.530090887,12.46308725,2.536912752
4071,13,2,10.47053045,4.529469548,12.48993289,2.510067114
4072,13,2,10.47115149,4.528848515,12.47651007,2.523489933
4073,11,4,10.4712813,4.528718704,12.44966443,2.55033557
4074,13,2,10.47190184,4.52809816,12.44966443,2.55033557
4075,15,0,10.47301276,4.526987242,12.48993289,2.510067114
4076,7,8,10.4721609,4.527839097,12.47651007,2.523489933
4077,13,2,10.47278077,4.527219225,12.47651007,2.523489933
4078,13,2,10.47340034,4.526599657,12.46308725,2.536912752
4079,15,0,10.4745098,4.525490196,12.47651007,2.523489933
4080,11,4,10.47463857,4.525361431,12.48322148,2.516778523
4081,11,4,10.47476727,4.525232729,12.4966443,2.503355705
4082,11,4,10.47489591,4.52510409,12.46979866,2.530201342
4083,15,0,10.47600392,4.523996082,12.46979866,2.530201342
4084,11,4,10.47613219,4.523867809,12.45637584,2.543624161
4085,11,4,10.4762604,4.523739599,12.44295302,2.55704698
4086,11,4,10.47638855,4.523611451,12.4295302,2.570469799
4087,15,0,10.47749511,4.522504892,12.4295302,2.570469799
4088,13,2,10.47811201,4.521887992,12.44295302,2.55704698
4089,11,4,10.47823961,4.521760391,12.45637584,2.543624161
4090,15,0,10.4793449,4.520655097,12.45637584,2.543624161
4091,15,0,10.48044966,4.519550342,12.45637584,2.543624161
4092,11,4,10.48057659,4.519423406,12.44295302,2.55704698
4093,13,2,10.48119199,4.518808012,12.4295302,2.570469799
4094,13,2,10.48180708,4.518192918,12.4295302,2.570469799
4095,11,4,10.48193359,4.518066406,12.40268456,2.597315436
4096,15,0,10.48303637,4.516963632,12.41610738,2.583892617
4097,15,0,10.4841386,4.515861396,12.41610738,2.583892617
4098,13,2,10.48475238,4.515247621,12.4295302,2.570469799
4099,13,2,10.48536585,4.514634146,12.41610738,2.583892617
4100,13,2,10.48597903,4.51402097,12.40268456,2.597315436
4101,15,0,10.48707947,4.512920527,12.4295302,2.570469799
4102,11,4,10.48720448,4.512795515,12.4295302,2.570469799
4103,13,2,10.48781676,4.512183236,12.45637584,2.543624161
4104,15,0,10.48891596,4.511084044,12.45637584,2.543624161
4105,13,2,10.48952752,4.510472479,12.45637584,2.543624161
4106,15,0,10.49062576,4.509374239,12.45637584,2.543624161
4107,13,2,10.49123661,4.508763389,12.44966443,2.55033557
4108,13,2,10.49184716,4.508152835,12.46308725,2.536912752
4109,11,4,10.4919708,4.508029197,12.43624161,2.563758389
4110,15,0,10.49306738,4.50693262,12.44966443,2.55033557
4111,15,0,10.49416342,4.505836576,12.47651007,2.523489933
4112,11,4,10.49428641,4.505713591,12.48993289,2.510067114
4113,11,4,10.49440933,4.505590666,12.5033557,2.496644295
4114,15,0,10.49550425,4.504495747,12.53020134,2.469798658
4115,11,4,10.49562682,4.504373178,12.51677852,2.483221477
4116,15,0,10.49672091,4.503279087,12.51677852,2.483221477
4117,13,2,10.4973288,4.5026712,12.5033557,2.496644295
4118,13,2,10.49793639,4.502063608,12.48993289,2.510067114
4119,11,4,10.49805825,4.501941748,12.47651007,2.523489933
4120,15,0,10.49915069,4.500849308,12.5033557,2.496644295
4121,9,6,10.498787,4.501213003,12.48993289,2.510067114
4122,15,0,10.49987873,4.500121271,12.51677852,2.483221477
4123,15,0,10.50096993,4.499030068,12.51677852,2.483221477
4124,13,2,10.50157576,4.498424242,12.51677852,2.483221477
4125,15,0,10.50266602,4.49733398,12.54362416,2.456375839
4126,13,2,10.50327114,4.496728859,12.54362416,2.456375839
4127,11,4,10.50339147,4.496608527,12.54362416,2.456375839
4128,13,2,10.50399612,4.496003875,12.5704698,2.429530201
4129,15,0,10.50508475,4.494915254,12.59731544,2.402684564
4130,13,2,10.5056887,4.494311305,12.61073826,2.389261745
4131,13,2,10.50629235,4.493707648,12.61073826,2.389261745
4132,13,2,10.50689572,4.493104283,12.65100671,2.348993289
4133,15,0,10.50798258,4.492017417,12.67785235,2.322147651
4134,7,8,10.50713422,4.49286578,12.66442953,2.33557047
4135,13,2,10.50773694,4.492263056,12.65100671,2.348993289
4136,9,6,10.50737249,4.492627508,12.63758389,2.362416107
4137,13,2,10.50797487,4.492025133,12.67785235,2.322147651
4138,11,4,10.50809374,4.491906258,12.67785235,2.322147651
4139,13,2,10.50869565,4.491304348,12.69127517,2.308724832
4140,11,4,10.5088143,4.491185704,12.66442953,2.33557047
4141,15,0,10.5098986,4.4901014,12.70469799,2.295302013
4142,13,2,10.51049964,4.489500362,12.70469799,2.295302013
4143,13,2,10.51110039,4.488899614,12.71812081,2.281879195
4144,13,2,10.51170084,4.488299156,12.71812081,2.281879195
4145,15,0,10.51278341,4.487216594,12.75838926,2.241610738
4146,13,2,10.51338317,4.486616831,12.74496644,2.255033557
4147,13,2,10.51398264,4.486017358,12.74496644,2.255033557
4148,11,4,10.51409978,4.485900217,12.77181208,2.228187919
4149,13,2,10.5146988,4.485301205,12.77181208,2.228187919
4150,11,4,10.51481571,4.485184293,12.74496644,2.255033557
4151,13,2,10.51541426,4.484585742,12.77181208,2.228187919
4152,11,4,10.51553094,4.484469059,12.77181208,2.228187919
4153,9,6,10.5151661,4.484833895,12.75838926,2.241610738
4154,13,2,10.51576414,4.48423586,12.75838926,2.241610738
4155,13,2,10.51636189,4.483638114,12.77181208,2.228187919
4156,13,2,10.51695935,4.483040654,12.75838926,2.241610738
4157,11,4,10.51707552,4.482924483,12.74496644,2.255033557
4158,15,0,10.5181534,4.481846598,12.75838926,2.241610738
4159,15,0,10.51923077,4.480769231,12.7852349,2.214765101
4160,15,0,10.52030762,4.479692382,12.7852349,2.214765101
4161,9,6,10.51994234,4.480057665,12.75838926,2.241610738
4162,13,2,10.52053807,4.479461926,12.77181208,2.228187919
4163,11,4,10.52065322,4.479346782,12.75838926,2.241610738
4164,13,2,10.5212485,4.478751501,12.74496644,2.255033557
4165,11,4,10.52136342,4.478636582,12.74496644,2.255033557
4166,13,2,10.52195824,4.478041757,12.74496644,2.255033557
4167,11,4,10.52207294,4.477927063,12.73154362,2.268456376
4168,15,0,10.52314704,4.476852962,12.7852349,2.214765101
4169,15,0,10.52422062,4.475779376,12.79865772,2.201342282
4170,11,4,10.52433469,4.475665308,12.77181208,2.228187919
4171,13,2,10.52492809,4.475071908,12.77181208,2.228187919
4172,11,4,10.52504194,4.474958064,12.77181208,2.228187919
4173,13,2,10.52563488,4.474365117,12.7852349,2.214765101
4174,13,2,10.52622754,4.473772455,12.79865772,2.201342282
4175,9,6,10.52586207,4.474137931,12.77181208,2.228187919
4176,11,4,10.52597558,4.474024419,12.74496644,2.255033557
4177,7,8,10.52513164,4.474868358,12.70469799,2.295302013
4178,9,6,10.52476669,4.475233309,12.67785235,2.322147651
4179,11,4,10.52488038,4.475119617,12.69127517,2.308724832
4180,11,4,10.52499402,4.475005979,12.70469799,2.295302013
4181,13,2,10.52558584,4.474414156,12.69127517,2.308724832
4182,11,4,10.52569926,4.474300741,12.67785235,2.322147651
4183,9,6,10.52533461,4.474665392,12.65100671,2.348993289
4184,13,2,10.52592593,4.474074074,12.63758389,2.362416107
4185,9,6,10.5255614,4.474438605,12.63758389,2.362416107
4186,11,4,10.52567471,4.474325293,12.63758389,2.362416107
4187,13,2,10.52626552,4.473734479,12.66442953,2.33557047
4188,11,4,10.52637861,4.473621389,12.65100671,2.348993289
4189,11,4,10.52649165,4.473508353,12.62416107,2.375838926
4190,13,2,10.52708184,4.472918158,12.62416107,2.375838926
4191,11,4,10.52719466,4.472805344,12.62416107,2.375838926
4192,9,6,10.52683043,4.473169568,12.59731544,2.402684564
4193,13,2,10.52742012,4.472579876,12.58389262,2.416107383
4194,9,6,10.52705602,4.472943981,12.54362416,2.456375839
4195,11,4,10.52716873,4.472831268,12.53020134,2.469798658
4196,13,2,10.52775792,4.472242078,12.55704698,2.44295302
4197,13,2,10.52834683,4.471653168,12.54362416,2.456375839
4198,9,6,10.52798285,4.472017147,12.5033557,2.496644295
4199,7,8,10.52714286,4.472857143,12.44966443,2.55033557
4200,11,4,10.52725542,4.472744585,12.43624161,2.563758389
4201,11,4,10.52736792,4.47263208,12.40939597,2.590604027
4202,11,4,10.52748037,4.472519629,12.40939597,2.590604027
4203,9,6,10.52711703,4.472882969,12.36912752,2.630872483
4204,13,2,10.52770511,4.472294887,12.36912752,2.630872483
4205,11,4,10.5278174,4.472182596,12.3557047,2.644295302
4206,9,6,10.52745424,4.472545757,12.32885906,2.67114094
4207,13,2,10.52804183,4.471958175,12.34228188,2.657718121
4208,15,0,10.5291043,4.4708957,12.3557047,2.644295302
4209,11,4,10.52921615,4.470783848,12.36912752,2.630872483
4210,13,2,10.5298029,4.470197103,12.36912752,2.630872483
4211,13,2,10.53038936,4.469610636,12.3557047,2.644295302
4212,13,2,10.53097555,4.469024448,12.38255034,2.617449664
4213,15,0,10.53203607,4.46796393,12.38255034,2.617449664
4214,11,4,10.53214709,4.467852906,12.36912752,2.630872483
4215,13,2,10.53273245,4.467267552,12.36912752,2.630872483
4216,13,2,10.53331752,4.466682476,12.3557047,2.644295302
4217,15,0,10.53437648,4.465623518,12.3557047,2.644295302
4218,13,2,10.53496089,4.465039109,12.34228188,2.657718121
4219,15,0,10.53601896,4.463981043,12.34228188,2.657718121
4220,11,4,10.53612888,4.463871121,12.32885906,2.67114094
4221,15,0,10.53718617,4.462813832,12.34228188,2.657718121
4222,15,0,10.53824296,4.461757045,12.36912752,2.630872483
4223,11,4,10.53835227,4.461647727,12.3557047,2.644295302
4224,13,2,10.53893491,4.461065089,12.34228188,2.657718121
4225,13,2,10.53951727,4.460482726,12.38255034,2.617449664
4226,13,2,10.54009936,4.459900639,12.38255034,2.617449664
4227,15,0,10.54115421,4.45884579,12.39597315,2.604026846
4228,11,4,10.54126271,4.45873729,12.36912752,2.630872483
4229,11,4,10.54137116,4.458628842,12.36912752,2.630872483
4230,11,4,10.54147956,4.458520444,12.36912752,2.630872483
4231,13,2,10.54206049,4.457939509,12.38255034,2.617449664
4232,9,6,10.5416962,4.458303803,12.34228188,2.657718121
4233,11,4,10.54180444,4.45819556,12.34228188,2.657718121
4234,11,4,10.54191263,4.458087367,12.34228188,2.657718121
4235,11,4,10.54202077,4.457979226,12.34228188,2.657718121
4236,9,6,10.54165683,4.458343167,12.30201342,2.697986577
4237,13,2,10.5422369,4.457763096,12.30201342,2.697986577
4238,11,4,10.54234489,4.457655107,12.30201342,2.697986577
4239,11,4,10.54245283,4.45754717,12.27516779,2.724832215
4240,11,4,10.54256072,4.457439283,12.24832215,2.751677852
4241,7,8,10.5417256,4.458274399,12.22147651,2.77852349
4242,15,0,10.54277634,4.457223663,12.23489933,2.765100671
4243,13,2,10.54335533,4.456644675,12.23489933,2.765100671
4244,13,2,10.54393404,4.45606596,12.24832215,2.751677852
4245,9,6,10.54357042,4.456429581,12.20805369,2.791946309
4246,9,6,10.54320697,4.45679303,12.16778523,2.832214765
4247,11,4,10.5433145,4.456685499,12.15436242,2.845637584
4248,7,8,10.54248058,4.457519416,12.11409396,2.88590604
4249,9,6,10.54211765,4.457882353,12.08724832,2.912751678
4250,15,0,10.54316631,4.456833686,12.08724832,2.912751678
4251,7,8,10.54233302,4.45766698,12.06040268,2.939597315
4252,9,6,10.54197037,4.458029626,12.03355705,2.966442953
4253,13,2,10.54254819,4.45745181,12.02013423,2.979865772
4254,9,6,10.54218566,4.457814336,11.99328859,3.006711409
4255,11,4,10.54229323,4.457706767,11.96644295,3.033557047
4256,11,4,10.54240075,4.457599248,11.95302013,3.046979866
4257,9,6,10.54203852,4.457961484,11.9261745,3.073825503
4258,9,6,10.54167645,4.45832355,11.91275168,3.087248322
4259,9,6,10.54131455,4.458685446,11.87248322,3.127516779
4260,15,0,10.54236095,4.457639052,11.87248322,3.127516779
4261,15,0,10.54340685,4.456593149,11.89932886,3.100671141
4262,15,0,10.54445226,4.455547736,11.9261745,3.073825503
4263,9,6,10.54409006,4.455909944,11.88590604,3.11409396
4264,9,6,10.54372802,4.456271981,11.87248322,3.127516779
4265,15,0,10.54477262,4.455227379,11.87248322,3.127516779
4266,11,4,10.54487931,4.455120694,11.8590604,3.140939597
4267,11,4,10.54498594,4.455014058,11.84563758,3.154362416
4268,13,2,10.54556102,4.454438979,11.8590604,3.140939597
4269,13,2,10.54613583,4.453864169,11.84563758,3.154362416
4270,11,4,10.5462421,4.453757902,11.8590604,3.140939597
4271,13,2,10.54681648,4.453183521,11.84563758,3.154362416
4272,15,0,10.54785865,4.452141353,11.84563758,3.154362416
4273,13,2,10.54843238,4.451567618,11.84563758,3.154362416
4274,15,0,10.54947368,4.450526316,11.84563758,3.154362416
4275,15,0,10.5505145,4.4494855,11.8590604,3.140939597
4276,9,6,10.55015198,4.449848024,11.84563758,3.154362416
4277,13,2,10.55072464,4.449275362,11.84563758,3.154362416
4278,15,0,10.55176443,4.448235569,11.84563758,3.154362416
4279,15,0,10.55280374,4.447196262,11.8590604,3.140939597
4280,13,2,10.55337538,4.44662462,11.8590604,3.140939597
4281,9,6,10.55301261,4.446987389,11.83221477,3.167785235
4282,15,0,10.5540509,4.445949101,11.83221477,3.167785235
4283,11,4,10.554155,4.445845005,11.8590604,3.140939597
4284,9,6,10.5537923,4.446207701,11.83221477,3.167785235
4285,14,1,10.55459636,4.44540364,11.86577181,3.134228188
4286,11,4,10.55470026,4.445299743,11.85234899,3.147651007
4287,6,9,10.55363806,4.44636194,11.81879195,3.181208054
4288,15,0,10.55467475,4.445325251,11.83221477,3.167785235
4289,15,0,10.55571096,4.444289044,11.8590604,3.140939597
4290,15,0,10.55674668,4.443253321,11.8590604,3.140939597
4291,13,2,10.55731594,4.442684063,11.8590604,3.140939597
4292,11,4,10.55741905,4.442580946,11.84563758,3.154362416
4293,11,4,10.55752212,4.442477876,11.83221477,3.167785235
4294,15,0,10.55855646,4.441443539,11.83221477,3.167785235
4295,9,6,10.55819367,4.441806331,11.80536913,3.194630872
4296,11,4,10.55829649,4.441703514,11.79194631,3.208053691
4297,15,0,10.55932992,4.440670079,11.81879195,3.181208054
4298,9,6,10.5589672,4.441032798,11.79194631,3.208053691
4299,15,0,10.56,4.44,11.81879195,3.181208054
