Episode,,,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
1012,13,2,12.74038,2.259624877,13.00671141,1.993288591
1013,15,0,12.7426,2.25739645,13.00671141,1.993288591
1014,11,4,12.74089,2.2591133,12.97986577,2.020134228
1015,13,2,12.74114,2.258858268,12.98657718,2.013422819
1016,15,0,12.74336,2.256637168,12.98657718,2.013422819
1017,13,2,12.74361,2.256385069,13,2
1018,13,2,12.74387,2.256133464,13.02013423,1.979865772
1019,13,2,12.74412,2.255882353,13.00671141,1.993288591
1020,11,4,12.74241,2.257590597,12.99328859,2.006711409
1021,13,2,12.74266,2.257338552,12.97986577,2.020134228
1022,14,1,12.74389,2.256109482,12.98657718,2.013422819
1023,9,6,12.74023,2.259765625,12.94630872,2.053691275
1024,9,6,12.73659,2.263414634,12.90604027,2.093959732
1025,15,0,12.73879,2.261208577,12.93288591,2.067114094
1026,13,2,12.73905,2.260954236,12.93288591,2.067114094
1027,13,2,12.7393,2.260700389,12.91946309,2.080536913
1028,15,0,12.7415,2.258503401,12.91946309,2.080536913
1029,12,3,12.74078,2.259223301,12.89932886,2.100671141
1030,15,0,12.74297,2.257032008,12.90604027,2.093959732
1031,11,4,12.74128,2.25872093,12.88590604,2.11409396
1032,13,2,12.74153,2.258470474,12.87919463,2.120805369
1033,11,4,12.73985,2.260154739,12.85234899,2.147651007
1034,15,0,12.74203,2.257971014,12.87919463,2.120805369
1035,12,3,12.74131,2.258687259,12.87248322,2.127516779
1036,13,2,12.74156,2.258437801,12.8590604,2.140939597
1037,14,1,12.74277,2.257225434,12.85234899,2.147651007
1038,14,1,12.74398,2.256015399,12.8590604,2.140939597
1039,13,2,12.74423,2.255769231,12.84563758,2.154362416
1040,15,0,12.7464,2.253602305,12.8590604,2.140939597
1041,15,0,12.74856,2.251439539,12.8590604,2.140939597
1042,13,2,12.7488,2.251198466,12.8590604,2.140939597
1043,15,0,12.75096,2.249042146,12.8590604,2.140939597
1044,15,0,12.75311,2.246889952,12.87248322,2.127516779
1045,14,1,12.7543,2.245697897,12.87248322,2.127516779
1046,12,3,12.75358,2.246418338,12.86577181,2.134228188
1047,15,0,12.75573,2.244274809,12.87919463,2.120805369
1048,13,2,12.75596,2.244041945,12.86577181,2.134228188
1049,15,0,12.7581,2.241904762,12.87919463,2.120805369
1050,15,0,12.76023,2.239771646,12.87919463,2.120805369
1051,11,4,12.75856,2.241444867,12.91275168,2.087248322
1052,14,1,12.75973,2.240265907,12.93288591,2.067114094
1053,14,1,12.76091,2.239089184,12.93959732,2.060402685
1054,15,0,12.76303,2.236966825,12.95302013,2.046979866
1055,15,0,12.76515,2.234848485,12.97315436,2.026845638
1056,11,4,12.76348,2.236518448,12.98657718,2.013422819
1057,15,0,12.7656,2.234404537,13.01342282,1.986577181
1058,14,1,12.76676,2.233238905,13.03355705,1.966442953
1059,13,2,12.76698,2.233018868,13.04697987,1.953020134
1060,11,4,12.76532,2.23468426,13.03355705,1.966442953
1061,15,0,12.76742,2.232580038,13.05369128,1.946308725
1062,15,0,12.76952,2.230479774,13.08053691,1.919463087
1063,13,2,12.76974,2.230263158,13.08053691,1.919463087
1064,13,2,12.76995,2.230046948,13.09395973,1.906040268
1065,12,3,12.76923,2.230769231,13.09395973,1.906040268
1066,13,2,12.76945,2.230552952,13.09395973,1.906040268
1067,15,0,12.77154,2.228464419,13.09395973,1.906040268
1068,13,2,12.77175,2.228250702,13.10738255,1.89261745
1069,15,0,12.77383,2.226168224,13.13422819,1.865771812
1070,15,0,12.77591,2.224089636,13.13422819,1.865771812
1071,13,2,12.77612,2.223880597,13.16107383,1.838926174
1072,13,2,12.77633,2.223671948,13.15436242,1.845637584
1073,13,2,12.77654,2.223463687,13.14765101,1.852348993
1074,13,2,12.77674,2.223255814,13.15436242,1.845637584
1075,12,3,12.77602,2.223977695,13.13422819,1.865771812
1076,15,0,12.77809,2.221912721,13.16107383,1.838926174
1077,13,2,12.77829,2.221706865,13.14765101,1.852348993
1078,10,5,12.77572,2.224281742,13.13422819,1.865771812
1079,13,2,12.77593,2.224074074,13.15436242,1.845637584
1080,13,2,12.77613,2.22386679,13.15436242,1.845637584
1081,13,2,12.77634,2.223659889,13.16778523,1.832214765
1082,15,0,12.77839,2.221606648,13.20134228,1.798657718
1083,15,0,12.78044,2.219557196,13.2147651,1.785234899
1084,13,2,12.78065,2.219354839,13.2147651,1.785234899
1085,13,2,12.78085,2.219152855,13.2147651,1.785234899
1086,13,2,12.78105,2.218951242,13.2147651,1.785234899
1087,13,2,12.78125,2.21875,13.22818792,1.771812081
1088,13,2,12.78145,2.218549128,13.22818792,1.771812081
1089,13,2,12.78165,2.218348624,13.24161074,1.758389262
1090,14,1,12.78277,2.217231897,13.24832215,1.751677852
1091,11,4,12.78114,2.218864469,13.23489933,1.765100671
1092,13,2,12.78134,2.218664227,13.23489933,1.765100671
1093,12,3,12.78062,2.219378428,13.22818792,1.771812081
1094,13,2,12.78082,2.219178082,13.2147651,1.785234899
1095,15,0,12.78285,2.217153285,13.22818792,1.771812081
1096,15,0,12.78487,2.215132179,13.23489933,1.765100671
1097,13,2,12.78506,2.214936248,13.24832215,1.751677852
1098,12,3,12.78435,2.215650591,13.25503356,1.744966443
1099,10,5,12.78182,2.218181818,13.22147651,1.77852349
1100,11,4,12.7802,2.219800182,13.2147651,1.785234899
1101,13,2,12.7804,2.219600726,13.22147651,1.77852349
1102,9,6,12.77697,2.223028105,13.19463087,1.805369128
1103,12,3,12.77627,2.223731884,13.18791946,1.812080537
1104,11,4,12.77466,2.225339367,13.16107383,1.838926174
1105,13,2,12.77486,2.225135624,13.15436242,1.845637584
1106,13,2,12.77507,2.224932249,13.16778523,1.832214765
1107,13,2,12.77527,2.224729242,13.16778523,1.832214765
1108,13,2,12.77547,2.224526601,13.17449664,1.825503356
1109,13,2,12.77568,2.224324324,13.17449664,1.825503356
1110,15,0,12.77768,2.222322232,13.18120805,1.818791946
1111,13,2,12.77788,2.222122302,13.18120805,1.818791946
1112,14,1,12.77898,2.221024259,13.19463087,1.805369128
1113,13,2,12.77917,2.220825853,13.19463087,1.805369128
1114,14,1,12.78027,2.219730942,13.19463087,1.805369128
1115,14,1,12.78136,2.218637993,13.20805369,1.791946309
1116,14,1,12.78245,2.217547001,13.22147651,1.77852349
1117,15,0,12.78444,2.215563506,13.22147651,1.77852349
1118,11,4,12.78284,2.217158177,13.19463087,1.805369128
1119,11,4,12.78125,2.21875,13.16778523,1.832214765
1120,13,2,12.78145,2.218554862,13.16778523,1.832214765
1121,13,2,12.78164,2.218360071,13.15436242,1.845637584
1122,11,4,12.78005,2.219946572,13.1409396,1.859060403
1123,11,4,12.77847,2.221530249,13.12080537,1.879194631
1124,11,4,12.77689,2.223111111,13.09395973,1.906040268
1125,15,0,12.77886,2.221136767,13.09395973,1.906040268
1126,11,4,12.77728,2.222715173,13.0738255,1.926174497
1127,13,2,12.77748,2.22251773,13.10067114,1.899328859
1128,11,4,12.77591,2.224092117,13.09395973,1.906040268
1129,10,5,12.77345,2.226548673,13.08724832,1.912751678
1130,15,0,12.77542,2.224580018,13.08724832,1.912751678
1131,10,5,12.77297,2.227031802,13.10738255,1.89261745
1132,13,2,12.77317,2.226831421,13.12080537,1.879194631
1133,15,0,12.77513,2.224867725,13.13422819,1.865771812
1134,11,4,12.77357,2.226431718,13.10738255,1.89261745
1135,11,4,12.77201,2.227992958,13.09395973,1.906040268
1136,13,2,12.77221,2.227792436,13.10738255,1.89261745
1137,13,2,12.77241,2.227592267,13.10738255,1.89261745
1138,13,2,12.77261,2.22739245,13.11409396,1.88590604
1139,15,0,12.77456,2.225438596,13.12751678,1.872483221
1140,12,3,12.77388,2.226117441,13.10738255,1.89261745
1141,13,2,12.77408,2.22591944,13.09395973,1.906040268
1142,13,2,12.77428,2.225721785,13.10738255,1.89261745
1143,13,2,12.77448,2.225524476,13.10738255,1.89261745
1144,9,6,12.77118,2.228820961,13.08053691,1.919463087
1145,13,2,12.77138,2.228621291,13.08724832,1.912751678
1146,14,1,12.77245,2.227550131,13.08053691,1.919463087
1147,15,0,12.77439,2.225609756,13.09395973,1.906040268
1148,13,2,12.77459,2.225413403,13.08053691,1.919463087
1149,15,0,12.77652,2.223478261,13.08053691,1.919463087
1150,13,2,12.77672,2.223284101,13.06711409,1.932885906
1151,15,0,12.77865,2.221354167,13.06711409,1.932885906
1152,13,2,12.77884,2.221162186,13.05369128,1.946308725
1153,14,1,12.7799,2.220103986,13.04697987,1.953020134
1154,13,2,12.78009,2.21991342,13.03355705,1.966442953
1155,15,0,12.78201,2.21799308,13.04697987,1.953020134
1156,15,0,12.78392,2.216076059,13.08724832,1.912751678
1157,12,3,12.78325,2.216753022,13.08053691,1.919463087
1158,15,0,12.78516,2.21484038,13.08053691,1.919463087
1159,15,0,12.78707,2.212931034,13.09395973,1.906040268
1160,15,0,12.78898,2.211024978,13.12080537,1.879194631
1161,15,0,12.79088,2.209122203,13.13422819,1.865771812
1162,12,3,12.7902,2.209802236,13.11409396,1.88590604
1163,15,0,12.7921,2.20790378,13.1409396,1.859060403
1164,13,2,12.79227,2.207725322,13.1409396,1.859060403
1165,14,1,12.79331,2.206689537,13.13422819,1.865771812
1166,13,2,12.79349,2.206512425,13.13422819,1.865771812
1167,15,0,12.79538,2.204623288,13.14765101,1.852348993
1168,13,2,12.79555,2.204448246,13.14765101,1.852348993
1169,12,3,12.79487,2.205128205,13.15436242,1.845637584
1170,14,1,12.7959,2.204099061,13.16107383,1.838926174
1171,14,1,12.79693,2.203071672,13.16107383,1.838926174
1172,15,0,12.79881,2.201193521,13.20134228,1.798657718
1173,10,5,12.79642,2.203577513,13.20805369,1.791946309
1174,15,0,12.7983,2.201702128,13.20805369,1.791946309
1175,15,0,12.80017,2.199829932,13.22147651,1.77852349
1176,13,2,12.80034,2.199660153,13.22147651,1.77852349
1177,15,0,12.80221,2.197792869,13.22147651,1.77852349
1178,15,0,12.80407,2.195928753,13.24161074,1.758389262
1179,15,0,12.80593,2.194067797,13.24161074,1.758389262
1180,12,3,12.80525,2.194750212,13.24832215,1.751677852
1181,15,0,12.80711,2.192893401,13.26174497,1.738255034
1182,15,0,12.80896,2.19103973,13.2885906,1.711409396
1183,12,3,12.80828,2.191722973,13.26845638,1.731543624
1184,15,0,12.81013,2.189873418,13.2885906,1.711409396
1185,15,0,12.81197,2.188026981,13.30201342,1.697986577
1186,12,3,12.81129,2.188711036,13.2885906,1.711409396
1187,13,2,12.81145,2.188552189,13.28187919,1.718120805
1188,15,0,12.81329,2.186711522,13.29530201,1.704697987
1189,13,2,12.81345,2.186554622,13.28187919,1.718120805
1190,15,0,12.81528,2.184718724,13.28187919,1.718120805
1191,14,1,12.81628,2.183724832,13.2885906,1.711409396
1192,15,0,12.81811,2.181894384,13.2885906,1.711409396
1193,10,5,12.81575,2.184254606,13.25503356,1.744966443
1194,15,0,12.81757,2.182426778,13.26174497,1.738255034
1195,15,0,12.8194,2.180602007,13.28187919,1.718120805
1196,15,0,12.82122,2.178780284,13.28187919,1.718120805
1197,11,4,12.8197,2.180300501,13.26845638,1.731543624
1198,13,2,12.81985,2.180150125,13.25503356,1.744966443
1199,13,2,12.82,2.18,13.24161074,1.758389262
1200,15,0,12.82182,2.178184846,13.26845638,1.731543624
1201,15,0,12.82363,2.176372712,13.27516779,1.724832215
1202,10,5,12.82128,2.178719867,13.24832215,1.751677852
1203,14,1,12.82226,2.177740864,13.24161074,1.758389262
1204,13,2,12.82241,2.177593361,13.22818792,1.771812081
1205,11,4,12.8209,2.179104478,13.22818792,1.771812081
1206,12,3,12.82022,2.17978459,13.20805369,1.791946309
1207,15,0,12.82202,2.177980132,13.2147651,1.785234899
1208,14,1,12.82299,2.17700579,13.22147651,1.77852349
1209,15,0,12.82479,2.175206612,13.24832215,1.751677852
1210,15,0,12.82659,2.173410405,13.24832215,1.751677852
1211,15,0,12.82838,2.171617162,13.24832215,1.751677852
1212,15,0,12.83017,2.169826876,13.26174497,1.738255034
1213,15,0,12.83196,2.168039539,13.27516779,1.724832215
1214,15,0,12.83374,2.166255144,13.29530201,1.704697987
1215,11,4,12.83224,2.167763158,13.28187919,1.718120805
1216,11,4,12.83073,2.169268694,13.25503356,1.744966443
1217,13,2,12.83087,2.169129721,13.25503356,1.744966443
1218,12,3,12.83019,2.169811321,13.23489933,1.765100671
1219,12,3,12.82951,2.170491803,13.2147651,1.785234899
1220,13,2,12.82965,2.17035217,13.2147651,1.785234899
1221,13,2,12.82979,2.170212766,13.2147651,1.785234899
1222,15,0,12.83156,2.168438267,13.22818792,1.771812081
1223,15,0,12.83333,2.166666667,13.24161074,1.758389262
1224,13,2,12.83347,2.166530612,13.24832215,1.751677852
1225,14,1,12.83442,2.165579119,13.24161074,1.758389262
1226,11,4,12.83293,2.167074165,13.22818792,1.771812081
1227,15,0,12.83469,2.165309446,13.26174497,1.738255034
1228,12,3,12.83401,2.165988609,13.25503356,1.744966443
1229,13,2,12.83415,2.165853659,13.25503356,1.744966443
1230,15,0,12.83591,2.164094232,13.26845638,1.731543624
1231,15,0,12.83766,2.162337662,13.26845638,1.731543624
1232,11,4,12.83617,2.163828062,13.24161074,1.758389262
1233,13,2,12.8363,2.1636953,13.24161074,1.758389262
1234,13,2,12.83644,2.163562753,13.24161074,1.758389262
1235,13,2,12.83657,2.163430421,13.24161074,1.758389262
1236,15,0,12.83832,2.161681487,13.25503356,1.744966443
1237,15,0,12.84006,2.15993538,13.26845638,1.731543624
1238,15,0,12.84181,2.15819209,13.28187919,1.718120805
1239,14,1,12.84274,2.157258065,13.28187919,1.718120805
1240,12,3,12.84206,2.157937147,13.2885906,1.711409396
1241,13,2,12.84219,2.157809984,13.2885906,1.711409396
1242,13,2,12.84232,2.157683025,13.29530201,1.704697987
1243,13,2,12.84244,2.15755627,13.29530201,1.704697987
1244,11,4,12.84096,2.159036145,13.26845638,1.731543624
1245,10,5,12.83868,2.161316212,13.23489933,1.765100671
1246,12,3,12.83801,2.161988773,13.22818792,1.771812081
1247,12,3,12.83734,2.162660256,13.22818792,1.771812081
1248,15,0,12.83907,2.160928743,13.26174497,1.738255034
1249,13,2,12.8392,2.1608,13.27516779,1.724832215
1250,13,2,12.83933,2.160671463,13.27516779,1.724832215
1251,11,4,12.83786,2.162140575,13.2885906,1.711409396
1252,15,0,12.83958,2.160415004,13.30872483,1.691275168
1253,15,0,12.84131,2.158692185,13.33557047,1.66442953
1254,13,2,12.84143,2.158565737,13.33557047,1.66442953
1255,13,2,12.84156,2.15843949,13.33557047,1.66442953
1256,12,3,12.84089,2.15910899,13.32885906,1.67114094
1257,11,4,12.83943,2.160572337,13.31543624,1.684563758
1258,10,5,12.83717,2.162827641,13.29530201,1.704697987
1259,6,9,12.83175,2.168253968,13.23489933,1.765100671
1260,14,1,12.83267,2.167327518,13.24161074,1.758389262
1261,13,2,12.83281,2.167194929,13.23489933,1.765100671
1262,15,0,12.83452,2.165479018,13.24832215,1.751677852
1263,13,2,12.83465,2.165348101,13.24161074,1.758389262
1264,15,0,12.83636,2.163636364,13.24832215,1.751677852
1265,11,4,12.83491,2.165086888,13.22818792,1.771812081
1266,14,1,12.83583,2.164167324,13.22147651,1.77852349
1267,15,0,12.83754,2.162460568,13.24832215,1.751677852
1268,15,0,12.83924,2.160756501,13.27516779,1.724832215
1269,15,0,12.84094,2.159055118,13.2885906,1.711409396
1270,15,0,12.84264,2.157356412,13.30201342,1.697986577
1271,15,0,12.84434,2.155660377,13.32885906,1.67114094
1272,15,0,12.84603,2.153967007,13.3557047,1.644295302
1273,14,1,12.84694,2.153061224,13.37583893,1.624161074
1274,15,0,12.84863,2.151372549,13.37583893,1.624161074
1275,13,2,12.84875,2.151253918,13.38926174,1.610738255
1276,15,0,12.85043,2.149569303,13.40268456,1.597315436
1277,9,6,12.84742,2.15258216,13.38926174,1.610738255
1278,15,0,12.8491,2.15089914,13.42281879,1.577181208
1279,13,2,12.84922,2.15078125,13.40939597,1.590604027
1280,11,4,12.84778,2.152224824,13.41610738,1.583892617
1281,14,1,12.84867,2.151326053,13.42281879,1.577181208
1282,14,1,12.84957,2.150428683,13.41610738,1.583892617
1283,15,0,12.85125,2.148753894,13.44295302,1.55704698
1284,15,0,12.85292,2.147081712,13.46979866,1.530201342
1285,15,0,12.85459,2.145412131,13.48322148,1.516778523
1286,13,2,12.8547,2.145299145,13.48322148,1.516778523
1287,15,0,12.85637,2.14363354,13.4966443,1.503355705
1288,13,2,12.85648,2.14352211,13.48322148,1.516778523
1289,15,0,12.85814,2.141860465,13.5033557,1.496644295
1290,13,2,12.85825,2.141750581,13.5033557,1.496644295
1291,13,2,12.85836,2.141640867,13.5033557,1.496644295
1292,10,5,12.85615,2.143851508,13.48322148,1.516778523
1293,12,3,12.85549,2.144513138,13.5033557,1.496644295
1294,14,1,12.85637,2.143629344,13.51006711,1.489932886
1295,15,0,12.85802,2.141975309,13.51677852,1.483221477
1296,14,1,12.85891,2.141094834,13.51006711,1.489932886
1297,15,0,12.86055,2.1394453,13.52348993,1.476510067
1298,13,2,12.86066,2.139337952,13.51006711,1.489932886
1299,14,1,12.86154,2.138461538,13.51677852,1.483221477
1300,13,2,12.86164,2.138355111,13.5033557,1.496644295
1301,13,2,12.86175,2.138248848,13.5033557,1.496644295
1302,11,4,12.86032,2.139677667,13.48322148,1.516778523
1303,13,2,12.86043,2.139570552,13.48322148,1.516778523
1304,13,2,12.86054,2.139463602,13.46979866,1.530201342
1305,13,2,12.86064,2.139356815,13.45637584,1.543624161
1306,14,1,12.86151,2.13848508,13.46979866,1.530201342
1307,14,1,12.86239,2.137614679,13.46308725,1.536912752
1308,15,0,12.86402,2.135981665,13.46308725,1.536912752
1309,12,3,12.86336,2.136641221,13.44295302,1.55704698
1310,15,0,12.86499,2.135011442,13.44295302,1.55704698
1311,15,0,12.86662,2.133384146,13.46308725,1.536912752
1312,15,0,12.86824,2.13175933,13.46308725,1.536912752
1313,15,0,12.86986,2.130136986,13.47651007,1.523489933
1314,15,0,12.87148,2.12851711,13.48322148,1.516778523
1315,13,2,12.87158,2.128419453,13.48322148,1.516778523
1316,15,0,12.8732,2.126803341,13.48322148,1.516778523
1317,15,0,12.87481,2.125189681,13.4966443,1.503355705
1318,13,2,12.87491,2.125094769,13.5033557,1.496644295
1319,15,0,12.87652,2.123484848,13.51006711,1.489932886
1320,15,0,12.87812,2.121877366,13.51677852,1.483221477
1321,15,0,12.87973,2.120272315,13.51677852,1.483221477
1322,14,1,12.88057,2.119425548,13.54362416,1.456375839
1323,13,2,12.88066,2.119335347,13.53020134,1.469798658
1324,13,2,12.88075,2.119245283,13.51677852,1.483221477
1325,14,1,12.8816,2.118401207,13.52348993,1.476510067
1326,13,2,12.88169,2.118311982,13.51006711,1.489932886
1327,12,3,12.88102,2.118975904,13.48993289,1.510067114
1328,15,0,12.88262,2.11738149,13.48993289,1.510067114
1329,13,2,12.88271,2.117293233,13.4966443,1.503355705
1330,13,2,12.88279,2.117205109,13.48322148,1.516778523
1331,13,2,12.88288,2.117117117,13.46979866,1.530201342
1332,13,2,12.88297,2.117029257,13.47651007,1.523489933
1333,15,0,12.88456,2.115442279,13.47651007,1.523489933
1334,14,1,12.88539,2.114606742,13.46979866,1.530201342
1335,14,1,12.88623,2.113772455,13.48322148,1.516778523
1336,15,0,12.88781,2.112191473,13.4966443,1.503355705
1337,15,0,12.88939,2.110612855,13.4966443,1.503355705
1338,15,0,12.89096,2.109036594,13.51006711,1.489932886
1339,15,0,12.89254,2.107462687,13.51006711,1.489932886
1340,14,1,12.89336,2.106636838,13.51006711,1.489932886
1341,13,2,12.89344,2.106557377,13.4966443,1.503355705
1342,15,0,12.89501,2.104988831,13.53020134,1.469798658
1343,13,2,12.89509,2.104910714,13.51677852,1.483221477
1344,14,1,12.89591,2.104089219,13.51006711,1.489932886
1345,10,5,12.89376,2.106240713,13.47651007,1.523489933
1346,15,0,12.89532,2.10467706,13.5033557,1.496644295
1347,15,0,12.89688,2.103115727,13.51677852,1.483221477
1348,13,2,12.89696,2.103039288,13.51677852,1.483221477
1349,15,0,12.89852,2.101481481,13.51677852,1.483221477
1350,14,1,12.89933,2.100666173,13.51006711,1.489932886
1351,15,0,12.90089,2.099112426,13.54362416,1.456375839
1352,14,1,12.9017,2.098300074,13.54362416,1.456375839
1353,11,4,12.9003,2.099704579,13.53020134,1.469798658
1354,9,6,12.89742,2.102583026,13.51677852,1.483221477
1355,14,1,12.89823,2.101769912,13.53020134,1.469798658
1356,15,0,12.89978,2.100221076,13.53020134,1.469798658
1357,15,0,12.90133,2.098674521,13.53691275,1.463087248
1358,15,0,12.90287,2.097130243,13.53691275,1.463087248
1359,14,1,12.90368,2.096323529,13.53020134,1.469798658
1360,13,2,12.90375,2.096252755,13.51677852,1.483221477
1361,15,0,12.90529,2.094713656,13.51677852,1.483221477
1362,9,6,12.90242,2.09757887,13.47651007,1.523489933
1363,14,1,12.90323,2.096774194,13.46979866,1.530201342
1364,13,2,12.9033,2.096703297,13.48322148,1.516778523
1365,11,4,12.9019,2.098096633,13.48322148,1.516778523
1366,11,4,12.90051,2.09948793,13.46979866,1.530201342
1367,13,2,12.90058,2.099415205,13.47651007,1.523489933
1368,15,0,12.90212,2.097881665,13.4966443,1.503355705
1369,9,6,12.89927,2.100729927,13.46979866,1.530201342
1370,9,6,12.89643,2.103574034,13.44295302,1.55704698
1371,13,2,12.8965,2.103498542,13.4295302,1.570469799
1372,7,8,12.89221,2.107793154,13.37583893,1.624161074
1373,9,6,12.88937,2.11062591,13.34899329,1.651006711
1374,13,2,12.88945,2.110545455,13.34228188,1.657718121
1375,8,7,12.8859,2.114098837,13.32214765,1.677852349
1376,13,2,12.88598,2.114015977,13.30872483,1.691275168
1377,15,0,12.88752,2.112481858,13.32885906,1.67114094
1378,13,2,12.8876,2.11240029,13.32885906,1.67114094
1379,12,3,12.88696,2.113043478,13.30872483,1.691275168
1380,12,3,12.88631,2.113685735,13.2885906,1.711409396
1381,13,2,12.8864,2.113603473,13.30201342,1.697986577
1382,13,2,12.88648,2.11352133,13.30201342,1.697986577
1383,11,4,12.88512,2.114884393,13.2885906,1.711409396
1384,12,3,12.88448,2.115523466,13.28187919,1.718120805
1385,14,1,12.88528,2.114718615,13.27516779,1.724832215
1386,9,6,12.88248,2.117519827,13.23489933,1.765100671
1387,9,6,12.87968,2.120317003,13.19463087,1.805369128
1388,15,0,12.88121,2.118790497,13.20134228,1.798657718
1389,9,6,12.87842,2.121582734,13.18120805,1.818791946
1390,11,4,12.87707,2.122933142,13.16778523,1.832214765
1391,11,4,12.87572,2.124281609,13.15436242,1.845637584
1392,12,3,12.87509,2.124910266,13.14765101,1.852348993
1393,15,0,12.87661,2.12338594,13.17449664,1.825503356
1394,14,1,12.87742,2.122580645,13.20134228,1.798657718
1395,15,0,12.87894,2.121060172,13.22147651,1.77852349
1396,13,2,12.87903,2.120973515,13.22818792,1.771812081
1397,12,3,12.8784,2.121602289,13.20805369,1.791946309
1398,13,2,12.87848,2.121515368,13.20805369,1.791946309
1399,10,5,12.87643,2.123571429,13.18791946,1.812080537
1400,12,3,12.8758,2.124197002,13.19463087,1.805369128
1401,15,0,12.87732,2.122681883,13.19463087,1.805369128
1402,11,4,12.87598,2.124019957,13.16778523,1.832214765
1403,12,3,12.87536,2.124643875,13.16107383,1.838926174
1404,10,5,12.87331,2.126690391,13.1409396,1.859060403
1405,13,2,12.8734,2.126600284,13.14765101,1.852348993
1406,9,6,12.87065,2.129353234,13.13422819,1.865771812
1407,9,6,12.8679,2.132102273,13.12751678,1.872483221
1408,13,2,12.86799,2.132008517,13.17449664,1.825503356
1409,12,3,12.86738,2.132624113,13.16107383,1.838926174
1410,14,1,12.86818,2.131821403,13.16778523,1.832214765
1411,11,4,12.86686,2.133144476,13.1409396,1.859060403
1412,14,1,12.86766,2.132342534,13.14765101,1.852348993
1413,15,0,12.86917,2.130834512,13.14765101,1.852348993
1414,12,3,12.86855,2.131448763,13.15436242,1.845637584
1415,13,2,12.86864,2.131355932,13.14765101,1.852348993
1416,14,1,12.86944,2.130557516,13.1409396,1.859060403
1417,13,2,12.86953,2.130465444,13.12751678,1.872483221
1418,14,1,12.87033,2.129668781,13.12080537,1.879194631
1419,15,0,12.87183,2.128169014,13.12080537,1.879194631
1420,13,2,12.87192,2.128078818,13.10738255,1.89261745
1421,11,4,12.8706,2.129395218,13.08053691,1.919463087
1422,13,2,12.8707,2.129304287,13.0738255,1.926174497
1423,13,2,12.87079,2.129213483,13.06040268,1.939597315
1424,9,6,12.86807,2.131929825,13.03355705,1.966442953
1425,13,2,12.86816,2.131837307,13.02013423,1.979865772
1426,13,2,12.86826,2.131744919,13.04697987,1.953020134
1427,13,2,12.86835,2.131652661,13.03355705,1.966442953
1428,13,2,12.86844,2.131560532,13.03355705,1.966442953
1429,13,2,12.86853,2.131468531,13.04697987,1.953020134
1430,15,0,12.87002,2.129979036,13.05369128,1.946308725
1431,13,2,12.87011,2.129888268,13.04697987,1.953020134
1432,15,0,12.8716,2.128401954,13.04697987,1.953020134
1433,14,1,12.87238,2.127615063,13.04026846,1.959731544
1434,13,2,12.87247,2.127526132,13.02684564,1.973154362
1435,13,2,12.87256,2.127437326,13.02684564,1.973154362
1436,11,4,12.87126,2.128740431,13,2
1437,15,0,12.87274,2.127260083,13.01342282,1.986577181
1438,15,0,12.87422,2.125781793,13.01342282,1.986577181
1439,15,0,12.87569,2.124305556,13.02684564,1.973154362
1440,15,0,12.87717,2.122831367,13.04026846,1.959731544
1441,14,1,12.87795,2.122052705,13.06711409,1.932885906
1442,15,0,12.87942,2.120582121,13.08724832,1.912751678
1443,13,2,12.8795,2.120498615,13.08053691,1.919463087
1444,11,4,12.8782,2.121799308,13.05369128,1.946308725
1445,13,2,12.87828,2.121715076,13.04697987,1.953020134
1446,13,2,12.87837,2.121630961,13.03355705,1.966442953
1447,15,0,12.87983,2.120165746,13.04697987,1.953020134
1448,14,1,12.88061,2.119392685,13.04697987,1.953020134
1449,13,2,12.88069,2.119310345,13.04697987,1.953020134
1450,11,4,12.87939,2.120606478,13.03355705,1.966442953
1451,11,4,12.8781,2.121900826,13.03355705,1.966442953
1452,15,0,12.87956,2.120440468,13.04697987,1.953020134
1453,14,1,12.88033,2.119669876,13.05369128,1.946308725
1454,13,2,12.88041,2.119587629,13.05369128,1.946308725
1455,15,0,12.88187,2.118131868,13.06040268,1.939597315
1456,11,4,12.88058,2.119423473,13.04026846,1.959731544
1457,13,2,12.88066,2.119341564,13.02684564,1.973154362
1458,9,6,12.878,2.122001371,13.00671141,1.993288591
1459,15,0,12.87945,2.120547945,13.00671141,1.993288591
1460,10,5,12.87748,2.122518823,12.97315436,2.026845638
1461,13,2,12.87756,2.122435021,12.95973154,2.040268456
1462,13,2,12.87765,2.122351333,12.94630872,2.053691275
1463,14,1,12.87842,2.121584699,12.93959732,2.060402685
1464,13,2,12.8785,2.121501706,12.93959732,2.060402685
1465,12,3,12.8779,2.122100955,12.91946309,2.080536913
1466,14,1,12.87866,2.12133606,12.91275168,2.087248322
1467,15,0,12.88011,2.119891008,12.9261745,2.073825503
1468,13,2,12.88019,2.119809394,12.91275168,2.087248322
1469,15,0,12.88163,2.118367347,12.91275168,2.087248322
1470,13,2,12.88171,2.11828688,12.89932886,2.100671141
1471,13,2,12.88179,2.118206522,12.89261745,2.10738255
1472,15,0,12.88323,2.1167685,12.90604027,2.093959732
1473,15,0,12.88467,2.115332429,12.91946309,2.080536913
1474,13,2,12.88475,2.115254237,12.91275168,2.087248322
1475,15,0,12.88618,2.113821138,12.9261745,2.073825503
1476,13,2,12.88626,2.113744076,12.93288591,2.067114094
1477,15,0,12.88769,2.112313938,12.93288591,2.067114094
