Episode,,,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
530,12,3,12.87571,2.124293785,12.20134228,2.798657718
531,5,10,12.8609,2.139097744,12.14765101,2.852348993
532,9,6,12.85366,2.146341463,12.1409396,2.859060403
533,10,5,12.84831,2.151685393,12.11409396,2.88590604
534,9,6,12.84112,2.158878505,12.08053691,2.919463087
535,9,6,12.83396,2.166044776,12.06040268,2.939597315
536,10,5,12.82868,2.17132216,12.04697987,2.953020134
537,12,3,12.82714,2.172862454,12.02684564,2.973154362
538,9,6,12.82004,2.179962894,11.98657718,3.013422819
539,11,4,12.81667,2.183333333,11.96644295,3.033557047
540,7,8,12.80591,2.194085028,11.91946309,3.080536913
541,13,2,12.80627,2.193726937,11.91275168,3.087248322
542,10,5,12.8011,2.198895028,11.87919463,3.120805369
543,13,2,12.80147,2.198529412,11.86577181,3.134228188
544,9,6,12.7945,2.205504587,11.82550336,3.174496644
545,10,5,12.78938,2.210622711,11.79194631,3.208053691
546,11,4,12.78611,2.213893967,11.80536913,3.194630872
547,12,3,12.78467,2.215328467,11.80536913,3.194630872
548,13,2,12.78506,2.214936248,11.79865772,3.201342282
549,11,4,12.78182,2.218181818,11.77852349,3.22147651
550,14,1,12.78403,2.215970962,11.7852349,3.214765101
551,7,8,12.77355,2.226449275,11.73154362,3.268456376
552,10,5,12.76854,2.231464738,11.69798658,3.302013423
553,14,1,12.77076,2.229241877,11.69127517,3.308724832
554,13,2,12.77117,2.228828829,11.67785235,3.322147651
555,13,2,12.77158,2.228417266,11.66442953,3.33557047
556,10,5,12.76661,2.233393178,11.63087248,3.369127517
557,11,4,12.76344,2.23655914,11.62416107,3.375838926
558,11,4,12.76029,2.239713775,11.61073826,3.389261745
559,11,4,12.75714,2.242857143,11.58389262,3.416107383
560,7,8,12.74688,2.25311943,11.53020134,3.469798658
561,11,4,12.74377,2.256227758,11.52348993,3.476510067
562,12,3,12.74245,2.257548845,11.5033557,3.496644295
563,10,5,12.73759,2.262411348,11.46979866,3.530201342
564,9,6,12.73097,2.269026549,11.4295302,3.570469799
565,12,3,12.72968,2.270318021,11.42281879,3.577181208
566,12,3,12.7284,2.271604938,11.4295302,3.570469799
567,6,9,12.71655,2.283450704,11.38255034,3.617449664
568,11,4,12.71353,2.286467487,11.3557047,3.644295302
569,13,2,12.71404,2.285964912,11.34228188,3.657718121
570,9,6,12.70753,2.292469352,11.30201342,3.697986577
571,11,4,12.70455,2.295454545,11.2885906,3.711409396
572,10,5,12.69983,2.30017452,11.25503356,3.744966443
573,14,1,12.70209,2.297909408,11.24832215,3.751677852
574,13,2,12.70261,2.297391304,11.24832215,3.751677852
575,11,4,12.69965,2.300347222,11.24832215,3.751677852
576,11,4,12.69671,2.303292894,11.22147651,3.77852349
577,10,5,12.69204,2.307958478,11.18791946,3.812080537
578,12,3,12.69085,2.309153713,11.17449664,3.825503356
579,11,4,12.68793,2.312068966,11.16107383,3.838926174
580,10,5,12.6833,2.316695353,11.13422819,3.865771812
581,6,9,12.67182,2.328178694,11.0738255,3.926174497
582,9,6,12.66552,2.334476844,11.03355705,3.966442953
583,9,6,12.65925,2.340753425,11.00671141,3.993288591
584,13,2,12.65983,2.34017094,11.00671141,3.993288591
585,9,6,12.65358,2.346416382,10.96644295,4.033557047
586,8,7,12.64566,2.354344123,10.95302013,4.046979866
587,12,3,12.64456,2.355442177,10.93288591,4.067114094
588,11,4,12.64177,2.358234295,10.93959732,4.060402685
589,9,6,12.63559,2.36440678,10.9261745,4.073825503
590,11,4,12.63283,2.367174281,10.9261745,4.073825503
591,12,3,12.63176,2.368243243,10.91946309,4.080536913
592,12,3,12.63069,2.3693086,10.9261745,4.073825503
593,9,6,12.62458,2.375420875,10.88590604,4.11409396
594,12,3,12.62353,2.376470588,10.87919463,4.120805369
595,9,6,12.61745,2.382550336,10.8590604,4.140939597
596,11,4,12.61474,2.385259631,10.8590604,4.140939597
597,11,4,12.61204,2.387959866,10.83221477,4.167785235
598,13,2,12.61269,2.387312187,10.81879195,4.181208054
599,10,5,12.60833,2.391666667,10.79865772,4.201342282
600,11,4,12.60566,2.394342762,10.82550336,4.174496644
601,11,4,12.60299,2.397009967,10.81208054,4.187919463
602,11,4,12.60033,2.399668325,10.81208054,4.187919463
603,12,3,12.59934,2.400662252,10.81879195,4.181208054
604,9,6,12.59339,2.40661157,10.77852349,4.22147651
605,13,2,12.59406,2.405940594,10.7852349,4.214765101
606,11,4,12.59143,2.408566722,10.81208054,4.187919463
607,11,4,12.58882,2.411184211,10.81208054,4.187919463
608,11,4,12.58621,2.413793103,10.79865772,4.201342282
609,12,3,12.58525,2.414754098,10.79194631,4.208053691
610,13,2,12.58592,2.414075286,10.77852349,4.22147651
611,12,3,12.58497,2.41503268,10.75838926,4.241610738
612,9,6,12.57912,2.420880914,10.73825503,4.261744966
613,10,5,12.57492,2.425081433,10.74496644,4.255033557
614,12,3,12.57398,2.42601626,10.72483221,4.275167785
615,12,3,12.57305,2.426948052,10.71812081,4.281879195
616,9,6,12.56726,2.43273906,10.69127517,4.308724832
617,11,4,12.56472,2.435275081,10.67114094,4.32885906
618,12,3,12.56381,2.436187399,10.67114094,4.32885906
619,13,2,12.56452,2.435483871,10.65771812,4.342281879
620,7,8,12.55556,2.444444444,10.6442953,4.355704698
621,11,4,12.55305,2.446945338,10.65100671,4.348993289
622,11,4,12.55056,2.449438202,10.65771812,4.342281879
623,12,3,12.54968,2.450320513,10.66442953,4.33557047
624,11,4,12.5472,2.4528,10.67785235,4.322147651
625,11,4,12.54473,2.455271565,10.66442953,4.33557047
626,12,3,12.54386,2.456140351,10.66442953,4.33557047
627,11,4,12.5414,2.458598726,10.69798658,4.302013423
628,7,8,12.53259,2.467408585,10.65100671,4.348993289
629,15,0,12.53651,2.463492063,10.67114094,4.32885906
630,5,10,12.52456,2.475435816,10.65100671,4.348993289
631,11,4,12.52215,2.477848101,10.63758389,4.362416107
632,11,4,12.51975,2.480252765,10.62416107,4.375838926
633,13,2,12.5205,2.479495268,10.63758389,4.362416107
634,11,4,12.51811,2.481889764,10.61744966,4.382550336
635,9,6,12.51258,2.487421384,10.59731544,4.402684564
636,8,7,12.50549,2.494505495,10.5704698,4.429530201
637,9,6,12.5,2.5,10.54362416,4.456375839
638,10,5,12.49609,2.503912363,10.53691275,4.463087248
639,11,4,12.49375,2.50625,10.56375839,4.436241611
640,12,3,12.49298,2.507020281,10.55704698,4.44295302
641,13,2,12.49377,2.50623053,10.58389262,4.416107383
642,14,1,12.49611,2.503888025,10.61744966,4.382550336
643,10,5,12.49224,2.507763975,10.61744966,4.382550336
644,9,6,12.48682,2.513178295,10.63087248,4.369127517
645,13,2,12.48762,2.512383901,10.62416107,4.375838926
646,13,2,12.48841,2.511591963,10.63758389,4.362416107
647,15,0,12.49228,2.507716049,10.69127517,4.308724832
648,10,5,12.48844,2.51155624,10.68456376,4.315436242
649,5,10,12.47692,2.523076923,10.61744966,4.382550336
650,10,5,12.47312,2.52688172,10.59060403,4.409395973
651,9,6,12.46779,2.532208589,10.5704698,4.429530201
652,14,1,12.47014,2.529862175,10.60402685,4.395973154
653,9,6,12.46483,2.535168196,10.57718121,4.422818792
654,11,4,12.4626,2.53740458,10.60402685,4.395973154
655,9,6,12.45732,2.542682927,10.57718121,4.422818792
656,10,5,12.45358,2.546423135,10.56375839,4.436241611
657,11,4,12.45137,2.548632219,10.57718121,4.422818792
658,7,8,12.4431,2.556904401,10.54362416,4.456375839
659,8,7,12.43636,2.563636364,10.54362416,4.456375839
660,11,4,12.43419,2.56580938,10.53020134,4.469798658
661,12,3,12.43353,2.566465257,10.54362416,4.456375839
662,15,0,12.43741,2.562594268,10.5704698,4.429530201
663,12,3,12.43675,2.563253012,10.57718121,4.422818792
664,13,2,12.43759,2.562406015,10.61744966,4.382550336
665,8,7,12.43093,2.569069069,10.58389262,4.416107383
666,11,4,12.42879,2.571214393,10.61744966,4.382550336
667,14,1,12.43114,2.568862275,10.61744966,4.382550336
668,12,3,12.43049,2.569506726,10.61744966,4.382550336
669,9,6,12.42537,2.574626866,10.59060403,4.409395973
670,15,0,12.42921,2.570789866,10.63758389,4.362416107
671,13,2,12.43006,2.569940476,10.66442953,4.33557047
672,9,6,12.42496,2.575037147,10.66442953,4.33557047
673,11,4,12.42285,2.577151335,10.68456376,4.315436242
674,8,7,12.4163,2.583703704,10.69127517,4.308724832
675,15,0,12.42012,2.579881657,10.73154362,4.268456376
676,11,4,12.41802,2.581979321,10.74496644,4.255033557
677,13,2,12.41888,2.581120944,10.75167785,4.248322148
678,13,2,12.41973,2.580265096,10.79194631,4.208053691
679,9,6,12.41471,2.585294118,10.77181208,4.228187919
680,11,4,12.41263,2.587371512,10.81208054,4.187919463
681,15,0,12.41642,2.583577713,10.85234899,4.147651007
682,14,1,12.41874,2.581259151,10.87919463,4.120805369
683,15,0,12.42251,2.57748538,10.91946309,4.080536913
684,11,4,12.42044,2.579562044,10.93288591,4.067114094
685,15,0,12.4242,2.575801749,10.96644295,4.033557047
686,11,4,12.42213,2.577874818,10.95973154,4.040268456
687,15,0,12.42587,2.574127907,11,4
688,15,0,12.42961,2.570391872,11.02684564,3.973154362
689,15,0,12.43333,2.566666667,11.08053691,3.919463087
690,13,2,12.43415,2.565846599,11.08053691,3.919463087
691,15,0,12.43786,2.562138728,11.11409396,3.88590604
692,14,1,12.44012,2.55988456,11.12080537,3.879194631
693,14,1,12.44236,2.557636888,11.15436242,3.845637584
694,12,3,12.44173,2.558273381,11.16778523,3.832214765
695,13,2,12.44253,2.557471264,11.18120805,3.818791946
696,15,0,12.4462,2.553802009,11.20134228,3.798657718
697,15,0,12.44986,2.550143266,11.2147651,3.785234899
698,14,1,12.45207,2.547925608,11.23489933,3.765100671
699,13,2,12.45286,2.547142857,11.22818792,3.771812081
700,15,0,12.45649,2.543509272,11.28187919,3.718120805
701,15,0,12.46011,2.53988604,11.31543624,3.684563758
702,15,0,12.46373,2.536273115,11.32214765,3.677852349
703,14,1,12.46591,2.534090909,11.32885906,3.67114094
704,14,1,12.46809,2.531914894,11.33557047,3.66442953
705,15,0,12.47167,2.528328612,11.36912752,3.630872483
706,15,0,12.47525,2.524752475,11.39597315,3.604026846
707,14,1,12.4774,2.52259887,11.41610738,3.583892617
708,13,2,12.47814,2.521861777,11.4295302,3.570469799
709,15,0,12.48169,2.518309859,11.48322148,3.516778523
710,13,2,12.48242,2.517580872,11.4966443,3.503355705
711,13,2,12.48315,2.516853933,11.5033557,3.496644295
712,13,2,12.48387,2.516129032,11.52348993,3.476510067
713,14,1,12.48599,2.514005602,11.55704698,3.44295302
714,15,0,12.48951,2.51048951,11.57718121,3.422818792
715,15,0,12.49302,2.50698324,11.59731544,3.402684564
716,14,1,12.49512,2.50488145,11.65100671,3.348993289
717,15,0,12.49861,2.501392758,11.67785235,3.322147651
718,15,0,12.50209,2.497913769,11.69127517,3.308724832
719,13,2,12.50278,2.497222222,11.71812081,3.281879195
720,13,2,12.50347,2.496532594,11.73154362,3.268456376
721,13,2,12.50416,2.495844875,11.75167785,3.248322148
722,13,2,12.50484,2.495159059,11.74496644,3.255033557
723,15,0,12.50829,2.491712707,11.75838926,3.241610738
724,14,1,12.51034,2.489655172,11.77852349,3.22147651
725,15,0,12.51377,2.486225895,11.80536913,3.194630872
726,15,0,12.51719,2.482806052,11.83892617,3.161073826
727,11,4,12.51511,2.48489011,11.83221477,3.167785235
728,13,2,12.51578,2.484224966,11.84563758,3.154362416
729,15,0,12.51918,2.480821918,11.87919463,3.120805369
730,15,0,12.52257,2.477428181,11.93959732,3.060402685
731,14,1,12.52459,2.475409836,11.97315436,3.026845638
732,14,1,12.5266,2.473396999,12.00671141,2.993288591
733,15,0,12.52997,2.470027248,12.02013423,2.979865772
734,13,2,12.53061,2.469387755,12.04697987,2.953020134
735,13,2,12.53125,2.46875,12.08053691,2.919463087
736,15,0,12.5346,2.465400271,12.10067114,2.899328859
737,13,2,12.53523,2.464769648,12.11409396,2.88590604
738,15,0,12.53857,2.461434371,12.15436242,2.845637584
739,11,4,12.53649,2.463513514,12.15436242,2.845637584
740,14,1,12.53846,2.461538462,12.16778523,2.832214765
741,15,0,12.54178,2.458221024,12.18791946,2.812080537
742,13,2,12.5424,2.457604307,12.2147651,2.785234899
743,13,2,12.54301,2.456989247,12.22147651,2.77852349
744,15,0,12.54631,2.453691275,12.26174497,2.738255034
745,13,2,12.54692,2.45308311,12.27516779,2.724832215
746,15,0,12.5502,2.449799197,12.30201342,2.697986577
747,15,0,12.55348,2.446524064,12.31543624,2.684563758
748,11,4,12.5514,2.448598131,12.32214765,2.677852349
749,15,0,12.55467,2.445333333,12.34899329,2.651006711
750,13,2,12.55526,2.444740346,12.36241611,2.637583893
751,14,1,12.55718,2.442819149,12.38255034,2.617449664
752,15,0,12.56042,2.439575033,12.40268456,2.597315436
753,13,2,12.56101,2.438992042,12.4295302,2.570469799
754,13,2,12.56159,2.438410596,12.4295302,2.570469799
755,12,3,12.56085,2.439153439,12.43624161,2.563758389
756,12,3,12.56011,2.43989432,12.44295302,2.55704698
757,15,0,12.56332,2.436675462,12.46979866,2.530201342
758,11,4,12.56126,2.438735178,12.46308725,2.536912752
759,13,2,12.56184,2.438157895,12.46308725,2.536912752
760,15,0,12.56505,2.434954008,12.48322148,2.516778523
761,13,2,12.56562,2.434383202,12.51006711,2.489932886
762,13,2,12.56619,2.433813893,12.53020134,2.469798658
763,13,2,12.56675,2.433246073,12.53691275,2.463087248
764,15,0,12.56993,2.430065359,12.55704698,2.44295302
765,13,2,12.5705,2.429503916,12.58389262,2.416107383
766,15,0,12.57366,2.426336375,12.61073826,2.389261745
767,15,0,12.57682,2.423177083,12.63087248,2.369127517
768,14,1,12.57867,2.421326398,12.63758389,2.362416107
769,15,0,12.58182,2.418181818,12.69127517,2.308724832
770,10,5,12.57847,2.42153048,12.68456376,2.315436242
771,13,2,12.57902,2.420984456,12.69798658,2.302013423
772,14,1,12.58085,2.419146184,12.7114094,2.288590604
773,15,0,12.58398,2.416020672,12.73825503,2.261744966
774,13,2,12.58452,2.415483871,12.75167785,2.248322148
775,12,3,12.58376,2.416237113,12.75167785,2.248322148
776,12,3,12.58301,2.416988417,12.75838926,2.241610738
777,15,0,12.58612,2.413881748,12.81208054,2.187919463
778,15,0,12.58922,2.410783055,12.81208054,2.187919463
779,13,2,12.58974,2.41025641,12.86577181,2.134228188
780,13,2,12.59027,2.409731114,12.87919463,2.120805369
781,13,2,12.59079,2.409207161,12.89261745,2.10738255
782,13,2,12.59132,2.408684547,12.89261745,2.10738255
783,13,2,12.59184,2.408163265,12.90604027,2.093959732
784,10,5,12.58854,2.411464968,12.91275168,2.087248322
785,15,0,12.5916,2.408396947,12.95973154,2.040268456
786,15,0,12.59466,2.405336722,13,2
787,15,0,12.59772,2.402284264,13.03355705,1.966442953
788,13,2,12.59823,2.401774398,13.04697987,1.953020134
789,15,0,12.60127,2.398734177,13.06711409,1.932885906
790,15,0,12.6043,2.395701643,13.08053691,1.919463087
791,14,1,12.60606,2.393939394,13.08053691,1.919463087
792,15,0,12.60908,2.390920555,13.11409396,1.88590604
793,13,2,12.60957,2.390428212,13.1409396,1.859060403
794,15,0,12.61258,2.387421384,13.15436242,1.845637584
795,15,0,12.61558,2.384422111,13.16778523,1.832214765
796,11,4,12.61355,2.386449184,13.1409396,1.859060403
797,11,4,12.61153,2.388471178,13.14765101,1.852348993
798,13,2,12.61202,2.387984981,13.20134228,1.798657718
799,14,1,12.61375,2.38625,13.22818792,1.771812081
800,15,0,12.61673,2.383270911,13.26845638,1.731543624
801,13,2,12.61721,2.382793017,13.26174497,1.738255034
802,15,0,12.62017,2.379825654,13.30201342,1.697986577
803,13,2,12.62065,2.379353234,13.31543624,1.684563758
804,13,2,12.62112,2.378881988,13.34228188,1.657718121
805,15,0,12.62407,2.375930521,13.37583893,1.624161074
806,15,0,12.62701,2.372986369,13.40268456,1.597315436
807,13,2,12.62748,2.372524752,13.44295302,1.55704698
808,13,2,12.62794,2.372064277,13.47651007,1.523489933
809,15,0,12.63086,2.369135802,13.5033557,1.496644295
810,15,0,12.63379,2.36621455,13.52348993,1.476510067
811,13,2,12.63424,2.365763547,13.51006711,1.489932886
812,11,4,12.63223,2.367773678,13.5033557,1.496644295
813,15,0,12.63514,2.364864865,13.51677852,1.483221477
814,15,0,12.63804,2.36196319,13.56375839,1.436241611
815,13,2,12.63848,2.361519608,13.57718121,1.422818792
816,12,3,12.6377,2.362301102,13.56375839,1.436241611
817,13,2,12.63814,2.361858191,13.5704698,1.429530201
818,14,1,12.6398,2.36019536,13.60402685,1.395973154
819,14,1,12.64146,2.358536585,13.59731544,1.402684564
820,15,0,12.64434,2.355663825,13.61073826,1.389261745
821,15,0,12.6472,2.352798054,13.65100671,1.348993289
822,13,2,12.64763,2.35236938,13.66442953,1.33557047
823,13,2,12.64806,2.351941748,13.69798658,1.302013423
824,15,0,12.65091,2.349090909,13.69798658,1.302013423
825,15,0,12.65375,2.346246973,13.72483221,1.275167785
826,15,0,12.65659,2.343409915,13.73825503,1.261744966
827,14,1,12.65821,2.34178744,13.74496644,1.255033557
828,13,2,12.65862,2.341375151,13.77181208,1.228187919
829,11,4,12.65663,2.343373494,13.77181208,1.228187919
830,14,1,12.65824,2.341756919,13.76510067,1.234899329
831,15,0,12.66106,2.338942308,13.77181208,1.228187919
832,11,4,12.65906,2.340936375,13.74496644,1.255033557
833,14,1,12.66067,2.339328537,13.76510067,1.234899329
834,13,2,12.66108,2.338922156,13.75167785,1.248322148
835,15,0,12.66388,2.336124402,13.77852349,1.22147651
836,15,0,12.66667,2.333333333,13.77852349,1.22147651
837,14,1,12.66826,2.331742243,13.77181208,1.228187919
838,13,2,12.66865,2.331346841,13.75838926,1.241610738
839,14,1,12.67024,2.329761905,13.76510067,1.234899329
840,14,1,12.67182,2.328180737,13.75838926,1.241610738
841,13,2,12.67221,2.327790974,13.75167785,1.248322148
842,11,4,12.67023,2.329774614,13.73154362,1.268456376
843,14,1,12.6718,2.328199052,13.74496644,1.255033557
844,15,0,12.67456,2.325443787,13.75838926,1.241610738
845,11,4,12.67258,2.327423168,13.73154362,1.268456376
846,12,3,12.67178,2.328217237,13.7114094,1.288590604
847,15,0,12.67453,2.325471698,13.71812081,1.281879195
848,13,2,12.67491,2.325088339,13.71812081,1.281879195
849,11,4,12.67294,2.327058824,13.69127517,1.308724832
850,15,0,12.67568,2.324324324,13.69127517,1.308724832
851,14,1,12.67723,2.322769953,13.68456376,1.315436242
852,13,2,12.67761,2.322391559,13.67785235,1.322147651
853,14,1,12.67916,2.320843091,13.67785235,1.322147651
854,14,1,12.6807,2.319298246,13.67114094,1.32885906
855,14,1,12.68224,2.317757009,13.66442953,1.33557047
856,13,2,12.68261,2.317386231,13.65771812,1.342281879
857,15,0,12.68531,2.314685315,13.67114094,1.32885906
858,14,1,12.68685,2.313154831,13.66442953,1.33557047
859,15,0,12.68953,2.310465116,13.67785235,1.322147651
860,14,1,12.69106,2.308943089,13.68456376,1.315436242
861,15,0,12.69374,2.306264501,13.69798658,1.302013423
862,13,2,12.69409,2.305909618,13.69127517,1.308724832
863,13,2,12.69444,2.305555556,13.67785235,1.322147651
864,15,0,12.69711,2.302890173,13.67785235,1.322147651
865,15,0,12.69977,2.300230947,13.68456376,1.315436242
866,12,3,12.69896,2.301038062,13.66442953,1.33557047
867,15,0,12.70161,2.298387097,13.66442953,1.33557047
868,11,4,12.69965,2.300345224,13.65100671,1.348993289
869,10,5,12.69655,2.303448276,13.63087248,1.369127517
870,15,0,12.6992,2.300803674,13.6442953,1.355704698
871,13,2,12.69954,2.300458716,13.6442953,1.355704698
872,15,0,12.70218,2.297823597,13.6442953,1.355704698
873,13,2,12.70252,2.297482838,13.63758389,1.362416107
874,15,0,12.70514,2.294857143,13.63758389,1.362416107
875,15,0,12.70776,2.292237443,13.63758389,1.362416107
876,11,4,12.70582,2.294184721,13.63758389,1.362416107
877,13,2,12.70615,2.293849658,13.63758389,1.362416107
878,15,0,12.70876,2.291240046,13.63758389,1.362416107
879,15,0,12.71136,2.288636364,13.63758389,1.362416107
880,15,0,12.71396,2.286038593,13.6442953,1.355704698
881,14,1,12.71542,2.284580499,13.6442953,1.355704698
882,14,1,12.71687,2.283125708,13.63758389,1.362416107
883,14,1,12.71833,2.281674208,13.6442953,1.355704698
884,15,0,12.7209,2.279096045,13.65771812,1.342281879
885,11,4,12.71896,2.281038375,13.63087248,1.369127517
886,13,2,12.71928,2.280721533,13.63087248,1.369127517
887,15,0,12.72185,2.278153153,13.63087248,1.369127517
888,15,0,12.72441,2.275590551,13.65771812,1.342281879
889,13,2,12.72472,2.275280899,13.65100671,1.348993289
890,15,0,12.72727,2.272727273,13.65100671,1.348993289
891,13,2,12.72758,2.272421525,13.65100671,1.348993289
892,15,0,12.73012,2.26987682,13.66442953,1.33557047
893,13,2,12.73043,2.269574944,13.65100671,1.348993289
894,15,0,12.73296,2.267039106,13.66442953,1.33557047
895,13,2,12.73326,2.266741071,13.65100671,1.348993289
896,14,1,12.73467,2.265328874,13.6442953,1.355704698
897,13,2,12.73497,2.265033408,13.65771812,1.342281879
898,13,2,12.73526,2.264738598,13.6442953,1.355704698
899,15,0,12.73778,2.262222222,13.65771812,1.342281879
900,13,2,12.73807,2.261931188,13.65100671,1.348993289
901,15,0,12.74058,2.259423503,13.65100671,1.348993289
902,6,9,12.73311,2.266888151,13.60402685,1.395973154
903,11,4,12.73119,2.26880531,13.59060403,1.409395973
904,13,2,12.73149,2.268508287,13.59731544,1.402684564
905,13,2,12.73179,2.268211921,13.60402685,1.395973154
906,12,3,12.73098,2.269018743,13.58389262,1.416107383
907,9,6,12.72687,2.273127753,13.5704698,1.429530201
908,11,4,12.72497,2.275027503,13.55704698,1.44295302
909,11,4,12.72308,2.276923077,13.53020134,1.469798658
910,11,4,12.72119,2.27881449,13.51677852,1.483221477
911,13,2,12.72149,2.278508772,13.51677852,1.483221477
912,12,3,12.7207,2.279299014,13.51006711,1.489932886
913,11,4,12.71882,2.281181619,13.48322148,1.516778523
914,13,2,12.71913,2.280874317,13.48322148,1.516778523
915,11,4,12.71725,2.282751092,13.45637584,1.543624161
916,12,3,12.71647,2.283533261,13.43624161,1.563758389
917,13,2,12.71678,2.283224401,13.4295302,1.570469799
918,15,0,12.71926,2.280739935,13.4295302,1.570469799
919,11,4,12.71739,2.282608696,13.43624161,1.563758389
920,11,4,12.71553,2.284473398,13.42281879,1.577181208
921,15,0,12.718,2.281995662,13.4295302,1.570469799
922,9,6,12.71398,2.286023835,13.38926174,1.610738255
923,14,1,12.71537,2.284632035,13.39597315,1.604026846
924,14,1,12.71676,2.283243243,13.40939597,1.590604027
925,12,3,12.71598,2.284017279,13.40939597,1.590604027
926,15,0,12.71845,2.281553398,13.40939597,1.590604027
927,11,4,12.71659,2.283405172,13.38255034,1.617449664
928,15,0,12.71905,2.280947255,13.39597315,1.604026846
929,12,3,12.71828,2.28172043,13.38926174,1.610738255
930,10,5,12.71536,2.284640172,13.36912752,1.630872483
931,13,2,12.71567,2.284334764,13.36912752,1.630872483
932,11,4,12.71383,2.286173633,13.3557047,1.644295302
933,10,5,12.71092,2.289079229,13.3557047,1.644295302
934,13,2,12.71123,2.288770053,13.34228188,1.657718121
935,13,2,12.71154,2.288461538,13.32885906,1.67114094
936,13,2,12.71185,2.288153682,13.31543624,1.684563758
937,13,2,12.71215,2.287846482,13.31543624,1.684563758
938,11,4,12.71033,2.289669862,13.2885906,1.711409396
939,13,2,12.71064,2.289361702,13.27516779,1.724832215
940,11,4,12.70882,2.291179596,13.25503356,1.744966443
941,13,2,12.70913,2.290870488,13.24161074,1.758389262
942,13,2,12.70944,2.290562036,13.24161074,1.758389262
943,13,2,12.70975,2.290254237,13.22818792,1.771812081
944,13,2,12.71005,2.28994709,13.2147651,1.785234899
945,15,0,12.71247,2.287526427,13.24161074,1.758389262
946,13,2,12.71278,2.287222809,13.25503356,1.744966443
947,14,1,12.71414,2.285864979,13.26174497,1.738255034
948,11,4,12.71233,2.287671233,13.24161074,1.758389262
949,11,4,12.71053,2.289473684,13.2147651,1.785234899
950,15,0,12.71293,2.287066246,13.22818792,1.771812081
951,12,3,12.71218,2.287815126,13.20805369,1.791946309
952,12,3,12.71144,2.288562434,13.20134228,1.798657718
953,13,2,12.71174,2.288259958,13.20134228,1.798657718
954,13,2,12.71204,2.287958115,13.18791946,1.812080537
955,15,0,12.71444,2.285564854,13.18791946,1.812080537
956,14,1,12.71578,2.284221526,13.19463087,1.805369128
957,11,4,12.71399,2.286012526,13.18120805,1.818791946
958,13,2,12.71429,2.285714286,13.16778523,1.832214765
959,12,3,12.71354,2.286458333,13.14765101,1.852348993
960,13,2,12.71384,2.28616025,13.14765101,1.852348993
961,14,1,12.71518,2.284823285,13.16778523,1.832214765
962,13,2,12.71547,2.284527518,13.15436242,1.845637584
963,12,3,12.71473,2.28526971,13.13422819,1.865771812
964,13,2,12.71503,2.284974093,13.13422819,1.865771812
965,14,1,12.71636,2.283643892,13.14765101,1.852348993
966,12,3,12.71562,2.284384695,13.1409396,1.859060403
967,12,3,12.71488,2.285123967,13.12751678,1.872483221
968,15,0,12.71723,2.282765738,13.13422819,1.865771812
969,15,0,12.71959,2.280412371,13.13422819,1.865771812
970,15,0,12.72194,2.278063852,13.13422819,1.865771812
971,13,2,12.72222,2.277777778,13.13422819,1.865771812
972,15,0,12.72456,2.275436793,13.14765101,1.852348993
973,13,2,12.72485,2.275154004,13.13422819,1.865771812
974,14,1,12.72615,2.273846154,13.12751678,1.872483221
975,15,0,12.72848,2.271516393,13.12751678,1.872483221
976,15,0,12.73081,2.269191402,13.13422819,1.865771812
977,14,1,12.73211,2.267893661,13.1409396,1.859060403
978,9,6,12.72829,2.271705822,13.12751678,1.872483221
979,12,3,12.72755,2.27244898,13.11409396,1.88590604
980,11,4,12.72579,2.27420999,13.08724832,1.912751678
981,15,0,12.72811,2.271894094,13.11409396,1.88590604
982,7,8,12.72228,2.277721261,13.06711409,1.932885906
983,11,4,12.72053,2.279471545,13.05369128,1.946308725
984,13,2,12.72081,2.279187817,13.04026846,1.959731544
985,15,0,12.72312,2.276876268,13.04026846,1.959731544
986,13,2,12.7234,2.276595745,13.03355705,1.966442953
987,11,4,12.72166,2.278340081,13.02013423,1.979865772
988,13,2,12.72194,2.278058645,13.01342282,1.986577181
989,12,3,12.72121,2.278787879,13,2
990,13,2,12.72149,2.278506559,13,2
991,15,0,12.72379,2.276209677,13.02684564,1.973154362
992,15,0,12.72608,2.273917422,13.03355705,1.966442953
993,11,4,12.72435,2.275653924,13.00671141,1.993288591
994,13,2,12.72462,2.275376884,13.02013423,1.979865772
995,13,2,12.7249,2.275100402,13.02684564,1.973154362
996,12,3,12.72417,2.275827482,13.00671141,1.993288591
997,15,0,12.72645,2.273547094,13.02013423,1.979865772
998,13,2,12.72673,2.273273273,13.03355705,1.966442953
999,15,0,12.729,2.271,13.03355705,1.966442953
1000,15,0,12.73127,2.268731269,13.04026846,1.959731544
1001,15,0,12.73353,2.266467066,13.05369128,1.946308725
1002,15,0,12.73579,2.264207378,13.06040268,1.939597315
1003,15,0,12.73805,2.261952191,13.06711409,1.932885906
1004,15,0,12.7403,2.259701493,13.0738255,1.926174497
1005,15,0,12.74254,2.257455268,13.08724832,1.912751678
1006,13,2,12.7428,2.257199603,13.0738255,1.926174497
1007,9,6,12.73909,2.260912698,13.04026846,1.959731544
1008,13,2,12.73935,2.260654113,13.02684564,1.973154362
1009,15,0,12.74158,2.258415842,13.03355705,1.966442953
1010,13,2,12.74184,2.258160237,13.02013423,1.979865772
1011,11,4,12.74012,2.259881423,13.00671141,1.993288591
