15.00000,0.00000,15.00000
15.00000,0.00000,15.00000
15.00000,0.00000,15.00000
15.00000,0.00000,15.00000
13.00000,2.00000,14.60000
15.00000,0.00000,14.66667
13.00000,2.00000,14.42857
15.00000,0.00000,14.50000
15.00000,0.00000,14.55556
13.00000,2.00000,14.40000
13.00000,2.00000,14.27273
13.00000,2.00000,14.16667
15.00000,0.00000,14.23077
11.00000,4.00000,14.00000
11.00000,4.00000,13.80000
15.00000,0.00000,13.87500
13.00000,2.00000,13.82353
15.00000,0.00000,13.88889
15.00000,0.00000,13.94737
13.00000,2.00000,13.90000
15.00000,0.00000,13.95238
12.00000,3.00000,13.86364
15.00000,0.00000,13.91304
15.00000,0.00000,13.95833
14.00000,1.00000,13.96000
15.00000,0.00000,14.00000
15.00000,0.00000,14.03704
14.00000,1.00000,14.03571
13.00000,2.00000,14.00000
14.00000,1.00000,14.00000
11.00000,4.00000,13.90323
15.00000,0.00000,13.93750
13.00000,2.00000,13.90909
15.00000,0.00000,13.94118
15.00000,0.00000,13.97143
15.00000,0.00000,14.00000
13.00000,2.00000,13.97297
13.00000,2.00000,13.94737
14.00000,1.00000,13.94872
13.00000,2.00000,13.92500
13.00000,2.00000,13.90244
12.00000,3.00000,13.85714
14.00000,1.00000,13.86047
15.00000,0.00000,13.88636
14.00000,1.00000,13.88889
12.00000,3.00000,13.84783
12.00000,3.00000,13.80851
10.00000,5.00000,13.72917
13.00000,2.00000,13.71429
13.00000,2.00000,13.70000
13.00000,2.00000,13.68627
15.00000,0.00000,13.71154
14.00000,1.00000,13.71698
13.00000,2.00000,13.70370
12.00000,3.00000,13.67273
13.00000,2.00000,13.66071
15.00000,0.00000,13.68421
15.00000,0.00000,13.70690
15.00000,0.00000,13.72881
11.00000,4.00000,13.68333
15.00000,0.00000,13.70492
11.00000,4.00000,13.66129
15.00000,0.00000,13.68254
14.00000,1.00000,13.68750
15.00000,0.00000,13.70769
13.00000,2.00000,13.69697
15.00000,0.00000,13.71642
11.00000,4.00000,13.67647
15.00000,0.00000,13.69565
14.00000,1.00000,13.70000
15.00000,0.00000,13.71831
11.00000,4.00000,13.68056
15.00000,0.00000,13.69863
15.00000,0.00000,13.71622
12.00000,3.00000,13.69333
13.00000,2.00000,13.68421
13.00000,2.00000,13.67532
13.00000,2.00000,13.66667
15.00000,0.00000,13.68354
11.00000,4.00000,13.65000
11.00000,4.00000,13.61728
13.00000,2.00000,13.60976
15.00000,0.00000,13.62651
13.00000,2.00000,13.61905
13.00000,2.00000,13.61176
15.00000,0.00000,13.62791
