Episode,Success,Collision,Suc Mean,Col Mean,Log Suc Mean,Log Col Mean,Std Dev,150 rolling Mean Suc,150 rolling Mean Col,Log Suc Roll Mean,Log Col Roll Mean,Total Success,Total Collision
2683,2,6,2.833830104,5.166169896,1.04162919,1.642131581,0.381741455,3.413333333,4.586666667,1.227689331,1.523153544,7606,13866
2684,6,2,2.835009311,5.164990689,1.042045221,1.6419033,0.381713147,3.426666667,4.573333333,1.231587971,1.520242334,7612,13868
2685,6,2,2.83618764,5.16381236,1.04246077,1.641675136,0.381685167,3.426666667,4.573333333,1.231587971,1.520242334,7618,13870
2686,4,4,2.836620767,5.163379233,1.042613473,1.641591255,0.381657299,3.44,4.56,1.235471471,1.517322624,7622,13874
2687,2,6,2.836309524,5.163690476,1.042503744,1.641651532,0.381629328,3.44,4.56,1.235471471,1.517322624,7624,13880
2688,4,4,2.836742283,5.163257717,1.04265631,1.641567721,0.381601469,3.44,4.56,1.235471471,1.517322624,7628,13884
2689,4,4,2.837174721,5.162825279,1.042808741,1.641483964,0.381573722,3.44,4.56,1.235471471,1.517322624,7632,13888
2690,0,8,2.836120401,5.163879599,1.042437062,1.641688157,0.381545656,3.426666667,4.573333333,1.231587971,1.520242334,7632,13896
2691,4,4,2.836552749,5.163447251,1.042589494,1.641604428,0.381517702,3.426666667,4.573333333,1.231587971,1.520242334,7636,13900
2692,2,6,2.836242109,5.163757891,1.042479975,1.641664588,0.381489646,3.4,4.6,1.223775432,1.526056303,7638,13906
2693,6,2,2.837416481,5.162583519,1.042893948,1.641437136,0.381461915,3.413333333,4.586666667,1.227689331,1.523153544,7644,13908
2694,4,4,2.837847866,5.162152134,1.043045971,1.641353573,0.381434296,3.426666667,4.573333333,1.231587971,1.520242334,7648,13912
2695,8,0,2.839762611,5.160237389,1.043720461,1.640982584,0.38140722,3.453333333,4.546666667,1.239339948,1.514394364,7656,13912
2696,6,2,2.840934372,5.159065628,1.044133002,1.640755483,0.381380471,3.466666667,4.533333333,1.243193517,1.511457504,7662,13914
2697,2,6,2.840622683,5.159377317,1.044023283,1.640815897,0.381353617,3.466666667,4.533333333,1.243193517,1.511457504,7664,13920
2698,6,2,2.841793257,5.158206743,1.044435281,1.640588989,0.381327091,3.493333333,4.506666667,1.25085639,1.505557782,7670,13922
2699,6,2,2.842962963,5.157037037,1.044846805,1.640362197,0.381300892,3.52,4.48,1.25846099,1.499623046,7676,13924
2700,6,2,2.844131803,5.155868197,1.045257855,1.640135522,0.381275022,3.546666667,4.453333333,1.266008195,1.493652879,7682,13926
2701,2,6,2.843819393,5.156180607,1.045148005,1.640196113,0.381249044,3.533333333,4.466666667,1.262241712,1.496642418,7684,13932
2702,4,4,2.844247133,5.155752867,1.045298404,1.640113153,0.381223176,3.533333333,4.466666667,1.262241712,1.496642418,7688,13936
2703,4,4,2.844674556,5.155325444,1.04544867,1.640030247,0.381197419,3.56,4.44,1.269760545,1.490654376,7692,13940
2704,2,6,2.844362292,5.155637708,1.045338892,1.640090817,0.381171554,3.533333333,4.466666667,1.262241712,1.496642418,7694,13946
2705,4,4,2.844789357,5.155210643,1.045489025,1.640007979,0.381145799,3.546666667,4.453333333,1.266008195,1.493652879,7698,13950
2706,6,2,2.845954932,5.154045068,1.045898664,1.639781857,0.381120372,3.56,4.44,1.269760545,1.490654376,7704,13952
2707,2,6,2.845642541,5.154357459,1.045788891,1.639842466,0.381094836,3.546666667,4.453333333,1.266008195,1.493652879,7706,13958
2708,2,6,2.84533038,5.15466962,1.045679187,1.639903026,0.381069193,3.533333333,4.466666667,1.262241712,1.496642418,7708,13964
2709,2,6,2.84501845,5.15498155,1.045569553,1.639963538,0.381043442,3.52,4.48,1.25846099,1.499623046,7710,13970
2710,6,2,2.846182221,5.153817779,1.045978525,1.639737756,0.381018018,3.546666667,4.453333333,1.266008195,1.493652879,7716,13972
2711,6,2,2.847345133,5.152654867,1.046387028,1.63951209,0.380992921,3.546666667,4.453333333,1.266008195,1.493652879,7722,13974
2712,2,6,2.847032805,5.152967195,1.046277331,1.639572703,0.380967715,3.546666667,4.453333333,1.266008195,1.493652879,7724,13980
2713,2,6,2.846720707,5.153279293,1.046167703,1.639633268,0.380942401,3.546666667,4.453333333,1.266008195,1.493652879,7726,13986
2714,6,2,2.847882136,5.152117864,1.046575608,1.639407866,0.380917414,3.56,4.44,1.269760545,1.490654376,7732,13988
2715,6,2,2.84904271,5.15095729,1.046983047,1.639182579,0.380892753,3.56,4.44,1.269760545,1.490654376,7738,13990
2716,6,2,2.850202429,5.149797571,1.04739002,1.638957407,0.38086842,3.573333333,4.426666667,1.273498867,1.487646855,7744,13992
2717,6,2,2.851361295,5.148638705,1.047796528,1.638732351,0.380844415,3.586666667,4.413333333,1.277223266,1.484630262,7750,13994
2718,4,4,2.851783744,5.148216256,1.047944674,1.638650297,0.380820517,3.6,4.4,1.280933845,1.481604541,7754,13998
2719,6,2,2.852941176,5.147058824,1.048350454,1.638425449,0.380796948,3.6,4.4,1.280933845,1.481604541,7760,14000
2720,6,2,2.854097758,5.145902242,1.048755772,1.638200717,0.380773707,3.613333333,4.386666667,1.284630707,1.478569637,7766,14002
2721,4,4,2.854518736,5.145481264,1.04890326,1.638118905,0.380750574,3.626666667,4.373333333,1.288313953,1.475525495,7770,14006
2722,6,2,2.855673889,5.144326111,1.049307853,1.637894381,0.38072777,3.64,4.36,1.291983682,1.472472057,7776,14008
2723,2,6,2.855359765,5.144640235,1.049197847,1.637955442,0.380704852,3.64,4.36,1.291983682,1.472472057,7778,14014
2724,2,6,2.855045872,5.144954128,1.04908791,1.638016453,0.38068182,3.64,4.36,1.291983682,1.472472057,7780,14020
2725,8,0,2.856933236,5.143066764,1.049748754,1.637649548,0.380659338,3.693333333,4.306666667,1.306529393,1.46016421,7788,14020
2726,4,4,2.857352402,5.142647598,1.049895462,1.637568044,0.380636963,3.706666667,4.293333333,1.310133,1.457063432,7792,14024
2727,2,6,2.857038123,5.142961877,1.049785467,1.637629154,0.380614474,3.706666667,4.293333333,1.310133,1.457063432,7794,14030
2728,2,6,2.856724075,5.143275925,1.04967554,1.637690216,0.38059187,3.68,4.32,1.302912752,1.463255402,7796,14036
2729,8,0,2.858608059,5.141391941,1.050334814,1.637323849,0.380569816,3.72,4.28,1.313723668,1.45395301,7804,14036
2730,6,2,2.85975833,5.14024167,1.050737121,1.637100096,0.380548091,3.76,4.24,1.324418957,1.444563269,7810,14038
2731,6,2,2.86090776,5.13909224,1.051138973,1.636876457,0.380526695,3.773333333,4.226666667,1.327958784,1.44141366,7816,14040
2732,2,6,2.860592755,5.139407245,1.05102886,1.636937751,0.380505182,3.76,4.24,1.324418957,1.444563269,7818,14046
2733,6,2,2.861741039,5.138258961,1.051430194,1.636714299,0.380483998,3.786666667,4.213333333,1.331486125,1.4382541,7824,14048
2734,4,4,2.862157221,5.137842779,1.051575614,1.636633299,0.380462919,3.8,4.2,1.335001067,1.435084525,7828,14052
2735,6,2,2.863304094,5.136695906,1.051976235,1.636410053,0.38044217,3.826666667,4.173333333,1.341994102,1.428715077,7834,14054
2736,2,6,2.862988674,5.137011326,1.05186607,1.636471456,0.380421303,3.813333333,4.186666667,1.338503697,1.431904872,7836,14060
2737,6,2,2.864134405,5.135865595,1.052266177,1.636248397,0.380400766,3.813333333,4.186666667,1.338503697,1.431904872,7842,14062
2738,4,4,2.864549106,5.135450894,1.052410958,1.636167648,0.380380333,3.826666667,4.173333333,1.341994102,1.428715077,7846,14066
2739,2,6,2.864233577,5.135766423,1.052300802,1.636229087,0.380359782,3.826666667,4.173333333,1.341994102,1.428715077,7848,14072
2740,6,2,2.865377599,5.134622401,1.052700139,1.636006306,0.380339559,3.853333333,4.146666667,1.348938575,1.422304799,7854,14074
2741,4,4,2.865791393,5.134208607,1.05284454,1.635925714,0.380319442,3.84,4.16,1.345472367,1.425515074,7858,14078
2742,2,6,2.865475756,5.134524244,1.052734394,1.635987189,0.380299205,3.813333333,4.186666667,1.338503697,1.431904872,7860,14084
2743,2,6,2.86516035,5.13483965,1.052624317,1.636048616,0.38027885,3.813333333,4.186666667,1.338503697,1.431904872,7862,14090
2744,2,6,2.864845173,5.135154827,1.052514308,1.636109994,0.380258377,3.813333333,4.186666667,1.338503697,1.431904872,7864,14096
2745,4,4,2.865258558,5.134741442,1.052658593,1.63602949,0.380238008,3.8,4.2,1.335001067,1.435084525,7868,14100
2746,2,6,2.864943575,5.135056425,1.052548655,1.636090832,0.380217521,3.8,4.2,1.335001067,1.435084525,7870,14106
2747,2,6,2.864628821,5.135371179,1.052438785,1.636152125,0.380196916,3.773333333,4.226666667,1.327958784,1.44141366,7872,14112
2748,2,6,2.864314296,5.135685704,1.052328983,1.63621337,0.380176194,3.76,4.24,1.324418957,1.444563269,7874,14118
2749,2,6,2.864,5.136,1.052219249,1.636274566,0.380155355,3.76,4.24,1.324418957,1.444563269,7876,14124
2750,4,4,2.864412941,5.135587059,1.052363422,1.636194162,0.380134621,3.746666667,4.253333333,1.320866556,1.447702989,7880,14128
2751,4,4,2.864825581,5.135174419,1.052507469,1.636113809,0.380113991,3.773333333,4.226666667,1.327958784,1.44141366,7884,14132
2752,2,6,2.864511442,5.135488558,1.052397809,1.636174982,0.380093244,3.76,4.24,1.324418957,1.444563269,7886,14138
2753,4,4,2.864923747,5.135076253,1.052541735,1.636094693,0.380072601,3.76,4.24,1.324418957,1.444563269,7890,14142
2754,4,4,2.865335753,5.134664247,1.052685535,1.636014456,0.380052062,3.773333333,4.226666667,1.327958784,1.44141366,7894,14146
2755,4,4,2.86574746,5.13425254,1.05282921,1.635934271,0.380031627,3.786666667,4.213333333,1.331486125,1.4382541,7898,14150
2756,4,4,2.866158868,5.133841132,1.05297276,1.635854138,0.380011296,3.786666667,4.213333333,1.331486125,1.4382541,7902,14154
2757,6,2,2.867295141,5.132704859,1.053369126,1.635632783,0.37999129,3.813333333,4.186666667,1.338503697,1.431904872,7908,14156
2758,6,2,2.868430591,5.131569409,1.053765048,1.63541154,0.379971609,3.84,4.16,1.345472367,1.425515074,7914,14158
2759,6,2,2.869565217,5.130434783,1.054160526,1.635190409,0.379952253,3.853333333,4.146666667,1.348938575,1.422304799,7920,14160
2760,4,4,2.869974647,5.130025353,1.054303196,1.635110601,0.379933,3.84,4.16,1.345472367,1.425515074,7924,14164
2761,4,4,2.87038378,5.12961622,1.054445742,1.635030845,0.37991385,3.826666667,4.173333333,1.341994102,1.428715077,7928,14168
2762,6,2,2.871516468,5.128483532,1.054840276,1.634810008,0.379895026,3.84,4.16,1.345472367,1.425515074,7934,14170
2763,4,4,2.871924747,5.128075253,1.054982448,1.634730394,0.379876305,3.853333333,4.146666667,1.348938575,1.422304799,7938,14174
2764,4,4,2.872332731,5.127667269,1.055124498,1.634650832,0.379857685,3.853333333,4.146666667,1.348938575,1.422304799,7942,14178
2765,4,4,2.872740419,5.127259581,1.055266424,1.634571322,0.379839168,3.853333333,4.146666667,1.348938575,1.422304799,7946,14182
2766,2,6,2.872425009,5.127574991,1.055156624,1.634632836,0.37982053,3.853333333,4.146666667,1.348938575,1.422304799,7948,14188
2767,4,4,2.87283237,5.12716763,1.055298432,1.634553388,0.379801993,3.866666667,4.133333333,1.352392809,1.419084184,7952,14192
2768,6,2,2.873961719,5.126038281,1.055691468,1.634333096,0.379783782,3.893333333,4.106666667,1.359265689,1.412611669,7958,14194
2769,6,2,2.875090253,5.124909747,1.056084066,1.634112915,0.379765897,3.906666667,4.093333333,1.362684495,1.409359634,7964,14196
2770,6,2,2.876217972,5.123782028,1.056476227,1.633892844,0.379748337,3.933333333,4.066666667,1.369487243,1.402823663,7970,14198
2771,2,6,2.875901876,5.124098124,1.056366321,1.633954534,0.379730655,3.906666667,4.093333333,1.362684495,1.409359634,7972,14204
2772,4,4,2.876307248,5.123692752,1.056507266,1.63387542,0.379713073,3.906666667,4.093333333,1.362684495,1.409359634,7976,14208
2773,2,6,2.875991348,5.124008652,1.056397432,1.633937073,0.379695369,3.88,4.12,1.355835154,1.415853163,7978,14214
2774,6,2,2.877117117,5.122882883,1.056788792,1.633717344,0.379677989,3.893333333,4.106666667,1.359265689,1.412611669,7984,14216
2775,4,4,2.877521614,5.122478386,1.056929373,1.633638382,0.379660711,3.906666667,4.093333333,1.362684495,1.409359634,7988,14220
2776,6,2,2.878646021,5.121353979,1.057320052,1.633418853,0.379643757,3.906666667,4.093333333,1.362684495,1.409359634,7994,14222
2777,8,0,2.880489561,5.119510439,1.057960266,1.633058817,0.379627356,3.92,4.08,1.366091654,1.406096988,8002,14222
2778,4,4,2.880892407,5.119107593,1.05810011,1.632980126,0.379611054,3.933333333,4.066666667,1.369487243,1.402823663,8006,14226
2779,4,4,2.881294964,5.118705036,1.058239833,1.632901484,0.379594852,3.946666667,4.053333333,1.372871341,1.399539588,8010,14230
2780,6,2,2.882416397,5.117583603,1.058628969,1.632682375,0.379578976,3.946666667,4.053333333,1.372871341,1.399539588,8016,14232
2781,8,0,2.884255931,5.115744069,1.059266957,1.632322857,0.379563654,3.986666667,4.013333333,1.38295546,1.389622151,8024,14232
2782,4,4,2.884656845,5.115343155,1.059405948,1.632244485,0.379548432,3.973333333,4.026666667,1.379605373,1.392938904,8028,14236
2783,6,2,2.885775862,5.114224138,1.059793793,1.632025704,0.379533536,3.986666667,4.013333333,1.38295546,1.389622151,8034,14238
2784,4,4,2.886175943,5.113824057,1.059932423,1.631947472,0.379518739,3.986666667,4.013333333,1.38295546,1.389622151,8038,14242
2785,2,6,2.885857861,5.114142139,1.059822208,1.632009671,0.379503813,3.986666667,4.013333333,1.38295546,1.389622151,8040,14248
2786,2,6,2.885540007,5.114459993,1.05971206,1.632071821,0.379488758,3.986666667,4.013333333,1.38295546,1.389622151,8042,14254
2787,2,6,2.885222382,5.114777618,1.059601979,1.632133922,0.379473575,3.973333333,4.026666667,1.379605373,1.392938904,8044,14260
2788,8,0,2.887056293,5.112943707,1.060237399,1.631775306,0.379458946,4,4,1.386294361,1.386294361,8052,14260
2789,4,4,2.887455197,5.112544803,1.06037556,1.631697285,0.379444414,4,4,1.386294361,1.386294361,8056,14264
2790,2,6,2.887137227,5.112862773,1.060265432,1.631759477,0.379429753,3.986666667,4.013333333,1.38295546,1.389622151,8058,14270
2791,4,4,2.887535817,5.112464183,1.06040348,1.631681516,0.379415191,3.986666667,4.013333333,1.38295546,1.389622151,8062,14274
2792,6,2,2.888650197,5.111349803,1.060789333,1.631463519,0.379400954,4,4,1.386294361,1.386294361,8068,14276
2793,8,0,2.890479599,5.109520401,1.06142244,1.631105545,0.379387272,4.04,3.96,1.396244692,1.376244025,8076,14276
2794,2,6,2.890161002,5.109838998,1.061312211,1.631167897,0.379373458,4.026666667,3.973333333,1.392938904,1.379605373,8078,14282
2795,4,4,2.89055794,5.10944206,1.061449542,1.631090212,0.379359742,4.013333333,3.986666667,1.389622151,1.38295546,8082,14286
2796,6,2,2.891669646,5.108330354,1.061834067,1.63087261,0.379346353,4.04,3.96,1.396244692,1.376244025,8088,14288
2797,6,2,2.892780558,5.107219442,1.06221817,1.630655116,0.379333289,4.053333333,3.946666667,1.399539588,1.372871341,8094,14290
2798,2,6,2.892461593,5.107538407,1.062107902,1.630717567,0.379320093,4.04,3.96,1.396244692,1.376244025,8096,14296
2799,4,4,2.892857143,5.107142857,1.062244644,1.63064012,0.379306993,4.026666667,3.973333333,1.392938904,1.379605373,8100,14300
2800,2,6,2.892538379,5.107461621,1.062134449,1.630702533,0.379293762,4.026666667,3.973333333,1.392938904,1.379605373,8102,14306
2801,4,4,2.892933619,5.107066381,1.06227108,1.630625146,0.379280627,4.026666667,3.973333333,1.392938904,1.379605373,8106,14310
2802,2,6,2.892615055,5.107384945,1.062160956,1.630687521,0.37926736,4,4,1.386294361,1.386294361,8108,14316
2803,6,2,2.893723252,5.106276748,1.062543996,1.630470518,0.379254418,4.013333333,3.986666667,1.389622151,1.38295546,8114,14318
2804,4,4,2.894117647,5.105882353,1.062680279,1.630393278,0.379241573,4.026666667,3.973333333,1.392938904,1.379605373,8118,14322
2805,6,2,2.895224519,5.104775481,1.063062662,1.63017647,0.379229052,4.066666667,3.933333333,1.402823663,1.369487243,8124,14324
2806,4,4,2.895618098,5.104381902,1.063198593,1.630099367,0.379216628,4.08,3.92,1.406096988,1.366091654,8128,14328
2807,6,2,2.896723647,5.103276353,1.063580321,1.629882756,0.379204528,4.093333333,3.906666667,1.409359634,1.362684495,8134,14330
2808,6,2,2.897828409,5.102171591,1.063961632,1.629666251,0.379192755,4.106666667,3.893333333,1.412611669,1.359265689,8140,14332
2809,2,6,2.897508897,5.102491103,1.063851367,1.629728872,0.379180846,4.093333333,3.906666667,1.409359634,1.362684495,8142,14338
2810,4,4,2.897901103,5.102098897,1.063986717,1.629652004,0.379169033,4.106666667,3.893333333,1.412611669,1.359265689,8146,14342
2811,6,2,2.899004267,5.100995733,1.064367322,1.629435762,0.379157544,4.133333333,3.866666667,1.419084184,1.352392809,8152,14344
2812,2,6,2.898684678,5.101315322,1.064257075,1.629498413,0.379145921,4.12,3.88,1.415853163,1.355835154,8154,14350
2813,2,6,2.898365316,5.101634684,1.064146894,1.629561015,0.379134162,4.106666667,3.893333333,1.412611669,1.359265689,8156,14356
2814,8,0,2.90017762,5.09982238,1.064771983,1.629205712,0.379122958,4.133333333,3.866666667,1.419084184,1.352392809,8164,14356
2815,4,4,2.900568182,5.099431818,1.064906643,1.629129125,0.379111849,4.133333333,3.866666667,1.419084184,1.352392809,8168,14360
2816,2,6,2.900248491,5.099751509,1.06479642,1.629191815,0.379100604,4.12,3.88,1.415853163,1.355835154,8170,14366
2817,2,6,2.899929028,5.100070972,1.064686263,1.629254456,0.379089223,4.093333333,3.906666667,1.409359634,1.362684495,8172,14372
2818,4,4,2.900319262,5.099680738,1.064820821,1.629177937,0.379077936,4.066666667,3.933333333,1.402823663,1.369487243,8176,14376
2819,6,2,2.90141844,5.09858156,1.065199735,1.628962376,0.379066974,4.066666667,3.933333333,1.402823663,1.369487243,8182,14378
2820,8,0,2.903225806,5.096774194,1.065822466,1.628607829,0.379056566,4.106666667,3.893333333,1.412611669,1.359265689,8190,14378
2821,8,0,2.905031892,5.094968108,1.066444369,1.628253407,0.379046715,4.146666667,3.853333333,1.422304799,1.348938575,8198,14378
2822,4,4,2.905419766,5.094580234,1.066577878,1.628177275,0.379036957,4.146666667,3.853333333,1.422304799,1.348938575,8202,14382
2823,2,6,2.90509915,5.09490085,1.066467521,1.628240206,0.37902706,4.146666667,3.853333333,1.422304799,1.348938575,8204,14388
2824,8,0,2.906902655,5.093097345,1.067088135,1.627886161,0.37901772,4.186666667,3.813333333,1.431904872,1.338503697,8212,14388
2825,6,2,2.907997169,5.092002831,1.067464586,1.627671237,0.379008706,4.213333333,3.786666667,1.4382541,1.331486125,8218,14390
2826,8,0,2.909798373,5.090201627,1.068083791,1.627317442,0.37900025,4.253333333,3.746666667,1.447702989,1.320866556,8226,14390
2827,6,2,2.910891089,5.089108911,1.06845925,1.627102749,0.37899212,4.28,3.72,1.45395301,1.313723668,8232,14392
2828,4,4,2.911276069,5.088723931,1.068591497,1.627027098,0.378984082,4.28,3.72,1.45395301,1.313723668,8236,14396
2829,2,6,2.910954064,5.089045936,1.068480884,1.627090374,0.378975901,4.28,3.72,1.45395301,1.313723668,8238,14402
2830,8,0,2.912751678,5.087248322,1.069098228,1.62673708,0.378968281,4.32,3.68,1.463255402,1.302912752,8246,14402
2831,6,2,2.913841808,5.086158192,1.069472419,1.62652277,0.378960986,4.333333333,3.666666667,1.466337069,1.299282984,8252,14404
2832,4,4,2.914225203,5.085774797,1.069603988,1.626447387,0.378953782,4.346666667,3.653333333,1.469409268,1.295639993,8256,14408
2833,6,2,2.915314044,5.084685956,1.069977548,1.626233269,0.378946905,4.373333333,3.626666667,1.475525495,1.288313953,8262,14410
2834,8,0,2.917107584,5.082892416,1.070592572,1.625880473,0.37894059,4.386666667,3.613333333,1.478569637,1.284630707,8270,14410
2835,4,4,2.917489422,5.082510578,1.070723459,1.625805348,0.378934365,4.373333333,3.626666667,1.475525495,1.288313953,8274,14414
2836,4,4,2.91787099,5.08212901,1.070854237,1.62573027,0.378928229,4.373333333,3.626666667,1.475525495,1.288313953,8278,14418
2837,2,6,2.917547569,5.082452431,1.07074339,1.625793907,0.378921947,4.373333333,3.626666667,1.475525495,1.288313953,8280,14424
2838,2,6,2.917224375,5.082775625,1.070632608,1.625857495,0.378915518,4.36,3.64,1.472472057,1.291983682,8282,14430
2839,6,2,2.918309859,5.081690141,1.071004633,1.625643911,0.378909415,4.373333333,3.626666667,1.475525495,1.288313953,8288,14432
2840,6,2,2.919394579,5.080605421,1.071376259,1.625430432,0.378903637,4.413333333,3.586666667,1.484630262,1.277223266,8294,14434
2841,4,4,2.919774806,5.080225194,1.071506492,1.62535559,0.378897949,4.413333333,3.586666667,1.484630262,1.277223266,8298,14438
2842,2,6,2.919451284,5.080548716,1.071395682,1.625419271,0.378892113,4.413333333,3.586666667,1.484630262,1.277223266,8300,14444
2843,4,4,2.919831224,5.080168776,1.071525814,1.625344485,0.378886365,4.4,3.6,1.481604541,1.280933845,8304,14448
2844,2,6,2.919507909,5.080492091,1.071415078,1.625408125,0.378880471,4.386666667,3.613333333,1.478569637,1.284630707,8306,14454
2845,4,4,2.919887561,5.080112439,1.071545109,1.625333395,0.378874665,4.36,3.64,1.472472057,1.291983682,8310,14458
2846,4,4,2.920266948,5.079733052,1.071675033,1.625258711,0.378868948,4.346666667,3.653333333,1.469409268,1.295639993,8314,14462
2847,2,6,2.91994382,5.08005618,1.071564376,1.625322321,0.378863083,4.346666667,3.653333333,1.469409268,1.295639993,8316,14468
2848,4,4,2.92032292,5.07967708,1.071694199,1.625247693,0.378857308,4.333333333,3.666666667,1.466337069,1.299282984,8320,14472
2849,4,4,2.920701754,5.079298246,1.071823914,1.625173111,0.37885162,4.32,3.68,1.463255402,1.302912752,8324,14476
2850,2,6,2.920378814,5.079621186,1.071713339,1.625236689,0.378845786,4.293333333,3.706666667,1.457063432,1.310133,8326,14482
2851,6,2,2.921458626,5.078541374,1.072083021,1.625024089,0.378840275,4.32,3.68,1.463255402,1.302912752,8332,14484
2852,8,0,2.923238696,5.076761304,1.072692144,1.62467352,0.378835324,4.346666667,3.653333333,1.469409268,1.295639993,8340,14484
2853,6,2,2.924316748,5.075683252,1.073060863,1.624461147,0.378830697,4.36,3.64,1.472472057,1.291983682,8346,14486
2854,4,4,2.92469352,5.07530648,1.073189696,1.624386913,0.378826157,4.373333333,3.626666667,1.475525495,1.288313953,8350,14490
2855,6,2,2.925770308,5.074229692,1.073557799,1.624174729,0.378821942,4.386666667,3.613333333,1.478569637,1.284630707,8356,14492
2856,4,4,2.926146307,5.073853693,1.073686304,1.624100626,0.378817813,4.373333333,3.626666667,1.475525495,1.288313953,8360,14496
2857,4,4,2.926522043,5.073477957,1.073814702,1.62402657,0.378813771,4.386666667,3.613333333,1.478569637,1.284630707,8364,14500
2858,6,2,2.927597062,5.072402938,1.074181971,1.623814658,0.378810052,4.413333333,3.586666667,1.484630262,1.277223266,8370,14502
2859,6,2,2.928671329,5.071328671,1.074548849,1.623602849,0.378806658,4.44,3.56,1.490654376,1.269760545,8376,14504
2860,8,0,2.930443901,5.069556099,1.075153914,1.623253259,0.378803827,4.453333333,3.546666667,1.493652879,1.266008195,8384,14504
2861,8,0,2.932215234,5.067784766,1.07575819,1.622903792,0.378801561,4.466666667,3.533333333,1.496642418,1.262241712,8392,14504
2862,8,0,2.93398533,5.06601467,1.07636168,1.622554447,0.37879986,4.506666667,3.493333333,1.505557782,1.25085639,8400,14504
2863,4,4,2.934357542,5.065642458,1.076488534,1.622480972,0.378798243,4.52,3.48,1.508511994,1.247032294,8404,14508
2864,6,2,2.935427574,5.064572426,1.076853124,1.622269717,0.378796952,4.52,3.48,1.508511994,1.247032294,8410,14510
2865,6,2,2.93649686,5.06350314,1.077217327,1.622058564,0.378795986,4.52,3.48,1.508511994,1.247032294,8416,14512
2866,6,2,2.937565399,5.062434601,1.077581143,1.621847514,0.378795346,4.52,3.48,1.508511994,1.247032294,8422,14514
2867,6,2,2.938633194,5.061366806,1.077944573,1.621636567,0.378795031,4.52,3.48,1.508511994,1.247032294,8428,14516
2868,4,4,2.939003137,5.060996863,1.078070455,1.621563472,0.3787948,4.52,3.48,1.508511994,1.247032294,8432,14520
2869,8,0,2.940766551,5.059233449,1.078670279,1.62121498,0.378795137,4.533333333,3.466666667,1.511457504,1.243193517,8440,14520
2870,4,4,2.941135493,5.058864507,1.078795729,1.621142052,0.378795557,4.52,3.48,1.508511994,1.247032294,8444,14524
2871,6,2,2.942200557,5.057799443,1.07915779,1.620931496,0.378796302,4.533333333,3.466666667,1.511457504,1.243193517,8450,14526
2872,6,2,2.94326488,5.05673512,1.079519469,1.620721042,0.378797374,4.533333333,3.466666667,1.511457504,1.243193517,8456,14528
2873,8,0,2.945024356,5.054975644,1.080117087,1.620373034,0.378799016,4.573333333,3.426666667,1.520242334,1.231587971,8464,14528
2874,6,2,2.946086957,5.053913043,1.080477834,1.620162803,0.378800985,4.6,3.4,1.526056303,1.223775432,8470,14530
2875,6,2,2.947148818,5.052851182,1.080838201,1.619952675,0.37880328,4.586666667,3.413333333,1.523153544,1.227689331,8476,14532
2876,6,2,2.948209941,5.051790059,1.081198186,1.619742648,0.378805902,4.6,3.4,1.526056303,1.223775432,8482,14534
2877,4,4,2.9485754,5.0514246,1.081322138,1.619670303,0.378808604,4.613333333,3.386666667,1.528950662,1.219846153,8486,14538
2878,4,4,2.948940604,5.051059396,1.081445989,1.619598003,0.378811386,4.626666667,3.373333333,1.531836666,1.215901375,8490,14542
2879,6,2,2.95,5.05,1.08180517,1.619388243,0.378814494,4.613333333,3.386666667,1.528950662,1.219846153,8496,14544
2880,4,4,2.950364457,5.049635543,1.081928707,1.619316071,0.378817682,4.6,3.4,1.526056303,1.223775432,8500,14548
2881,2,6,2.950034698,5.049965302,1.081816932,1.619381372,0.378820702,4.573333333,3.426666667,1.520242334,1.231587971,8502,14554
2882,4,4,2.95039889,5.04960111,1.081940378,1.619309252,0.378823802,4.586666667,3.413333333,1.523153544,1.227689331,8506,14558
2883,4,4,2.950762829,5.049237171,1.082063723,1.619237177,0.378826981,4.573333333,3.426666667,1.520242334,1.231587971,8510,14562
2884,4,4,2.951126516,5.048873484,1.082186967,1.619165146,0.378830239,4.573333333,3.426666667,1.520242334,1.231587971,8514,14566
2885,4,4,2.951489951,5.048510049,1.082310111,1.61909316,0.378833577,4.56,3.44,1.517322624,1.235471471,8518,14570
2886,8,0,2.953238656,5.046761344,1.082902418,1.61874672,0.378837486,4.6,3.4,1.526056303,1.223775432,8526,14570
2887,6,2,2.954293629,5.045706371,1.08325958,1.618537658,0.37884172,4.6,3.4,1.526056303,1.223775432,8532,14572
2888,4,4,2.95465559,5.04534441,1.083382093,1.618465919,0.378846033,4.6,3.4,1.526056303,1.223775432,8536,14576
2889,4,4,2.955017301,5.044982699,1.083504506,1.618394224,0.378850423,4.613333333,3.386666667,1.528950662,1.219846153,8540,14580
2890,6,2,2.956070564,5.043929436,1.083860874,1.618185428,0.378855139,4.613333333,3.386666667,1.528950662,1.219846153,8546,14582
2891,4,4,2.956431535,5.043568465,1.083982979,1.61811386,0.378859932,4.613333333,3.386666667,1.528950662,1.219846153,8550,14586
2892,6,2,2.957483581,5.042516419,1.084338765,1.617905247,0.37886505,4.64,3.36,1.534714366,1.211940974,8556,14588
2893,8,0,2.959225985,5.040774015,1.084927743,1.617559645,0.378870742,4.68,3.32,1.54329811,1.199964783,8564,14588
2894,8,0,2.960967185,5.039032815,1.085515967,1.617214162,0.378877008,4.72,3.28,1.5518088,1.187843422,8572,14588
