Episode,Success,Collision,Suc Mean,Col Mean,Log Suc Mean,Log Col Mean,Std Dev,150 rolling Mean Suc,150 rolling Mean Col,Log Suc Roll Mean,Log Col Roll Mean,Total Success,Total Collision
1433,2,6,2.627615063,5.372384937,0.966076615,1.681271932,0.469425035,2.613333333,5.386666667,0.960626546,1.683926764,3768,7704
1434,4,4,2.628571429,5.371428571,0.966440516,1.681093901,0.469304509,2.626666667,5.373333333,0.965715615,1.681448448,3772,7708
1435,2,6,2.628133705,5.371866295,0.966273976,1.681175389,0.469183904,2.626666667,5.373333333,0.965715615,1.681448448,3774,7714
1436,0,8,2.626304802,5.373695198,0.96557784,1.681515791,0.469062728,2.626666667,5.373333333,0.965715615,1.681448448,3774,7722
1437,4,4,2.627260083,5.372739917,0.96594151,1.681338005,0.468941968,2.626666667,5.373333333,0.965715615,1.681448448,3778,7726
1438,4,4,2.628214038,5.371785962,0.966304542,1.681160435,0.468821624,2.64,5.36,0.970778917,1.678963975,3782,7730
1439,4,4,2.629166667,5.370833333,0.966666939,1.68098308,0.468701697,2.653333333,5.346666667,0.975816711,1.676473314,3786,7734
1440,2,6,2.628730049,5.371269951,0.966500858,1.681064371,0.46858169,2.653333333,5.346666667,0.975816711,1.676473314,3788,7740
1441,2,6,2.628294036,5.371705964,0.96633498,1.681145542,0.468461605,2.653333333,5.346666667,0.975816711,1.676473314,3790,7746
1442,0,8,2.626472626,5.373527374,0.965641739,1.681484559,0.468340956,2.653333333,5.346666667,0.975816711,1.676473314,3790,7754
1443,4,4,2.627423823,5.372576177,0.966003831,1.681307529,0.468220719,2.653333333,5.346666667,0.975816711,1.676473314,3794,7758
1444,4,4,2.628373702,5.371626298,0.966365291,1.681130711,0.468100894,2.666666667,5.333333333,0.980829253,1.673976434,3798,7762
1445,4,4,2.629322268,5.370677732,0.96672612,1.680954108,0.467981481,2.68,5.32,0.985816795,1.671473303,3802,7766
1446,6,2,2.631651693,5.368348307,0.967611669,1.680520283,0.467862973,2.693333333,5.306666667,0.990779584,1.668963892,3808,7768
1447,2,6,2.63121547,5.36878453,0.967445895,1.680601538,0.467744383,2.666666667,5.333333333,0.980829253,1.673976434,3810,7774
1448,4,4,2.63216011,5.36783989,0.967804844,1.680425572,0.467626204,2.666666667,5.333333333,0.980829253,1.673976434,3814,7778
1449,4,4,2.633103448,5.366896552,0.968163169,1.680249818,0.467508436,2.68,5.32,0.985816795,1.671473303,3818,7782
1450,4,4,2.634045486,5.365954514,0.968520872,1.680074275,0.467391078,2.693333333,5.306666667,0.990779584,1.668963892,3822,7786
1451,0,8,2.632231405,5.367768595,0.967831929,1.680412291,0.467273144,2.693333333,5.306666667,0.990779584,1.668963892,3822,7794
1452,2,6,2.631796284,5.368203716,0.967666611,1.680493349,0.467155129,2.693333333,5.306666667,0.990779584,1.668963892,3824,7800
1453,2,6,2.631361761,5.368638239,0.967501492,1.68057429,0.467037033,2.68,5.32,0.985816795,1.671473303,3826,7806
1454,2,6,2.630927835,5.369072165,0.967336573,1.680655112,0.466918858,2.666666667,5.333333333,0.980829253,1.673976434,3828,7812
1455,6,2,2.633241758,5.366758242,0.968215695,1.680224047,0.466801577,2.706666667,5.293333333,0.995717866,1.666448167,3834,7814
1456,2,6,2.632807138,5.367192862,0.96805063,1.680305027,0.466684215,2.693333333,5.306666667,0.990779584,1.668963892,3836,7820
1457,2,6,2.632373114,5.367626886,0.967885764,1.68038589,0.466566771,2.693333333,5.306666667,0.990779584,1.668963892,3838,7826
1458,4,4,2.633310487,5.366689513,0.968241795,1.68021124,0.466449733,2.706666667,5.293333333,0.995717866,1.666448167,3842,7830
1459,4,4,2.634246575,5.365753425,0.968597211,1.6800368,0.466333099,2.706666667,5.293333333,0.995717866,1.666448167,3846,7834
1460,0,8,2.632443532,5.367556468,0.967912514,1.680372771,0.466215898,2.706666667,5.293333333,0.995717866,1.666448167,3846,7842
1461,4,4,2.633378933,5.366621067,0.968267787,1.680198486,0.4660991,2.706666667,5.293333333,0.995717866,1.666448167,3850,7846
1462,2,6,2.632946001,5.367053999,0.968103372,1.680279154,0.465982222,2.72,5.28,1.00063188,1.663926098,3852,7852
1463,4,4,2.633879781,5.366120219,0.968457961,1.680105156,0.465865746,2.746666667,5.253333333,1.010388055,1.658862796,3856,7856
1464,2,6,2.633447099,5.366552901,0.968293672,1.680185785,0.465749189,2.733333333,5.266666667,1.005521866,1.661397651,3858,7862
1465,2,6,2.633015007,5.366984993,0.96812958,1.680266297,0.465632551,2.733333333,5.266666667,1.005521866,1.661397651,3860,7868
1466,4,4,2.63394683,5.36605317,0.968483417,1.680092661,0.465516314,2.746666667,5.253333333,1.010388055,1.658862796,3864,7872
1467,6,2,2.636239782,5.363760218,0.969353577,1.679665262,0.46540096,2.76,5.24,1.01523068,1.656321498,3870,7874
1468,2,6,2.635806671,5.364193329,0.969189272,1.679746007,0.465285522,2.773333333,5.226666667,1.020049966,1.653773726,3872,7880
1469,4,4,2.636734694,5.363265306,0.969541293,1.679572988,0.465170483,2.786666667,5.213333333,1.024846138,1.651219446,3876,7884
1470,2,6,2.636301835,5.363698165,0.969377115,1.679653693,0.46505536,2.786666667,5.213333333,1.024846138,1.651219446,3878,7890
1471,2,6,2.635869565,5.364130435,0.969213133,1.679734282,0.464940154,2.773333333,5.226666667,1.020049966,1.653773726,3880,7896
1472,4,4,2.636795655,5.363204345,0.969564413,1.679561622,0.464825345,2.786666667,5.213333333,1.024846138,1.651219446,3884,7900
1473,2,6,2.636363636,5.363636364,0.969400557,1.679642171,0.464710452,2.8,5.2,1.029619417,1.648658626,3886,7906
1474,4,4,2.637288136,5.362711864,0.969751168,1.679469792,0.464595955,2.8,5.2,1.029619417,1.648658626,3890,7910
1475,2,6,2.636856369,5.363143631,0.969587438,1.679550302,0.464481375,2.786666667,5.213333333,1.024846138,1.651219446,3892,7916
1476,0,8,2.63507109,5.36492891,0.968910161,1.679883125,0.464366236,2.76,5.24,1.01523068,1.656321498,3892,7924
1477,0,8,2.633288227,5.366711773,0.968233342,1.680215388,0.464250545,2.76,5.24,1.01523068,1.656321498,3892,7932
1478,2,6,2.632860041,5.367139959,0.968070723,1.680295171,0.464134778,2.746666667,5.253333333,1.010388055,1.658862796,3894,7938
1479,2,6,2.632432432,5.367567568,0.967908298,1.680374839,0.464018935,2.72,5.28,1.00063188,1.663926098,3896,7944
1480,4,4,2.633355841,5.366644159,0.968259018,1.680202789,0.463903483,2.72,5.28,1.00063188,1.663926098,3900,7948
1481,2,6,2.632928475,5.367071525,0.968096715,1.68028242,0.463787955,2.733333333,5.266666667,1.005521866,1.661397651,3902,7954
1482,2,6,2.632501686,5.367498314,0.967934605,1.680361937,0.463672352,2.733333333,5.266666667,1.005521866,1.661397651,3904,7960
1483,0,8,2.630727763,5.369272237,0.967260524,1.680692376,0.463556213,2.72,5.28,1.00063188,1.663926098,3904,7968
1484,2,6,2.63030303,5.36969697,0.96709906,1.680771477,0.463440003,2.706666667,5.293333333,0.995717866,1.666448167,3906,7974
1485,4,4,2.631224764,5.368775236,0.967449428,1.680599807,0.46332418,2.72,5.28,1.00063188,1.663926098,3910,7978
1486,2,6,2.630800269,5.369199731,0.967288085,1.680678872,0.463208286,2.72,5.28,1.00063188,1.663926098,3912,7984
1487,2,6,2.630376344,5.369623656,0.967126933,1.680757823,0.463092321,2.693333333,5.306666667,0.990779584,1.668963892,3914,7990
1488,2,6,2.629952989,5.370047011,0.966965971,1.680836663,0.462976286,2.693333333,5.306666667,0.990779584,1.668963892,3916,7996
1489,0,8,2.628187919,5.371812081,0.966294605,1.681165297,0.46285973,2.68,5.32,0.985816795,1.671473303,3916,8004
1490,8,0,2.631790744,5.368209256,0.967664506,1.680494381,0.462744466,2.706666667,5.293333333,0.995717866,1.666448167,3924,8004
1491,2,6,2.631367292,5.368632708,0.967503594,1.680573259,0.46262913,2.72,5.28,1.00063188,1.663926098,3926,8010
1492,2,6,2.630944407,5.369055593,0.967342872,1.680652026,0.462513724,2.72,5.28,1.00063188,1.663926098,3928,8016
1493,4,4,2.631860776,5.368139224,0.967691116,1.680481335,0.462398701,2.733333333,5.266666667,1.005521866,1.661397651,3932,8020
1494,4,4,2.63277592,5.36722408,0.968038772,1.680310844,0.462284061,2.746666667,5.253333333,1.010388055,1.658862796,3936,8024
1495,4,4,2.63368984,5.36631016,0.968385844,1.680140551,0.462169803,2.746666667,5.253333333,1.010388055,1.658862796,3940,8028
1496,0,8,2.631930528,5.368069472,0.967717618,1.680468342,0.462055019,2.72,5.28,1.00063188,1.663926098,3940,8036
1497,2,6,2.631508678,5.368491322,0.967557324,1.680546923,0.461940164,2.706666667,5.293333333,0.995717866,1.666448167,3942,8042
1498,2,6,2.631087392,5.368912608,0.967397218,1.680625394,0.46182524,2.706666667,5.293333333,0.995717866,1.666448167,3944,8048
1499,2,6,2.630666667,5.369333333,0.967237299,1.680703754,0.461710246,2.693333333,5.306666667,0.990779584,1.668963892,3946,8054
1500,4,4,2.631578947,5.368421053,0.967584026,1.680533834,0.461595632,2.706666667,5.293333333,0.995717866,1.666448167,3950,8058
1501,2,6,2.631158455,5.368841545,0.967424227,1.680612158,0.461480949,2.706666667,5.293333333,0.995717866,1.666448167,3952,8064
1502,4,4,2.632069195,5.367930805,0.967770303,1.680442509,0.461366643,2.72,5.28,1.00063188,1.663926098,3956,8068
1503,4,4,2.632978723,5.367021277,0.9681158,1.680273058,0.461252716,2.72,5.28,1.00063188,1.663926098,3960,8072
1504,4,4,2.633887043,5.366112957,0.968460718,1.680103802,0.461139165,2.706666667,5.293333333,0.995717866,1.666448167,3964,8076
1505,4,4,2.634794157,5.365205843,0.96880506,1.679934743,0.461025992,2.706666667,5.293333333,0.995717866,1.666448167,3968,8080
1506,2,6,2.634372926,5.365627074,0.968645175,1.680013252,0.460912746,2.706666667,5.293333333,0.995717866,1.666448167,3970,8086
1507,2,6,2.633952255,5.366047745,0.968485477,1.68009165,0.460799428,2.68,5.32,0.985816795,1.671473303,3972,8092
1508,2,6,2.63353214,5.36646786,0.968325964,1.680169938,0.460686038,2.666666667,5.333333333,0.980829253,1.673976434,3974,8098
1509,8,0,2.637086093,5.362913907,0.969674555,1.679507467,0.460573921,2.706666667,5.293333333,0.995717866,1.666448167,3982,8098
1510,2,6,2.636664461,5.363335539,0.969514656,1.679586084,0.460461729,2.72,5.28,1.00063188,1.663926098,3984,8104
1511,2,6,2.636243386,5.363756614,0.969354944,1.67966459,0.460349461,2.72,5.28,1.00063188,1.663926098,3986,8110
1512,2,6,2.635822868,5.364177132,0.969195417,1.679742987,0.460237119,2.72,5.28,1.00063188,1.663926098,3988,8116
1513,4,4,2.63672391,5.36327609,0.969537203,1.679574999,0.460125151,2.72,5.28,1.00063188,1.663926098,3992,8120
1514,4,4,2.637623762,5.362376238,0.969878422,1.679407205,0.460013555,2.733333333,5.266666667,1.005521866,1.661397651,3996,8124
1515,4,4,2.638522427,5.361477573,0.970219074,1.679239604,0.459902333,2.746666667,5.253333333,1.010388055,1.658862796,4000,8128
1516,0,8,2.636783125,5.363216875,0.969559661,1.679563958,0.459790587,2.72,5.28,1.00063188,1.663926098,4000,8136
1517,4,4,2.637681159,5.362318841,0.969900182,1.679396501,0.459679212,2.733333333,5.266666667,1.005521866,1.661397651,4004,8140
1518,2,6,2.637261356,5.362738644,0.969741014,1.679474786,0.459567762,2.733333333,5.266666667,1.005521866,1.661397651,4006,8146
1519,4,4,2.638157895,5.361842105,0.970080906,1.679307592,0.459456683,2.733333333,5.266666667,1.005521866,1.661397651,4010,8150
1520,2,6,2.63773833,5.36226167,0.969921857,1.679385839,0.459345528,2.706666667,5.293333333,0.995717866,1.666448167,4012,8156
1521,4,4,2.638633377,5.361366623,0.970261123,1.67921891,0.459234742,2.72,5.28,1.00063188,1.663926098,4016,8160
1522,4,4,2.639527249,5.360472751,0.970599829,1.679052171,0.459124326,2.733333333,5.266666667,1.005521866,1.661397651,4020,8164
1523,2,6,2.639107612,5.360892388,0.970440834,1.679130452,0.459013833,2.733333333,5.266666667,1.005521866,1.661397651,4022,8170
1524,4,4,2.64,5.36,0.970778917,1.678963975,0.458903708,2.746666667,5.253333333,1.010388055,1.658862796,4026,8174
1525,4,4,2.640891219,5.359108781,0.971116443,1.678797689,0.458793952,2.773333333,5.226666667,1.020049966,1.653773726,4030,8178
1526,2,6,2.640471513,5.359528487,0.970957505,1.678876002,0.458684117,2.773333333,5.226666667,1.020049966,1.653773726,4032,8184
1527,2,6,2.640052356,5.359947644,0.970798749,1.678954207,0.458574204,2.76,5.24,1.01523068,1.656321498,4034,8190
1528,0,8,2.638325703,5.361674297,0.970144513,1.679276295,0.458463775,2.733333333,5.266666667,1.005521866,1.661397651,4034,8198
1529,2,6,2.637908497,5.362091503,0.969986367,1.679354105,0.458353271,2.733333333,5.266666667,1.005521866,1.661397651,4036,8204
1530,2,6,2.637491835,5.362508165,0.969828403,1.679431807,0.458242695,2.72,5.28,1.00063188,1.663926098,4038,8210
1531,6,2,2.639686684,5.360313316,0.97066023,1.679022428,0.458132921,2.746666667,5.253333333,1.010388055,1.658862796,4044,8212
1532,0,8,2.637964775,5.362035225,0.970007701,1.679343609,0.458022635,2.733333333,5.266666667,1.005521866,1.661397651,4044,8220
1533,4,4,2.638852673,5.361147327,0.970344229,1.679178006,0.457912712,2.76,5.24,1.01523068,1.656321498,4048,8224
1534,0,8,2.63713355,5.36286645,0.969692551,1.679498617,0.457802282,2.746666667,5.253333333,1.010388055,1.658862796,4048,8232
1535,2,6,2.63671875,5.36328125,0.969535246,1.679575961,0.457691781,2.733333333,5.266666667,1.005521866,1.661397651,4050,8238
1536,4,4,2.637605725,5.362394275,0.969871583,1.679410568,0.457581641,2.746666667,5.253333333,1.010388055,1.658862796,4054,8242
1537,2,6,2.637191157,5.362808843,0.969714395,1.679487876,0.45747143,2.76,5.24,1.01523068,1.656321498,4056,8248
1538,2,6,2.636777128,5.363222872,0.969557387,1.679565076,0.457361149,2.746666667,5.253333333,1.010388055,1.658862796,4058,8254
1539,0,8,2.635064935,5.364935065,0.968907825,1.679884273,0.457250372,2.733333333,5.266666667,1.005521866,1.661397651,4058,8262
1540,2,6,2.634652823,5.365347177,0.968751417,1.679961085,0.457139529,2.733333333,5.266666667,1.005521866,1.661397651,4060,8268
1541,4,4,2.635538262,5.364461738,0.969087435,1.679796043,0.457029043,2.733333333,5.266666667,1.005521866,1.661397651,4064,8272
1542,2,6,2.635126377,5.364873623,0.968931142,1.67987282,0.45691849,2.72,5.28,1.00063188,1.663926098,4066,8278
1543,6,2,2.637305699,5.362694301,0.969757828,1.679466517,0.456808719,2.733333333,5.266666667,1.005521866,1.661397651,4072,8280
1544,4,4,2.638187702,5.361812298,0.970092205,1.679302033,0.456699305,2.733333333,5.266666667,1.005521866,1.661397651,4076,8284
1545,4,4,2.639068564,5.360931436,0.970426038,1.679137735,0.456590247,2.76,5.24,1.01523068,1.656321498,4080,8288
1546,2,6,2.638655462,5.361344538,0.970269493,1.67921479,0.456481118,2.733333333,5.266666667,1.005521866,1.661397651,4082,8294
1547,2,6,2.638242894,5.361757106,0.970113125,1.67929174,0.456371918,2.746666667,5.253333333,1.010388055,1.658862796,4084,8300
1548,2,6,2.637830859,5.362169141,0.969956935,1.679368584,0.456262648,2.746666667,5.253333333,1.010388055,1.658862796,4086,8306
1549,4,4,2.638709677,5.361290323,0.970290039,1.679204678,0.456153733,2.76,5.24,1.01523068,1.656321498,4090,8310
1550,2,6,2.638297872,5.361702128,0.970133964,1.679281486,0.456044748,2.76,5.24,1.01523068,1.656321498,4092,8316
1551,4,4,2.639175258,5.360824742,0.970466466,1.679117833,0.455936116,2.746666667,5.253333333,1.010388055,1.658862796,4096,8320
1552,6,2,2.641339343,5.358660657,0.971286115,1.678714066,0.455828264,2.773333333,5.226666667,1.020049966,1.653773726,4102,8322
1553,0,8,2.63963964,5.36036036,0.970642408,1.679031204,0.455719913,2.746666667,5.253333333,1.010388055,1.658862796,4102,8330
1554,4,4,2.640514469,5.359485531,0.970973773,1.678867987,0.455611915,2.76,5.24,1.01523068,1.656321498,4106,8334
1555,4,4,2.641388175,5.358611825,0.971304603,1.678704954,0.455504269,2.76,5.24,1.01523068,1.656321498,4110,8338
1556,4,4,2.642260758,5.357739242,0.971634898,1.678542103,0.455396975,2.773333333,5.226666667,1.020049966,1.653773726,4114,8342
1557,4,4,2.643132221,5.356867779,0.971964661,1.678379435,0.455290032,2.786666667,5.213333333,1.024846138,1.651219446,4118,8346
1558,4,4,2.644002566,5.355997434,0.972293892,1.678216949,0.455183441,2.8,5.2,1.029619417,1.648658626,4122,8350
1559,0,8,2.642307692,5.357692308,0.971652661,1.678533343,0.455076349,2.786666667,5.213333333,1.024846138,1.651219446,4122,8358
1560,4,4,2.64317745,5.35682255,0.971981773,1.678370991,0.454969607,2.8,5.2,1.029619417,1.648658626,4126,8362
1561,0,8,2.641485275,5.358514725,0.971341363,1.678686833,0.454862368,2.786666667,5.213333333,1.024846138,1.651219446,4126,8370
1562,8,0,2.644913628,5.355086372,0.97263841,1.678046833,0.454756326,2.813333333,5.186666667,1.03437002,1.64609123,4134,8370
1563,0,8,2.643222506,5.356777494,0.971998819,1.67836258,0.454649784,2.786666667,5.213333333,1.024846138,1.651219446,4134,8378
1564,2,6,2.642811502,5.357188498,0.971843313,1.678439304,0.454543168,2.786666667,5.213333333,1.024846138,1.651219446,4136,8384
1565,4,4,2.643678161,5.356321839,0.97217119,1.678277515,0.454436899,2.8,5.2,1.029619417,1.648658626,4140,8388
1566,2,6,2.64326739,5.35673261,0.9720158,1.678354202,0.454330556,2.786666667,5.213333333,1.024846138,1.651219446,4142,8394
1567,0,8,2.641581633,5.358418367,0.971377841,1.678668851,0.454223722,2.76,5.24,1.01523068,1.656321498,4142,8402
1568,2,6,2.641172721,5.358827279,0.971223031,1.67874516,0.454116817,2.746666667,5.253333333,1.010388055,1.658862796,4144,8408
1569,4,4,2.642038217,5.357961783,0.971550671,1.678583638,0.454010257,2.76,5.24,1.01523068,1.656321498,4148,8412
1570,4,4,2.64290261,5.35709739,0.971877787,1.678422297,0.453904042,2.76,5.24,1.01523068,1.656321498,4152,8416
1571,4,4,2.643765903,5.356234097,0.972204379,1.678261134,0.453798172,2.786666667,5.213333333,1.024846138,1.651219446,4156,8420
1572,6,2,2.645899555,5.354100445,0.973011104,1.677862706,0.453693066,2.813333333,5.186666667,1.03437002,1.64609123,4162,8422
1573,4,4,2.646759848,5.353240152,0.973336193,1.677702014,0.453588305,2.813333333,5.186666667,1.03437002,1.64609123,4166,8426
1574,6,2,2.648888889,5.351111111,0.974140265,1.677304224,0.453484312,2.826666667,5.173333333,1.039098161,1.643517226,4172,8428
1575,4,4,2.649746193,5.350253807,0.974463859,1.677144,0.453380663,2.826666667,5.173333333,1.039098161,1.643517226,4176,8432
1576,2,6,2.649334179,5.350665821,0.974308355,1.677221006,0.453276933,2.84,5.16,1.043804052,1.640936579,4178,8438
1577,0,8,2.64765526,5.35234474,0.973674441,1.677534734,0.453172702,2.813333333,5.186666667,1.03437002,1.64609123,4178,8446
1578,2,6,2.647245092,5.352754908,0.973519511,1.677611364,0.453068392,2.8,5.2,1.029619417,1.648658626,4180,8452
1579,2,6,2.646835443,5.353164557,0.973364754,1.677687892,0.452964006,2.813333333,5.186666667,1.03437002,1.64609123,4182,8458
1580,2,6,2.646426312,5.353573688,0.973210169,1.677764317,0.452859543,2.813333333,5.186666667,1.03437002,1.64609123,4184,8464
1581,2,6,2.646017699,5.353982301,0.973055755,1.677840639,0.452755005,2.826666667,5.173333333,1.039098161,1.643517226,4186,8470
1582,4,4,2.646873026,5.353126974,0.973378953,1.677680871,0.452650808,2.826666667,5.173333333,1.039098161,1.643517226,4190,8474
1583,8,0,2.650252525,5.349747475,0.974654928,1.677049359,0.452547788,2.866666667,5.133333333,1.053149915,1.635755221,4198,8474
1584,4,4,2.651104101,5.348895899,0.974976195,1.676890166,0.452445108,2.866666667,5.133333333,1.053149915,1.635755221,4202,8478
1585,4,4,2.651954603,5.348045397,0.975296954,1.676731148,0.452342769,2.88,5.12,1.057790294,1.633154439,4206,8482
1586,2,6,2.651543793,5.348456207,0.975142034,1.67680796,0.452240347,2.893333333,5.106666667,1.06240924,1.630546876,4208,8488
1587,0,8,2.649874055,5.350125945,0.974512113,1.677120102,0.452137425,2.866666667,5.133333333,1.053149915,1.635755221,4208,8496
1588,2,6,2.649465072,5.350534928,0.97435776,1.677196542,0.452034425,2.853333333,5.146666667,1.048487901,1.638349256,4210,8502
1589,2,6,2.649056604,5.350943396,0.974203578,1.677272881,0.451931346,2.84,5.16,1.043804052,1.640936579,4212,8508
1590,0,8,2.647391578,5.352608422,0.973574845,1.677583998,0.451827777,2.826666667,5.173333333,1.039098161,1.643517226,4212,8516
1591,2,6,2.646984925,5.353015075,0.973421228,1.677659968,0.451724134,2.826666667,5.173333333,1.039098161,1.643517226,4214,8522
1592,2,6,2.646578782,5.353421218,0.97326778,1.677735836,0.451620417,2.84,5.16,1.043804052,1.640936579,4216,8528
1593,4,4,2.647427854,5.352572146,0.973588548,1.67757722,0.451517036,2.84,5.16,1.043804052,1.640936579,4220,8532
1594,4,4,2.648275862,5.351724138,0.97390881,1.677418778,0.451413988,2.84,5.16,1.043804052,1.640936579,4224,8536
1595,4,4,2.649122807,5.350877193,0.974228569,1.677260509,0.451311276,2.84,5.16,1.043804052,1.640936579,4228,8540
1596,6,2,2.651221039,5.348778961,0.975020303,1.676868303,0.45120931,2.84,5.16,1.043804052,1.640936579,4234,8542
1597,4,4,2.652065081,5.347934919,0.975338613,1.67671049,0.451107679,2.853333333,5.146666667,1.048487901,1.638349256,4238,8546
1598,4,4,2.652908068,5.347091932,0.975656422,1.676552849,0.451006382,2.853333333,5.146666667,1.048487901,1.638349256,4242,8550
1599,4,4,2.65375,5.34625,0.975973734,1.676395381,0.450905419,2.853333333,5.146666667,1.048487901,1.638349256,4246,8554
1600,2,6,2.653341661,5.346658339,0.97581985,1.676471756,0.450804374,2.84,5.16,1.043804052,1.640936579,4248,8560
1601,2,6,2.652933833,5.347066167,0.975666134,1.676548031,0.450703248,2.853333333,5.146666667,1.048487901,1.638349256,4250,8566
1602,0,8,2.651278852,5.348721148,0.975042109,1.676857495,0.45060163,2.84,5.16,1.043804052,1.640936579,4250,8574
1603,4,4,2.652119701,5.347880299,0.975359207,1.676700277,0.450500344,2.853333333,5.146666667,1.048487901,1.638349256,4254,8578
1604,2,6,2.651713396,5.348286604,0.975205995,1.676776249,0.450398979,2.853333333,5.146666667,1.048487901,1.638349256,4256,8584
1605,4,4,2.652552927,5.347447073,0.975522545,1.676619264,0.450297945,2.84,5.16,1.043804052,1.640936579,4260,8588
1606,6,2,2.654635968,5.345364032,0.976307533,1.676229649,0.450197653,2.866666667,5.133333333,1.053149915,1.635755221,4266,8590
1607,4,4,2.655472637,5.344527363,0.976622656,1.676073115,0.450097692,2.88,5.12,1.057790294,1.633154439,4270,8594
1608,2,6,2.655065258,5.344934742,0.976469234,1.676149335,0.449997648,2.866666667,5.133333333,1.053149915,1.635755221,4272,8600
1609,2,6,2.654658385,5.345341615,0.976315978,1.676225455,0.449897522,2.853333333,5.146666667,1.048487901,1.638349256,4274,8606
1610,0,8,2.653010552,5.346989448,0.975695053,1.676533682,0.449796906,2.853333333,5.146666667,1.048487901,1.638349256,4274,8614
1611,4,4,2.653846154,5.346153846,0.976009967,1.676377395,0.449696619,2.853333333,5.146666667,1.048487901,1.638349256,4278,8618
1612,4,4,2.654680719,5.345319281,0.976324391,1.676221277,0.44959666,2.866666667,5.133333333,1.053149915,1.635755221,4282,8622
1613,2,6,2.654275093,5.345724907,0.976171583,1.676297159,0.449496619,2.853333333,5.146666667,1.048487901,1.638349256,4284,8628
1614,2,6,2.653869969,5.346130031,0.97601894,1.67637294,0.4493965,2.853333333,5.146666667,1.048487901,1.638349256,4286,8634
1615,2,6,2.653465347,5.346534653,0.975866464,1.676448623,0.4492963,2.853333333,5.146666667,1.048487901,1.638349256,4288,8640
1616,6,2,2.655534941,5.344465059,0.976646119,1.676061457,0.449196834,2.866666667,5.133333333,1.053149915,1.635755221,4294,8642
1617,2,6,2.65512979,5.34487021,0.976493539,1.676137262,0.449097287,2.84,5.16,1.043804052,1.640936579,4296,8648
1618,0,8,2.653489809,5.346510191,0.975875683,1.676444047,0.448997255,2.826666667,5.173333333,1.039098161,1.643517226,4296,8656
1619,4,4,2.654320988,5.345679012,0.976188873,1.676288573,0.448897548,2.826666667,5.173333333,1.039098161,1.643517226,4300,8660
1620,4,4,2.655151141,5.344848859,0.97650158,1.676133267,0.448798166,2.84,5.16,1.043804052,1.640936579,4304,8664
1621,4,4,2.655980271,5.344019729,0.976813804,1.675978128,0.448699108,2.853333333,5.146666667,1.048487901,1.638349256,4308,8668
1622,2,6,2.655576094,5.344423906,0.976661616,1.676053757,0.448599969,2.84,5.16,1.043804052,1.640936579,4310,8674
1623,4,4,2.656403941,5.343596059,0.976973306,1.675898846,0.448501153,2.853333333,5.146666667,1.048487901,1.638349256,4314,8678
1624,0,8,2.654769231,5.345230769,0.976357732,1.676204718,0.448401855,2.826666667,5.173333333,1.039098161,1.643517226,4314,8686
1625,4,4,2.655596556,5.344403444,0.976669321,1.676049928,0.448302879,2.84,5.16,1.043804052,1.640936579,4318,8690
1626,4,4,2.656422864,5.343577136,0.97698043,1.675895304,0.448204225,2.866666667,5.133333333,1.053149915,1.635755221,4322,8694
1627,2,6,2.656019656,5.343980344,0.976828632,1.675970758,0.448105491,2.88,5.12,1.057790294,1.633154439,4324,8700
1628,4,4,2.65684469,5.34315531,0.977139212,1.67581636,0.448007079,2.893333333,5.106666667,1.06240924,1.630546876,4328,8704
1629,4,4,2.657668712,5.342331288,0.977449314,1.675662129,0.447908987,2.906666667,5.093333333,1.067006949,1.627932495,4332,8708
1630,0,8,2.65603924,5.34396076,0.976836005,1.675967093,0.447810414,2.88,5.12,1.057790294,1.633154439,4332,8716
1631,4,4,2.656862745,5.343137255,0.977146008,1.675812981,0.44771216,2.893333333,5.106666667,1.06240924,1.630546876,4336,8720
1632,0,8,2.655235762,5.344764238,0.97653345,1.676117435,0.447613429,2.88,5.12,1.057790294,1.633154439,4336,8728
1633,4,4,2.656058752,5.343941248,0.976843352,1.675963442,0.447515017,2.906666667,5.093333333,1.067006949,1.627932495,4340,8732
1634,2,6,2.655657492,5.344342508,0.976692267,1.676038526,0.447416526,2.906666667,5.093333333,1.067006949,1.627932495,4342,8738
1635,2,6,2.655256724,5.344743276,0.976541344,1.676113513,0.447317958,2.893333333,5.106666667,1.06240924,1.630546876,4344,8744
1636,4,4,2.656078192,5.343921808,0.976850671,1.675959804,0.447219707,2.906666667,5.093333333,1.067006949,1.627932495,4348,8748
1637,4,4,2.656898657,5.343101343,0.977159524,1.67580626,0.447121774,2.92,5.08,1.071583616,1.625311262,4352,8752
1638,6,2,2.658938377,5.341061623,0.977926937,1.675424439,0.447024556,2.946666667,5.053333333,1.080674588,1.620048092,4358,8754
1639,0,8,2.657317073,5.342682927,0.977316995,1.675727948,0.446926859,2.946666667,5.053333333,1.080674588,1.620048092,4358,8762
1640,2,6,2.656916514,5.343083486,0.977166245,1.675802918,0.446829084,2.906666667,5.093333333,1.067006949,1.627932495,4360,8768
1641,4,4,2.65773447,5.34226553,0.977474057,1.67564982,0.446731624,2.92,5.08,1.071583616,1.625311262,4364,8772
1642,2,6,2.657334145,5.342665855,0.977323419,1.675724752,0.446634086,2.92,5.08,1.071583616,1.625311262,4366,8778
1643,4,4,2.658150852,5.341849148,0.977630712,1.675571876,0.446536862,2.92,5.08,1.071583616,1.625311262,4370,8782
